"ZIPCODE","total_count","population","urticaria_count","urticaria_prev","medicaid_urticaria_count","not_medicaid_urticaria_count","commercial_urticaria_count","medicaid_urticaria_prev","not_medicaid_urticaria_prev","commercial_urticaria_prev","heat_exhaustion_count","heat_exhaustion_prev","medicaid_heat_exhaustion_count","not_medicaid_heat_exhaustion_count","commercial_heat_exhaustion_count","medicaid_heat_exhaustion_prev","not_medicaid_heat_exhaustion_prev","commercial_heat_exhaustion_prev","heat_syncope_count","heat_syncope_prev","medicaid_heat_syncope_count","not_medicaid_heat_syncope_count","commercial_heat_syncope_count","medicaid_heat_syncope_prev","not_medicaid_heat_syncope_prev","commercial_heat_syncope_prev","heat_cramps_count","heat_cramps_prev","medicaid_heat_cramps_count","not_medicaid_heat_cramps_count","commercial_heat_cramps_count","medicaid_heat_cramps_prev","not_medicaid_heat_cramps_prev","commercial_heat_cramps_prev","carbon_monoxide_count","carbon_monoxide_prev","medicaid_carbon_monoxide_count","not_medicaid_carbon_monoxide_count","commercial_carbon_monoxide_count","medicaid_carbon_monoxide_prev","not_medicaid_carbon_monoxide_prev","commercial_carbon_monoxide_prev","heatstroke_count","heatstroke_prev","medicaid_heatstroke_count","not_medicaid_heatstroke_count","commercial_heatstroke_count","medicaid_heatstroke_prev","not_medicaid_heatstroke_prev","commercial_heatstroke_prev","all_effects_heat_count","all_effects_heat_prev","medicaid_all_effects_heat_count","not_medicaid_all_effects_heat_count","commercial_all_effects_heat_count","medicaid_all_effects_heat_prev","not_medicaid_all_effects_heat_prev","commercial_all_effects_heat_prev","hypothermia_count","hypothermia_prev","medicaid_hypothermia_count","not_medicaid_hypothermia_count","commercial_hypothermia_count","medicaid_hypothermia_prev","not_medicaid_hypothermia_prev","commercial_hypothermia_prev","osteoarthritis_count","osteoarthritis_prev","medicaid_osteoarthritis_count","not_medicaid_osteoarthritis_count","commercial_osteoarthritis_count","medicaid_osteoarthritis_prev","not_medicaid_osteoarthritis_prev","commercial_osteoarthritis_prev","kidney_disease_count","kidney_disease_prev","medicaid_kidney_disease_count","not_medicaid_kidney_disease_count","commercial_kidney_disease_count","medicaid_kidney_disease_prev","not_medicaid_kidney_disease_prev","commercial_kidney_disease_prev","mental_illness_count","mental_illness_prev","medicaid_mental_illness_count","not_medicaid_mental_illness_count","commercial_mental_illness_count","medicaid_mental_illness_prev","not_medicaid_mental_illness_prev","commercial_mental_illness_prev","influenza_count","influenza_prev","medicaid_influenza_count","not_medicaid_influenza_count","commercial_influenza_count","medicaid_influenza_prev","not_medicaid_influenza_prev","commercial_influenza_prev","acute_bronchitis_count","acute_bronchitis_prev","medicaid_acute_bronchitis_count","not_medicaid_acute_bronchitis_count","commercial_acute_bronchitis_count","medicaid_acute_bronchitis_prev","not_medicaid_acute_bronchitis_prev","commercial_acute_bronchitis_prev","bronchitis_count","bronchitis_prev","medicaid_bronchitis_count","not_medicaid_bronchitis_count","commercial_bronchitis_count","medicaid_bronchitis_prev","not_medicaid_bronchitis_prev","commercial_bronchitis_prev","copd_count","copd_prev","medicaid_copd_count","not_medicaid_copd_count","commercial_copd_count","medicaid_copd_prev","not_medicaid_copd_prev","commercial_copd_prev","asthma_count","asthma_prev","medicaid_asthma_count","not_medicaid_asthma_count","commercial_asthma_count","medicaid_asthma_prev","not_medicaid_asthma_prev","commercial_asthma_prev","respiratory_count","respiratory_prev","medicaid_respiratory_count","not_medicaid_respiratory_count","commercial_respiratory_count","medicaid_respiratory_prev","not_medicaid_respiratory_prev","commercial_respiratory_prev","hypertension_count","hypertension_prev","medicaid_hypertension_count","not_medicaid_hypertension_count","commercial_hypertension_count","medicaid_hypertension_prev","not_medicaid_hypertension_prev","commercial_hypertension_prev","heart_attack_count","heart_attack_prev","medicaid_heart_attack_count","not_medicaid_heart_attack_count","commercial_heart_attack_count","medicaid_heart_attack_prev","not_medicaid_heart_attack_prev","commercial_heart_attack_prev","cerebrovascular_disease_count","cerebrovascular_disease_prev","medicaid_cerebrovascular_disease_count","not_medicaid_cerebrovascular_disease_count","commercial_cerebrovascular_disease_count","medicaid_cerebrovascular_disease_prev","not_medicaid_cerebrovascular_disease_prev","commercial_cerebrovascular_disease_prev","congestive_artery_disease_count","congestive_artery_disease_prev","medicaid_congestive_artery_disease_count","not_medicaid_congestive_artery_disease_count","commercial_congestive_artery_disease_count","medicaid_congestive_artery_disease_prev","not_medicaid_congestive_artery_disease_prev","commercial_congestive_artery_disease_prev","angina_pectoris_count","angina_pectoris_prev","medicaid_angina_pectoris_count","not_medicaid_angina_pectoris_count","commercial_angina_pectoris_count","medicaid_angina_pectoris_prev","not_medicaid_angina_pectoris_prev","commercial_angina_pectoris_prev","heart_disease_count","heart_disease_prev","medicaid_heart_disease_count","not_medicaid_heart_disease_count","commercial_heart_disease_count","medicaid_heart_disease_prev","not_medicaid_heart_disease_prev","commercial_heart_disease_prev","circulatory_count","circulatory_prev","medicaid_circulatory_count","not_medicaid_circulatory_count","commercial_circulatory_count","medicaid_circulatory_prev","not_medicaid_circulatory_prev","commercial_circulatory_prev","thyroid_count","thyroid_prev","medicaid_thyroid_count","not_medicaid_thyroid_count","commercial_thyroid_count","medicaid_thyroid_prev","not_medicaid_thyroid_prev","commercial_thyroid_prev","diabetes_count","diabetes_prev","medicaid_diabetes_count","not_medicaid_diabetes_count","commercial_diabetes_count","medicaid_diabetes_prev","not_medicaid_diabetes_prev","commercial_diabetes_prev"
"CITYWIDE",2903633,34010,8979,0.00309233294979083,4652,4327,952,0.00342248318370392,0.00280176069972144,0.0039247373888953,659,0.000226957056900786,224,435,89,0.000164797126644385,0.000281665334961596,0.000366913474382019,68,2.34189375861206e-05,26,42,7,1.91282379140804e-05,2.719527372043e-05,2.88583631536419e-05,36,1.2398261075005e-05,10,26,8,7.3570145823386e-06,1.68351694459805e-05,3.29809864613051e-05,513,0.000176675220318821,214,299,57,0.000157440112062046,0.000193604448628775,0.000234989528536799,27,9.29869580625375e-06,7,20,6,5.14991020763702e-06,1.29501303430619e-05,2.47357398459788e-05,912,0.000314089280566793,312,600,125,0.000229538854968964,0.000388503910291857,0.000515327913457892,366,0.000126048987595884,164,202,4,0.000120655039150353,0.000130796316464925,1.64904932306525e-05,42494,0.0146347696144795,13150,29344,2557,0.00967447417577526,0.0190004312393404,0.0105415477976946,46076,0.0158683965914425,7317,38759,2066,0.00538312756989716,0.0250967050983368,0.00851733975363203,685597,0.236116961062228,344134,341463,41937,0.253179885627851,0.221099517866647,0.172890453653469,17987,0.00619465338766986,9996,7991,1745,0.00735407177650567,0.00517422457857038,0.00719397767187217,23633,0.00813911399959981,10922,12711,2276,0.00803533132683022,0.00823045533953299,0.00938309064824129,55862,0.019238657226998,25364,30498,4785,0.0186603317866436,0.0197476537601351,0.0197267525271681,384457,0.132405507169811,205511,178946,24007,0.151194742383099,0.115868701218478,0.0989718177470688,301047,0.103679425051306,177272,123775,19882,0.130419268904033,0.0801451191606243,0.0819659966029584,614614,0.211670689787587,333881,280733,43170,0.24563673857658,0.18177644707994,0.177973648191817,532975,0.183554533234744,169202,363773,43014,0.124482158136086,0.235545388264333,0.177330518955822,1913,0.000658829817680127,379,1534,203,0.000278830852670633,0.000993274997312848,0.000836892531455616,11790,0.00406043050206414,2360,9430,694,0.00173625544143191,0.00610598645675369,0.00286110057551821,34183,0.0117724932868582,7757,26426,1547,0.00570683621152005,0.0171110072222877,0.00637769825695487,1118,0.0003850348856071,240,878,84,0.000176568349976126,0.000568510722060418,0.000346300357843703,574224,0.197760529653713,180291,393933,46846,0.132640351606441,0.25507418482167,0.193128411470787,588085,0.202534204563731,185659,402426,48280,0.13658959703424,0.260573457671851,0.199040253293976,43854,0.0151031483662019,11423,32431,4560,0.00840391775740539,0.020999283857792,0.0187991622829439,228200,0.0785911993698928,71567,156633,17744,0.0526519462614227,0.101420888301241,0.0731518279711746
"21201",76422,16595,180,0.00235534270236319,90,90,20,0.0022814844859055,0.00243414291123492,0.00593647966755714,17,0.000222449033000968,8,9,1,0.000202798620969377,0.000243414291123492,0.000296823983377857,2,2.61704744707022e-05,2,0,0,5.06996552423444e-05,0,0,3,3.92557117060532e-05,1,2,1,2.53498276211722e-05,5.40920646941094e-05,0.000296823983377857,15,0.000196278558530266,9,6,3,0.00022814844859055,0.000162276194082328,0.000890471950133571,0,0,0,0,0,0,0,0,32,0.000418727591531234,16,16,2,0.000405597241938755,0.000432736517552875,0.000593647966755714,27,0.000353301405354479,16,11,0,0.000405597241938755,0.000297506355817602,0,1433,0.0187511449582581,522,911,41,0.0132326100182519,0.0246389354681668,0.0121697833184921,1197,0.0156630289707152,274,923,26,0.00694585276820118,0.0249634878563315,0.00771742356782428,24163,0.316178587317788,13582,10581,623,0.344301358750761,0.286174068264186,0.184921341644405,264,0.00345450263013268,164,100,18,0.00415737172987224,0.00270460323470547,0.00534283170080142,419,0.0054827144016121,226,193,21,0.00572906104238491,0.00521988424298155,0.006233303650935,1182,0.015466750412185,562,620,65,0.0142466031230988,0.0167685400551739,0.0192935589195607,11402,0.149197874957473,6404,4998,403,0.162340296085987,0.135176069670579,0.119620065301276,8727,0.114194865352909,5203,3524,296,0.131895153112959,0.0953102179910207,0.0878598990798456,16518,0.216141948653529,9374,7144,651,0.237629284120868,0.193216855087359,0.193232413178985,14792,0.193556829185313,6399,8393,420,0.162213546947881,0.22699734948883,0.1246660730187,41,0.000536494726649394,17,24,3,0.000430947069559927,0.000649104776329313,0.000890471950133571,319,0.00417419067807699,104,215,6,0.00263638207260191,0.00581489695461676,0.00178094390026714,747,0.00977467221480726,227,520,11,0.00575441087000608,0.0140639368204684,0.00326506381715643,34,0.000444898066001937,9,25,1,0.00022814844859055,0.000676150808676367,0.000296823983377857,15605,0.204195127057654,6670,8935,459,0.169083350233218,0.241656299020934,0.136242208370436,16044,0.209939546203973,6874,9170,480,0.174254715067938,0.248012116622491,0.142475512021371,822,0.0107560650074586,332,490,40,0.00841614277022916,0.0132525558500568,0.0118729593351143,6208,0.0812331527570595,2474,3734,184,0.06271547353478,0.100989884783902,0.0546156129415257
"21202",82496,21788,178,0.00215768037238169,101,77,14,0.00223160034468283,0.00206783575476005,0.00374531835205993,24,0.000290923196276183,10,14,0,0.000220950529176517,0.0003759701372291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8.48525989138867e-05,5,2,0,0.000110475264588259,5.37100196041572e-05,0,0,0,0,0,0,0,0,0,33,0.000400019394879752,16,17,0,0.000353520846682428,0.000456535166635336,0,38,0.000460628394103957,17,21,0,0.00037561589960008,0.00056395520584365,0,1374,0.0166553529868115,595,779,31,0.0131465564860028,0.0209200526358192,0.00829320492241841,1052,0.0127521334367727,245,807,23,0.00541328796482468,0.0216719929102774,0.00615302300695559,22037,0.26712810318076,12896,9141,544,0.284937802426037,0.2454816446008,0.145532370251471,345,0.00418202094647013,201,144,21,0.004441105636448,0.00386712141149932,0.00561797752808989,392,0.00475174553917766,213,179,19,0.00470624627145982,0.00480704675457207,0.00508293204922418,1264,0.015321955003879,704,560,51,0.0155549172540268,0.015038805489164,0.0136436597110754,10580,0.128248642358417,6214,4366,332,0.137298658830288,0.117248972795875,0.0888175494917068,8244,0.0999321179208689,5032,3212,295,0.111182306281624,0.0862582914842764,0.0789192081326913,16400,0.198797517455392,9839,6561,625,0.217393225656775,0.176195719311438,0.167201712145532,13544,0.164177657098526,6161,7383,466,0.136127621025652,0.198270537368746,0.124665596575709,57,0.000690942591155935,15,42,3,0.000331425793764776,0.0011279104116873,0.000802568218298555,270,0.00327288595810706,83,187,9,0.00183388939216509,0.00502188683298869,0.00240770465489567,876,0.0106186966640807,256,620,23,0.00565633354691884,0.0166501060772887,0.00615302300695559,26,0.000315166795965865,5,21,2,0.000110475264588259,0.00056395520584365,0.000535045478865704,14482,0.175547905352987,6506,7976,518,0.143750414282242,0.214195558181379,0.138576779026217,14858,0.180105702094647,6689,8169,541,0.147793808966172,0.21937857507318,0.144729802033173,637,0.00772158650116369,271,366,32,0.00598775934068362,0.00982893358756076,0.00856072766185126,5656,0.0685608999224205,2624,3032,201,0.0579774188559182,0.0814243897199022,0.0537720706260032
"21205",74049,14766,231,0.00311955596969574,161,70,13,0.00376749192680301,0.00223535047102028,0.00374316153181687,10,0.000135045712973842,4,6,3,9.36022838957271e-05,0.000191601468944595,0.000863806507342355,6,8.1027427784305e-05,2,4,0,4.68011419478635e-05,0.00012773431262973,0,3,4.05137138921525e-05,1,2,1,2.34005709739318e-05,6.38671563148651e-05,0.000287935502447452,6,8.1027427784305e-05,4,2,0,9.36022838957271e-05,6.38671563148651e-05,0,0,0,0,0,0,0,0,0,18,0.000243082283352915,6,12,3,0.000140403425843591,0.00038320293788919,0.000863806507342355,6,8.1027427784305e-05,3,3,0,7.02017129217953e-05,9.58007344722976e-05,0,930,0.0125592513065673,350,580,59,0.00819019984087612,0.0185214753313109,0.0169881946443997,1091,0.0147334872854461,295,796,24,0.00690316843730987,0.0254191282133163,0.00691045205873884,16859,0.2276735675026,9805,7054,549,0.229442598399401,0.225259460322529,0.158076590843651,475,0.00641467136625748,298,177,25,0.00697337015023167,0.00565224333386556,0.00719838756118629,377,0.00509122337911383,238,139,27,0.00556933589179576,0.00443876736388312,0.0077742585660812,1130,0.0152601655660441,659,471,59,0.015420976271821,0.0150407153121507,0.0169881946443997,11456,0.154708368782833,7226,4230,389,0.169092525857631,0.13507903560594,0.112006910452059,9367,0.126497319342597,6332,3035,319,0.148172415406936,0.0969184097078078,0.0918514252807371,17120,0.231198260611217,10960,6160,655,0.256470257874292,0.196710841449784,0.188597754103081,11811,0.159502491593404,5152,6659,666,0.120559741657696,0.212645696950343,0.191765044630003,50,0.000675228564869208,20,30,0,0.000468011419478635,0.000958007344722976,0,199,0.00268740968817945,54,145,9,0.00126363083259232,0.00463036883282772,0.00259141952202707,1025,0.0138421855798188,415,610,29,0.00971123695418168,0.0194794826760338,0.0083501295709761,34,0.000459155424111062,20,14,1,0.000468011419478635,0.000447070094204056,0.000287935502447452,12761,0.172331834325919,5522,7239,710,0.129217952918051,0.231167172281654,0.204434206737691,13066,0.176450728571622,5706,7360,725,0.133523657977255,0.235031135238704,0.208753239274403,855,0.0115464084592635,294,561,60,0.00687976786633594,0.0179147373463197,0.0172761301468471,5058,0.0683061216221691,1954,3104,304,0.0457247156830627,0.0991218266006706,0.0875323927440253
"21206",147033,51287,524,0.00356382580781185,253,271,82,0.00393119629566325,0.00327785572596642,0.00536930330015715,29,0.000197234634401801,9,20,6,0.000139844927513713,0.000241908171658039,0.000392875851231011,5,3.40059714485864e-05,2,3,0,3.10766505586028e-05,3.62862257487058e-05,0,2,1.36023885794345e-05,0,2,1,0,2.41908171658039e-05,6.54793085385018e-05,19,0.000129222691504628,8,11,4,0.000124306602234411,0.000133049494411921,0.000261917234154007,3,2.04035828691518e-05,0,3,0,0,3.62862257487058e-05,0,42,0.000285650160168126,11,31,8,0.000170921578072315,0.00037495766606996,0.000523834468308015,9,6.12107486074555e-05,2,7,0,3.10766505586028e-05,8.46678600803135e-05,0,1713,0.0116504458182857,405,1308,158,0.00629302173811707,0.0158207944264357,0.0103457307490833,2411,0.0163976794325083,284,2127,162,0.0044128843793216,0.0257269340558324,0.0106076479832373,30402,0.206769908795985,13725,16677,2335,0.213263514458412,0.201715128937055,0.152894185437402,1124,0.00764454238164222,601,523,125,0.00933853349286014,0.00632589868885771,0.00818491356731273,1379,0.00937884692552012,575,804,159,0.0089345370355983,0.00972470850065315,0.0104112100576218,2909,0.0197846741887876,1250,1659,286,0.0194229065991267,0.0200662828390343,0.0187270822420115,20088,0.136622390891841,10062,10026,1677,0.156346628960331,0.121268566452175,0.109808800419068,16544,0.112518958329083,9048,7496,1463,0.140590767127119,0.0906671827374329,0.0957962283918282,32923,0.223915719600362,16809,16114,3061,0.261183709619777,0.194905413904882,0.200432163436354,27043,0.183924697176824,6890,20153,3051,0.107059061174387,0.243758769171223,0.199777370350969,93,0.000632511068943707,12,81,13,0.000186459903351617,0.000979728095215056,0.000851231011000524,657,0.00446838464834425,114,543,50,0.00177136908184036,0.00656780686051575,0.00327396542692509,1635,0.0111199526636877,283,1352,121,0.0043973460540423,0.0163529924040834,0.00792299633315872,52,0.000353662103065298,10,42,4,0.000155383252793014,0.000508007160481881,0.000261917234154007,29088,0.197833139499296,7394,21694,3298,0.114890377115155,0.262397793797474,0.215950759559979,29773,0.202491957587752,7654,22119,3367,0.118930341687773,0.267538342445208,0.220468831849136,2082,0.0141600865111914,493,1589,254,0.00766039436269559,0.0192196042382312,0.0166317443687795,12063,0.0820428067168595,3086,8977,1304,0.0479512718119241,0.108580482848711,0.0853850183342064
"21207",122574,48243,385,0.00314095974676522,169,216,40,0.00351856092939976,0.00289765638624686,0.00357653791130186,22,0.00017948341410087,9,13,1,0.000187378984405905,0.000174395986209302,8.94134477825465e-05,5,4.07916850229249e-05,1,4,0,2.08198871562116e-05,5.3660303449016e-05,0,1,8.15833700458498e-06,0,1,1,0,1.3415075862254e-05,8.94134477825465e-05,33,0.000269225121151305,9,24,6,0.000187378984405905,0.000321961820694096,0.000536480686695279,1,8.15833700458498e-06,0,1,1,0,1.3415075862254e-05,8.94134477825465e-05,33,0.000269225121151305,12,21,4,0.000249838645874539,0.000281716593107334,0.000357653791130186,4,3.26333480183399e-05,1,3,0,2.08198871562116e-05,4.0245227586762e-05,0,1455,0.0118703803416712,309,1146,129,0.00643334513126939,0.0153736769381431,0.0115343347639485,2141,0.0174669995268165,177,1964,123,0.00368512002664946,0.0263472089934669,0.0109978540772532,18868,0.15393150260251,8241,10627,1406,0.17157669005434,0.142562011188173,0.12571530758226,903,0.00736697831514024,506,397,81,0.0105348629010431,0.00532578511731484,0.00724248927038627,1068,0.00871310392089676,406,662,113,0.00845287418542191,0.00888078022081215,0.0101037195994278,2598,0.0211953595379118,984,1614,281,0.0204867689617122,0.021651932441678,0.0251251788268956,12371,0.100926787083721,5639,6732,1083,0.117403343673877,0.0903102907046939,0.0968347639484979,9715,0.0792582439995431,5026,4689,875,0.10464075284712,0.062903290718109,0.0782367668097282,22223,0.181302723252892,10549,11674,1981,0.219628989610876,0.156607595615953,0.177128040057225,21247,0.173340186336417,4604,16643,2129,0.0958547604671983,0.223267107575493,0.190361230329041,55,0.000448708535252174,7,48,4,0.000145739210093481,0.000643923641388192,0.000357653791130186,476,0.00388336841418245,50,426,44,0.00104099435781058,0.0057148223173202,0.00393419170243205,1416,0.0115522051984923,167,1249,98,0.00347692115508734,0.0167554297519552,0.00876251788268956,48,0.000391600176220079,7,41,2,0.000145739210093481,0.000550018110352414,0.000178826895565093,22595,0.184337624618598,4869,17726,2270,0.101372030563594,0.237795634734314,0.202968526466381,23335,0.190374794001991,5101,18234,2359,0.106202244383835,0.244610493272339,0.210926323319027,1525,0.0124414639319921,316,1209,175,0.00657908434136287,0.0162188267174651,0.0156473533619456,9252,0.0754809339664203,2006,7246,872,0.0417646936353605,0.0972056396978925,0.0779685264663805
"21208",52708,36797,161,0.00305456477195113,67,94,17,0.00474605086066445,0.00243580109351921,0.00290498974709501,13,0.000246641875996054,2,11,2,0.000141673160019834,0.000285040553496929,0.000341763499658237,2,3.79449039993929e-05,0,2,1,0,5.18255551812599e-05,0.000170881749829118,0,0,0,0,0,0,0,0,3,5.69173559990893e-05,0,3,0,0,7.77383327718898e-05,0,0,0,0,0,0,0,0,0,20,0.000379449039993929,3,17,4,0.000212509740029751,0.000440517219040709,0.000683526999316473,5,9.48622599984822e-05,1,4,0,7.08365800099171e-05,0.00010365111036252,0,562,0.0106625180238294,53,509,50,0.00375433874052561,0.0131896037936306,0.00854408749145591,821,0.0155763830917508,47,774,46,0.0033293192604661,0.0200564898551476,0.00786056049213944,7221,0.137000075889808,2318,4903,685,0.164199192462988,0.127050348526859,0.117053998632946,327,0.00620399180390074,120,207,33,0.00850038960119005,0.0053639449612604,0.0056390977443609,362,0.00686802762389011,123,239,30,0.00871289934121981,0.00619315384416056,0.00512645249487355,959,0.0181945814677089,295,664,83,0.0208967911029256,0.0172060843201783,0.0141831852358168,3818,0.072436821734841,1364,2454,369,0.096621095133527,0.0635899562074059,0.0630553656869446,2794,0.0530090308871519,1183,1611,306,0.083799674151732,0.0417454846985048,0.0522898154477102,7288,0.138271230173788,2753,4535,738,0.195013104767302,0.117514446373507,0.126110731373889,9618,0.18247704333308,1119,8499,908,0.0792661330310973,0.220232696742764,0.155160628844839,73,0.00138498899597784,8,65,14,0.000566692640079337,0.00168433054339095,0.00239234449760766,264,0.00500872732791986,13,251,18,0.000920875540128923,0.00650410717524811,0.00307587149692413,529,0.0100364271078394,36,493,23,0.00255011688035702,0.0127749993521806,0.00393028024606972,34,0.000645063367989679,1,33,3,7.08365800099171e-05,0.000855121660490788,0.000512645249487355,10573,0.20059573499279,1181,9392,1004,0.0836580009917121,0.243372807131196,0.171565276828435,10964,0.208013963724672,1242,9722,1048,0.0879790323723171,0.251924023736104,0.179084073820916,986,0.0187068376717007,85,901,114,0.00602110930084295,0.0233474126091576,0.0194805194805195,3701,0.0702170448508765,529,3172,374,0.0374725508252462,0.0821953305174782,0.0639097744360902
"21209",27921,27462,85,0.00304430357078901,19,66,16,0.00302788844621514,0.00304906218238936,0.00352267723469837,7,0.000250707352888507,0,7,1,0,0.000323385382980689,0.000220167327168648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.000179076680634648,0,5,1,0,0.000230989559271921,0.000220167327168648,0,0,0,0,0,0,0,0,11,0.000393968697396225,1,10,2,0.000159362549800797,0.000461979118543842,0.000440334654337296,0,0,0,0,0,0,0,0,261,0.00934780272912861,28,233,26,0.00446215139442231,0.0107641134620715,0.00572435050638485,353,0.0126428136528061,22,331,16,0.00350597609561753,0.0152915088238012,0.00352267723469837,3822,0.136886214677125,979,2843,528,0.15601593625498,0.131340663402014,0.116248348745046,186,0.0066616525196089,59,127,27,0.00940239043824701,0.00586713480550679,0.0059445178335535,176,0.0063034991583396,43,133,36,0.00685258964143426,0.0061443222766331,0.00792602377807133,445,0.0159378245764836,116,329,69,0.0184860557768924,0.0151991130000924,0.0151915455746367,1795,0.0642885283478385,487,1308,229,0.0776095617529881,0.0604268687055345,0.0504183179216204,1330,0.0476343970488163,408,922,199,0.0650199203187251,0.0425944747297422,0.043813298106561,3751,0.134343325812113,1143,2608,572,0.182151394422311,0.120484154116234,0.125935711140467,4569,0.163640270763941,554,4015,449,0.0882868525896414,0.185484616095352,0.098855129898723,12,0.000429784033523155,0,12,2,0,0.00055437494225261,0.000440334654337296,113,0.00404713298234304,5,108,13,0.000796812749003984,0.00498937448027349,0.00286217525319243,287,0.0102790014684288,22,265,16,0.00350597609561753,0.0122424466414118,0.00352267723469837,16,0.000573045378030873,1,15,2,0.000159362549800797,0.000692968677815763,0.000440334654337296,5120,0.183374520969879,612,4508,530,0.0975298804780877,0.208260186639564,0.116688683399384,5319,0.190501772859138,630,4689,559,0.100398406374502,0.216622008685207,0.123073535887274,463,0.0165825006267684,36,427,68,0.00573705179282869,0.019726508361822,0.0149713782474681,1554,0.0556570323412485,179,1375,159,0.0285258964143426,0.0635221287997783,0.0350066050198151
"21210",8900,15258,30,0.00337078651685393,6,24,6,0.00606673407482305,0.00303375047402351,0.003125,2,0.000224719101123596,0,2,1,0,0.000252812539501959,0.000520833333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.000224719101123596,0,2,1,0,0.000252812539501959,0.000520833333333333,1,0.000112359550561798,0,1,0,0,0.00012640626975098,0,158,0.017752808988764,25,133,10,0.0252780586450961,0.0168120338768803,0.00520833333333333,110,0.0123595505617978,4,106,12,0.00404448938321537,0.0133990645936038,0.00625,1591,0.17876404494382,379,1212,284,0.383215369059656,0.153204398938187,0.147916666666667,53,0.00595505617977528,6,47,14,0.00606673407482305,0.00594109467829604,0.00729166666666667,41,0.00460674157303371,7,34,4,0.0070778564206269,0.00429781317153331,0.00208333333333333,100,0.0112359550561798,12,88,14,0.0121334681496461,0.0111237517380862,0.00729166666666667,603,0.067752808988764,91,512,119,0.0920121334681496,0.0647200101125016,0.0619791666666667,416,0.0467415730337079,78,338,103,0.0788675429726997,0.0427253191758311,0.0536458333333333,1119,0.125730337078652,177,942,247,0.17896865520728,0.119074706105423,0.128645833333333,1594,0.179101123595506,104,1490,202,0.1051567239636,0.18834534192896,0.105208333333333,15,0.00168539325842697,0,15,4,0,0.00189609404626469,0.00208333333333333,64,0.00719101123595506,3,61,6,0.00303336703741153,0.00771078245480976,0.003125,88,0.0098876404494382,3,85,6,0.00303336703741153,0.0107445329288333,0.003125,11,0.00123595505617978,0,11,1,0,0.00139046896726078,0.000520833333333333,1891,0.21247191011236,135,1756,245,0.136501516683519,0.22196940968272,0.127604166666667,1952,0.219325842696629,134,1818,268,0.135490394337715,0.229806598407281,0.139583333333333,241,0.0270786516853933,9,232,37,0.00910010111223458,0.0293262545822273,0.0192708333333333,415,0.0466292134831461,30,385,56,0.0303336703741153,0.0486664138541272,0.0291666666666667
"21211",29949,16436,82,0.00273798791278507,35,47,10,0.00319139235889487,0.00247602992308503,0.00312695434646654,3,0.000100170289492137,1,2,0,9.11826388255676e-05,0.000105362975450427,0,0,0,0,0,0,0,0,0,3,0.000100170289492137,1,2,0,9.11826388255676e-05,0.000105362975450427,0,7,0.000233730675481652,0,7,4,0,0.000368770414076494,0.00125078173858662,0,0,0,0,0,0,0,0,7,0.000233730675481652,3,4,0,0.000273547916476703,0.000210725950900853,0,5,0.000166950482486894,0,5,0,0,0.000263407438626067,0,488,0.0162943670907209,118,370,24,0.010759551381417,0.0194921504583289,0.0075046904315197,438,0.0146248622658519,50,388,19,0.00455913194127838,0.0204404172373828,0.00594121325828643,8371,0.279508497779559,3568,4803,549,0.325339655329625,0.2530291855442,0.171669793621013,129,0.00430732244816188,58,71,19,0.00528859305188292,0.00374038562849015,0.00594121325828643,270,0.0090153260542923,104,166,42,0.00948299443785903,0.00874512696238542,0.0131332082551595,678,0.0226384854252229,277,401,76,0.0252575909546822,0.0211252765778106,0.0237648530331457,3704,0.123676917426291,1548,2156,245,0.141150724901979,0.11358128753556,0.0766103814884303,2172,0.0725232895923069,1037,1135,190,0.0945563964621136,0.0597934885681172,0.0594121325828643,5720,0.190991351965007,2456,3264,504,0.223944560955594,0.171952375935096,0.157598499061914,5943,0.198437343483923,1413,4530,407,0.128841068660527,0.238647139395217,0.127267041901188,26,0.000868142508931851,4,22,2,0.00036473055530227,0.00115899272995469,0.000625390869293308,168,0.00560953621155965,24,144,8,0.00218838333181362,0.00758613423243072,0.00250156347717323,446,0.014891983037831,55,391,13,0.00501504513540622,0.0205984617005584,0.0040650406504065,12,0.000400681157968547,1,11,0,9.11826388255676e-05,0.000579496364977347,0,6545,0.218538181575345,1527,5018,461,0.139235889486642,0.264355705405121,0.144152595372108,6704,0.223847206918428,1575,5129,485,0.143612656150269,0.270203350542619,0.151657285803627,620,0.0207018598283749,102,518,48,0.0093006291602079,0.0272890106416605,0.0150093808630394,2413,0.0805703028481752,583,1830,133,0.0531594784353059,0.0964071225371405,0.041588492808005
