"ZIPCODE","total_count","population","urticaria_count","urticaria_prev","thirteen_urticaria_count","fourteen_urticaria_count","fifthteen_urticaria_count","sixteen_urticaria_count","seventeen_urticaria_count","eighteen_urticaria_count","thirteen_urticaria_prev","fourteen_urticaria_prev","fifthteen_urticaria_prev","sixteen_urticaria_prev","seventeen_urticaria_prev","eighteen_urticaria_prev","heat_exhaustion_count","heat_exhaustion_prev","thirteen_heat_exhaustion_count","fourteen_heat_exhaustion_count","fifthteen_heat_exhaustion_count","sixteen_heat_exhaustion_count","seventeen_heat_exhaustion_count","eighteen_heat_exhaustion_count","thirteen_heat_exhaustion_prev","fourteen_heat_exhaustion_prev","fifthteen_heat_exhaustion_prev","sixteen_heat_exhaustion_prev","seventeen_heat_exhaustion_prev","eighteen_heat_exhaustion_prev","heat_syncope_count","heat_syncope_prev","thirteen_heat_syncope_count","fourteen_heat_syncope_count","fifthteen_heat_syncope_count","sixteen_heat_syncope_count","seventeen_heat_syncope_count","eighteen_heat_syncope_count","thirteen_heat_syncope_prev","fourteen_heat_syncope_prev","fifthteen_heat_syncope_prev","sixteen_heat_syncope_prev","seventeen_heat_syncope_prev","eighteen_heat_syncope_prev","heat_cramps_count","heat_cramps_prev","thirteen_heat_cramps_count","fourteen_heat_cramps_count","fifthteen_heat_cramps_count","sixteen_heat_cramps_count","seventeen_heat_cramps_count","eighteen_heat_cramps_count","thirteen_heat_cramps_prev","fourteen_heat_cramps_prev","fifthteen_heat_cramps_prev","sixteen_heat_cramps_prev","seventeen_heat_cramps_prev","eighteen_heat_cramps_prev","carbon_monoxide_count","carbon_monoxide_prev","thirteen_carbon_monoxide_count","fourteen_carbon_monoxide_count","fifthteen_carbon_monoxide_count","sixteen_carbon_monoxide_count","seventeen_carbon_monoxide_count","eighteen_carbon_monoxide_count","thirteen_carbon_monoxide_prev","fourteen_carbon_monoxide_prev","fifthteen_carbon_monoxide_prev","sixteen_carbon_monoxide_prev","seventeen_carbon_monoxide_prev","eighteen_carbon_monoxide_prev","heatstroke_count","heatstroke_prev","thirteen_heatstroke_count","fourteen_heatstroke_count","fifthteen_heatstroke_count","sixteen_heatstroke_count","seventeen_heatstroke_count","eighteen_heatstroke_count","thirteen_heatstroke_prev","fourteen_heatstroke_prev","fifthteen_heatstroke_prev","sixteen_heatstroke_prev","seventeen_heatstroke_prev","eighteen_heatstroke_prev","all_effects_heat_count","all_effects_heat_prev","thirteen_all_effects_heat_count","fourteen_all_effects_heat_count","fifthteen_all_effects_heat_count","sixteen_all_effects_heat_count","seventeen_all_effects_heat_count","eighteen_all_effects_heat_count","thirteen_all_effects_heat_prev","fourteen_all_effects_heat_prev","fifthteen_all_effects_heat_prev","sixteen_all_effects_heat_prev","seventeen_all_effects_heat_prev","eighteen_all_effects_heat_prev","hypothermia_count","hypothermia_prev","thirteen_hypothermia_count","fourteen_hypothermia_count","fifthteen_hypothermia_count","sixteen_hypothermia_count","seventeen_hypothermia_count","eighteen_hypothermia_count","thirteen_hypothermia_prev","fourteen_hypothermia_prev","fifthteen_hypothermia_prev","sixteen_hypothermia_prev","seventeen_hypothermia_prev","eighteen_hypothermia_prev","osteoarthritis_count","osteoarthritis_prev","thirteen_osteoarthritis_count","fourteen_osteoarthritis_count","fifthteen_osteoarthritis_count","sixteen_osteoarthritis_count","seventeen_osteoarthritis_count","eighteen_osteoarthritis_count","thirteen_osteoarthritis_prev","fourteen_osteoarthritis_prev","fifthteen_osteoarthritis_prev","sixteen_osteoarthritis_prev","seventeen_osteoarthritis_prev","eighteen_osteoarthritis_prev","kidney_disease_count","kidney_disease_prev","thirteen_kidney_disease_count","fourteen_kidney_disease_count","fifthteen_kidney_disease_count","sixteen_kidney_disease_count","seventeen_kidney_disease_count","eighteen_kidney_disease_count","thirteen_kidney_disease_prev","fourteen_kidney_disease_prev","fifthteen_kidney_disease_prev","sixteen_kidney_disease_prev","seventeen_kidney_disease_prev","eighteen_kidney_disease_prev","mental_illness_count","mental_illness_prev","thirteen_mental_illness_count","fourteen_mental_illness_count","fifthteen_mental_illness_count","sixteen_mental_illness_count","seventeen_mental_illness_count","eighteen_mental_illness_count","thirteen_mental_illness_prev","fourteen_mental_illness_prev","fifthteen_mental_illness_prev","sixteen_mental_illness_prev","seventeen_mental_illness_prev","eighteen_mental_illness_prev","influenza_count","influenza_prev","thirteen_influenza_count","fourteen_influenza_count","fifthteen_influenza_count","sixteen_influenza_count","seventeen_influenza_count","eighteen_influenza_count","thirteen_influenza_prev","fourteen_influenza_prev","fifthteen_influenza_prev","sixteen_influenza_prev","seventeen_influenza_prev","eighteen_influenza_prev","acute_bronchitis_count","acute_bronchitis_prev","thirteen_acute_bronchitis_count","fourteen_acute_bronchitis_count","fifthteen_acute_bronchitis_count","sixteen_acute_bronchitis_count","seventeen_acute_bronchitis_count","eighteen_acute_bronchitis_count","thirteen_acute_bronchitis_prev","fourteen_acute_bronchitis_prev","fifthteen_acute_bronchitis_prev","sixteen_acute_bronchitis_prev","seventeen_acute_bronchitis_prev","eighteen_acute_bronchitis_prev","bronchitis_count","bronchitis_prev","thirteen_bronchitis_count","fourteen_bronchitis_count","fifthteen_bronchitis_count","sixteen_bronchitis_count","seventeen_bronchitis_count","eighteen_bronchitis_count","thirteen_bronchitis_prev","fourteen_bronchitis_prev","fifthteen_bronchitis_prev","sixteen_bronchitis_prev","seventeen_bronchitis_prev","eighteen_bronchitis_prev","copd_count","copd_prev","thirteen_copd_count","fourteen_copd_count","fifthteen_copd_count","sixteen_copd_count","seventeen_copd_count","eighteen_copd_count","thirteen_copd_prev","fourteen_copd_prev","fifthteen_copd_prev","sixteen_copd_prev","seventeen_copd_prev","eighteen_copd_prev","asthma_count","asthma_prev","thirteen_asthma_count","fourteen_asthma_count","fifthteen_asthma_count","sixteen_asthma_count","seventeen_asthma_count","eighteen_asthma_count","thirteen_asthma_prev","fourteen_asthma_prev","fifthteen_asthma_prev","sixteen_asthma_prev","seventeen_asthma_prev","eighteen_asthma_prev","respiratory_count","respiratory_prev","thirteen_respiratory_count","fourteen_respiratory_count","fifthteen_respiratory_count","sixteen_respiratory_count","seventeen_respiratory_count","eighteen_respiratory_count","thirteen_respiratory_prev","fourteen_respiratory_prev","fifthteen_respiratory_prev","sixteen_respiratory_prev","seventeen_respiratory_prev","eighteen_respiratory_prev","hypertension_count","hypertension_prev","thirteen_hypertension_count","fourteen_hypertension_count","fifthteen_hypertension_count","sixteen_hypertension_count","seventeen_hypertension_count","eighteen_hypertension_count","thirteen_hypertension_prev","fourteen_hypertension_prev","fifthteen_hypertension_prev","sixteen_hypertension_prev","seventeen_hypertension_prev","eighteen_hypertension_prev","heart_attack_count","heart_attack_prev","thirteen_heart_attack_count","fourteen_heart_attack_count","fifthteen_heart_attack_count","sixteen_heart_attack_count","seventeen_heart_attack_count","eighteen_heart_attack_count","thirteen_heart_attack_prev","fourteen_heart_attack_prev","fifthteen_heart_attack_prev","sixteen_heart_attack_prev","seventeen_heart_attack_prev","eighteen_heart_attack_prev","cerebrovascular_disease_count","cerebrovascular_disease_prev","thirteen_cerebrovascular_disease_count","fourteen_cerebrovascular_disease_count","fifthteen_cerebrovascular_disease_count","sixteen_cerebrovascular_disease_count","seventeen_cerebrovascular_disease_count","eighteen_cerebrovascular_disease_count","thirteen_cerebrovascular_disease_prev","fourteen_cerebrovascular_disease_prev","fifthteen_cerebrovascular_disease_prev","sixteen_cerebrovascular_disease_prev","seventeen_cerebrovascular_disease_prev","eighteen_cerebrovascular_disease_prev","congestive_artery_disease_count","congestive_artery_disease_prev","thirteen_congestive_artery_disease_count","fourteen_congestive_artery_disease_count","fifthteen_congestive_artery_disease_count","sixteen_congestive_artery_disease_count","seventeen_congestive_artery_disease_count","eighteen_congestive_artery_disease_count","thirteen_congestive_artery_disease_prev","fourteen_congestive_artery_disease_prev","fifthteen_congestive_artery_disease_prev","sixteen_congestive_artery_disease_prev","seventeen_congestive_artery_disease_prev","eighteen_congestive_artery_disease_prev","angina_pectoris_count","angina_pectoris_prev","thirteen_angina_pectoris_count","fourteen_angina_pectoris_count","fifthteen_angina_pectoris_count","sixteen_angina_pectoris_count","seventeen_angina_pectoris_count","eighteen_angina_pectoris_count","thirteen_angina_pectoris_prev","fourteen_angina_pectoris_prev","fifthteen_angina_pectoris_prev","sixteen_angina_pectoris_prev","seventeen_angina_pectoris_prev","eighteen_angina_pectoris_prev","heart_disease_count","heart_disease_prev","thirteen_heart_disease_count","fourteen_heart_disease_count","fifthteen_heart_disease_count","sixteen_heart_disease_count","seventeen_heart_disease_count","eighteen_heart_disease_count","thirteen_heart_disease_prev","fourteen_heart_disease_prev","fifthteen_heart_disease_prev","sixteen_heart_disease_prev","seventeen_heart_disease_prev","eighteen_heart_disease_prev","circulatory_count","circulatory_prev","thirteen_circulatory_count","fourteen_circulatory_count","fifthteen_circulatory_count","sixteen_circulatory_count","seventeen_circulatory_count","eighteen_circulatory_count","thirteen_circulatory_prev","fourteen_circulatory_prev","fifthteen_circulatory_prev","sixteen_circulatory_prev","seventeen_circulatory_prev","eighteen_circulatory_prev","thyroid_count","thyroid_prev","thirteen_thyroid_count","fourteen_thyroid_count","fifthteen_thyroid_count","sixteen_thyroid_count","seventeen_thyroid_count","eighteen_thyroid_count","thirteen_thyroid_prev","fourteen_thyroid_prev","fifthteen_thyroid_prev","sixteen_thyroid_prev","seventeen_thyroid_prev","eighteen_thyroid_prev","diabetes_count","diabetes_prev","thirteen_diabetes_count","fourteen_diabetes_count","fifthteen_diabetes_count","sixteen_diabetes_count","seventeen_diabetes_count","eighteen_diabetes_count","thirteen_diabetes_prev","fourteen_diabetes_prev","fifthteen_diabetes_prev","sixteen_diabetes_prev","seventeen_diabetes_prev","eighteen_diabetes_prev"
"CITYWIDE",2903633,34010,8979,0.00309233294979083,1172,2061,1759,1609,1559,819,0.00393052495313218,0.00342260446748692,0.00300978565329802,0.00282323297901087,0.00286614601717849,0.0026852106857615,659,0.000226957056900786,106,90,115,165,93,90,0.000355491164703081,0.000149458710370608,0.000196773934126931,0.000289517365777995,0.000170975997176138,0.000295078097336428,68,2.34189375861206e-05,6,4,10,17,13,18,2.01221413982876e-05,6.64260934980479e-06,1.71107768806027e-05,2.98290619286419e-05,2.38998705730086e-05,5.90156194672857e-05,36,1.2398261075005e-05,7,6,5,9,4,5,2.34758316313355e-05,9.96391402470718e-06,8.55538844030135e-06,1.57918563151633e-05,7.35380633015649e-06,1.63932276298016e-05,513,0.000176675220318821,62,90,114,119,94,34,0.000207928794448972,0.000149458710370608,0.000195062856438871,0.000208803433500493,0.000172814448758677,0.000111473947882651,27,9.29869580625375e-06,3,3,4,5,4,8,1.00610706991438e-05,4.98195701235359e-06,6.84431075224108e-06,8.77325350842408e-06,7.35380633015649e-06,2.62291642076825e-05,912,0.000314089280566793,139,119,159,221,138,136,0.000466162942393663,0.000197617628156693,0.000272061352401583,0.000387777805072344,0.000253706318390399,0.000445895791530603,366,0.000126048987595884,25,80,78,73,54,56,8.38422558261984e-05,0.000132852186996096,0.000133464059668701,0.000128089501222992,9.92763854571126e-05,0.000183604149453778,42494,0.0146347696144795,1993,3596,5615,9629,13433,8228,0.00668390463446453,0.00597170580547451,0.00960770121845842,0.0168955316065231,0.024695920108248,0.0269766953876015,46076,0.0158683965914425,3283,7356,8190,9343,10826,7078,0.0110101650350964,0.012215758594291,0.0140137262652136,0.0163937015058412,0.0199030768325685,0.0232062530327471,685597,0.236116961062228,56045,120192,128348,131976,154706,94330,0.187957569111171,0.199597125742934,0.21961339910716,0.231571781005555,0.284419490528297,0.309274632463837,17987,0.00619465338766986,252,3237,1649,2425,4665,5759,0.000845129938728079,0.00537553161632953,0.00282156710761139,0.00425502795158568,0.00857637663254501,0.0188817195840055,23633,0.00813911399959981,2572,5952,5025,4524,3610,1950,0.00862569127939929,0.00988420271250953,0.00859816538250286,0.00793803977442211,0.00663681021296623,0.00639335877562261,55862,0.019238657226998,6439,14318,12212,10336,8399,4158,0.0215944114105956,0.0237772201676262,0.020895680726592,0.0181360696526143,0.0154411548417461,0.013632608096943,384457,0.132405507169811,34334,71292,73896,78827,80354,45754,0.115145600461468,0.118391226441571,0.126441796836902,0.138313850861709,0.147726938463349,0.150011147394788,301047,0.103679425051306,27138,55513,58084,62613,62781,34918,0.0910124455444548,0.0921877932089283,0.0993862364332928,0.109863944384591,0.115419828803389,0.114483744475482,614614,0.211670689787587,54443,119350,118803,124771,124589,72658,0.182584957357829,0.1981988564748,0.203281162574624,0.218929522699916,0.229050844216967,0.238219826625225,532975,0.183554533234744,46824,95761,102651,109045,111500,67194,0.157033191472236,0.159025728486664,0.175643835757075,0.191335885765221,0.204987351453112,0.220305307471377,1913,0.000658829817680127,140,312,388,422,424,227,0.000469516632626711,0.000518123529284774,0.000663898142967385,0.000740462596110992,0.000779503470996588,0.000744252534392992,11790,0.00406043050206414,947,2031,2497,2240,2365,1710,0.00317594465069639,0.00337278489736338,0.0042725609870865,0.00393041757177399,0.00434793799270502,0.00560648384939214,34183,0.0117724932868582,2604,5970,6723,6873,7423,4590,0.00873300936685682,0.00991409445458365,0.0115035752968292,0.0120597142726797,0.0136468260971879,0.0150489829641578,1118,0.0003850348856071,96,216,262,237,200,107,0.000321954262372602,0.000358700904889459,0.000448302354271791,0.000415852216299301,0.000367690316507824,0.000350815071277754,574224,0.197760529653713,50812,103543,111209,116941,119635,72084,0.170407708121632,0.171948924976709,0.190287238611495,0.205190607705724,0.219943155077068,0.236337884093323,588085,0.202534204563731,51774,105600,113593,120117,122952,74049,0.173633958125824,0.175364886834846,0.19436644781983,0.210763378334275,0.22604129897635,0.242780422551835,43854,0.0151031483662019,3245,6401,8053,9459,10390,6306,0.0108827248062405,0.0106298356120251,0.0137793086219494,0.0165972409872367,0.0191015119425815,0.0206751386867057,228200,0.0785911993698928,20092,40828,43910,47010,47883,28477,0.0673823441623991,0.0678011136334575,0.0751334212827265,0.0824861294862032,0.0880305771267208,0.0933659886427719
"21201",76422,16595,180,0.00235534270236319,16,41,38,32,32,21,0.00220324979344533,0.00256490459806068,0.00258222343027997,0.00220628792057364,0.00218310820030018,0.00225879315908358,17,0.000222449033000968,2,2,2,1,8,2,0.000275406224180667,0.000125117297466375,0.000135906496330525,6.89464975179261e-05,0.000545777050075044,0.00021512315800796,2,2.61704744707022e-05,0,0,0,0,0,2,0,0,0,0,0,0.00021512315800796,3,3.92557117060532e-05,0,2,0,0,0,1,0,0.000125117297466375,0,0,0,0.00010756157900398,15,0.000196278558530266,0,2,5,4,4,0,0,0.000125117297466375,0.000339766240826312,0.000275785990071704,0.000272888525037522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0.000418727591531234,3,8,3,1,11,6,0.000413109336271,0.000500469189865499,0.000203859744495787,6.89464975179261e-05,0.000750443443853186,0.000645369474023879,27,0.000353301405354479,1,6,3,5,4,8,0.000137703112090333,0.000375351892399124,0.000203859744495787,0.00034473248758963,0.000272888525037522,0.000860492632031838,1433,0.0187511449582581,42,110,152,303,550,276,0.005783530707794,0.00688145136065061,0.0103288937211199,0.0208907887479316,0.0375221721926593,0.0296869958050984,1197,0.0156630289707152,87,166,189,251,301,203,0.011980170751859,0.0103847356897091,0.0128431639032346,0.0173055708769994,0.0205348615090735,0.0218350005378079,24163,0.316178587317788,1871,4319,4157,4426,5559,3831,0.257642522721014,0.270190803878636,0.282481652622995,0.305157198014341,0.379246827670896,0.412068409164247,264,0.00345450263013268,4,58,27,31,51,93,0.000550812448361333,0.00362840162652487,0.00183473770046208,0.00213734142305571,0.00347932869422841,0.0100032268473701,419,0.0054827144016121,48,101,84,68,65,53,0.006609749380336,0.00631842352205192,0.00570807284588203,0.00468836183121897,0.00443443853185974,0.00570076368721093,1182,0.015466750412185,129,329,281,184,150,109,0.017763701459653,0.0205817954332186,0.0190948627344387,0.0126861555432984,0.0102333196889071,0.0117242121114338,11402,0.149197874957473,951,2244,1958,2101,2579,1569,0.130955659597907,0.140381607757272,0.133052459907584,0.144856591285163,0.175944876517942,0.168764117457244,8727,0.114194865352909,764,1766,1472,1605,2018,1102,0.105205177637015,0.110478573662809,0.100027181299266,0.110659128516271,0.13767226088143,0.118532860062386,16518,0.216141948653529,1401,3314,2928,3051,3601,2223,0.192922060038557,0.207319361901783,0.198967110627888,0.210355763927192,0.245667894665029,0.239109390125847,14792,0.193556829185313,1154,2696,2601,2998,3259,2084,0.158909391352245,0.168658116984673,0.176746398477847,0.206701599558742,0.222335925774321,0.224158330644294,41,0.000536494726649394,3,2,8,15,9,4,0.000413109336271,0.000125117297466375,0.000543625985322098,0.00103419746276889,0.000613999181334425,0.000430246316015919,319,0.00417419067807699,27,51,56,71,78,36,0.003717984026439,0.00319049108539256,0.00380538189725469,0.00489520132377275,0.00532132623823168,0.00387221684414327,747,0.00977467221480726,43,140,108,153,201,102,0.00592123381988433,0.00875821082264623,0.00733895080184833,0.0105488141202427,0.0137126483831355,0.0109712810584059,34,0.000444898066001937,5,5,7,8,6,3,0.000688515560451666,0.000312793243665937,0.000475672737156836,0.000551571980143409,0.000409332787556283,0.000322684737011939,15605,0.204195127057654,1219,2829,2788,3155,3408,2206,0.167860093638116,0.176978417266187,0.189453655884751,0.217526199669057,0.232501023331969,0.237280843282779,16044,0.209939546203973,1262,2915,2869,3231,3520,2247,0.173781327458001,0.182358461057241,0.194957868986138,0.222766133480419,0.24014190203302,0.241690868021943,822,0.0107560650074586,54,112,123,190,214,129,0.00743596805287799,0.00700656865811698,0.00835824952432726,0.013099834528406,0.0145995360895074,0.0138754436915134,6208,0.0812331527570595,494,1078,1039,1385,1337,875,0.0680253373726246,0.067438223334376,0.0706034248437075,0.0954908990623276,0.0912129894937918,0.0941163816284823
"21202",82496,21788,178,0.00215768037238169,25,37,36,32,34,14,0.00275360722546536,0.00211404410924466,0.00224103585657371,0.00205721632915461,0.00220492866407263,0.00157728706624606,24,0.000290923196276183,6,2,4,3,5,4,0.000660865734111686,0.000114272654553765,0.000249003984063745,0.000192864030858245,0.000324254215304799,0.000450653447498873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8.48525989138867e-05,0,1,1,3,1,1,0,5.71363272768826e-05,6.22509960159363e-05,0.000192864030858245,6.48508430609598e-05,0.000112663361874718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0.000400019394879752,9,4,4,4,7,5,0.000991298601167529,0.000228545309107531,0.000249003984063745,0.000257152041144327,0.000453955901426719,0.000563316809373592,38,0.000460628394103957,2,13,7,11,5,0,0.000220288578037229,0.000742772254599474,0.000435756972111554,0.000707168113146898,0.000324254215304799,0,1374,0.0166553529868115,57,96,154,301,489,277,0.00627822447406102,0.00548508741858073,0.00958665338645418,0.0193506910961106,0.0317120622568093,0.031207751239297,1052,0.0127521334367727,78,171,172,220,244,167,0.00859125454345192,0.00977031196434693,0.010707171314741,0.014143362262938,0.0158236057068742,0.018814781433078,22037,0.26712810318076,2058,3757,3788,4425,4951,3058,0.226676946800308,0.214661181579248,0.235806772908367,0.284474445515911,0.321076523994812,0.344524560612889,345,0.00418202094647013,4,69,25,47,74,126,0.000440577156074458,0.0039424065821049,0.00155627490039841,0.00302153648344584,0.00479896238651102,0.0141955835962145,392,0.00475174553917766,49,105,69,65,61,43,0.0053970701619121,0.00599931436407268,0.0042953187250996,0.00417872066859531,0.00395590142671855,0.00484452456061289,1264,0.015321955003879,170,373,261,187,181,92,0.0187245291331644,0.0213118500742772,0.0162475099601594,0.0120218579234973,0.0117380025940337,0.0103650292924741,10580,0.128248642358417,997,1974,1830,2156,2299,1324,0.109813856151559,0.112787110044566,0.113919322709163,0.138604950176792,0.149092088197147,0.149166291122127,8244,0.0999321179208689,805,1538,1472,1697,1746,986,0.0886661526599846,0.0878756713518455,0.0916334661354582,0.109096753455481,0.113229571984436,0.111086074808472,16400,0.198797517455392,1557,3235,2888,3285,3411,2024,0.171494658001983,0.184836018740715,0.179780876494024,0.211186113789778,0.221206225680934,0.22803064443443,13544,0.164177657098526,1269,2287,2526,2700,2931,1831,0.139773102764622,0.130670780482231,0.157246015936255,0.17357762777242,0.190077821011673,0.206286615592609,57,0.000690942591155935,1,14,10,13,10,9,0.000110144289018614,0.000799908581876357,0.000622509960159363,0.000835744133719061,0.000648508430609598,0.00101397025687247,270,0.00327288595810706,20,36,68,64,37,45,0.00220288578037229,0.00205690778196778,0.00423306772908367,0.00411443265830923,0.00239948119325551,0.00506985128436233,876,0.0106186966640807,47,159,156,186,178,150,0.00517678158387488,0.00908467603702434,0.00971115537848606,0.0119575699132112,0.0115434500648508,0.0168995042812078,26,0.000315166795965865,0,6,3,7,2,8,0,0.000342817963661296,0.000186752988047809,0.000450016072002572,0.00012970168612192,0.000901306894997747,14482,0.175547905352987,1362,2474,2716,2907,3099,1924,0.150016521643353,0.141355273683008,0.169073705179283,0.186885245901639,0.200972762645914,0.216764308246958,14858,0.180105702094647,1388,2533,2777,3001,3187,1972,0.152880273157837,0.144726316992344,0.172871015936255,0.192928318868531,0.206679636835279,0.222172149616945,637,0.00772158650116369,47,101,114,136,150,89,0.00517678158387488,0.00577076905496515,0.00709661354581673,0.0087431693989071,0.00972762645914397,0.0100270392068499,5656,0.0685608999224205,580,1032,1003,1132,1189,720,0.0638836876307963,0.0589646897497429,0.0624377490039841,0.0727740276438444,0.0771076523994812,0.0811176205497972
"21205",74049,14766,231,0.00311955596969574,43,54,48,35,33,18,0.00550083152104388,0.00344146325919317,0.00321048759280316,0.0024234870516549,0.00240928670511791,0.00241578311636022,10,0.000135045712973842,4,2,1,2,1,0,0.000511705257771524,0.00012746160219234,6.68851581833991e-05,0.00013848497438028,7.3008688033876e-05,0,6,8.1027427784305e-05,1,0,1,1,2,1,0.000127926314442881,0,6.68851581833991e-05,6.92424871901399e-05,0.000146017376067752,0.000134210173131123,3,4.05137138921525e-05,2,0,0,1,0,0,0.000255852628885762,0,0,6.92424871901399e-05,0,0,6,8.1027427784305e-05,1,1,2,2,0,0,0.000127926314442881,6.37308010961698e-05,0.000133770316366798,0.00013848497438028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0.000243082283352915,5,2,2,5,3,1,0.000639631572214405,0.00012746160219234,0.000133770316366798,0.000346212435950699,0.000219026064101628,0.000134210173131123,6,8.1027427784305e-05,0,1,1,3,0,1,0,6.37308010961698e-05,6.68851581833991e-05,0.00020772746157042,0,0.000134210173131123,930,0.0125592513065673,28,56,108,214,299,225,0.00358193680440067,0.00356892486138551,0.0072235970838071,0.0148178922586899,0.0218295977221289,0.0301972889545028,1091,0.0147334872854461,84,166,163,201,304,173,0.010745810413202,0.0105793129819642,0.0109022807838941,0.0139177399252181,0.0221946411622983,0.0232183599516843,16859,0.2276735675026,1473,2833,2778,3353,3979,2443,0.188435461174364,0.180549359505449,0.185806969433483,0.232170059548539,0.290501569686793,0.327875452959334,475,0.00641467136625748,10,76,44,72,102,171,0.00127926314442881,0.0048435408833089,0.00294294696006956,0.00498545907769007,0.00744688617945535,0.0229499396054221,377,0.00509122337911383,54,105,78,48,56,36,0.00690802097991557,0.00669173411509783,0.00521704233830513,0.00332363938512671,0.00408848652989706,0.00483156623272044,1130,0.0152601655660441,146,314,224,193,169,84,0.0186772419086606,0.0200114715441973,0.0149822754330814,0.013363800027697,0.012338468277725,0.0112736545430144,11456,0.154708368782833,1203,2180,1947,2392,2391,1343,0.153895356274786,0.13893314638965,0.130225402983078,0.165628029358815,0.174563773088998,0.180244262515099,9367,0.126497319342597,993,1798,1617,1980,1916,1063,0.127030830241781,0.114587980370913,0.108153300782556,0.137100124636477,0.139884646272906,0.142665414038384,17120,0.231198260611217,1712,3314,3104,3474,3465,2051,0.219009850326212,0.211203874832707,0.207611531001271,0.240548400498546,0.25297510403738,0.275265065091934,11811,0.159502491593404,1203,2153,2077,2401,2516,1461,0.153895356274786,0.137212414760054,0.13892047354692,0.166251211743526,0.183689859093232,0.196081062944571,50,0.000675228564869208,0,9,9,18,11,3,0,0.000573577209865528,0.000601966423650592,0.00124636476942252,0.000803095568372636,0.00040263051939337,199,0.00268740968817945,17,31,45,57,32,17,0.00217474734552898,0.00197565483398126,0.00300983211825296,0.00394682176983797,0.00233627801708403,0.0022815729432291,1025,0.0138421855798188,94,193,198,185,215,140,0.0120250735576308,0.0123000446115608,0.013243261320313,0.0128098601301759,0.0156968679272833,0.0187894242383573,34,0.000459155424111062,3,5,10,10,6,0,0.000383778943328643,0.000318654005480849,0.000668851581833991,0.000692424871901399,0.000438052128203256,0,12761,0.172331834325919,1319,2343,2268,2565,2694,1572,0.16873480875016,0.149321266968326,0.151695538759949,0.177606979642709,0.196685405563262,0.210978392162126,13066,0.176450728571622,1324,2371,2354,2651,2748,1618,0.169374440322374,0.151105729399019,0.157447662363721,0.183561833541061,0.200627874717091,0.217152060126158,855,0.0115464084592635,69,116,143,215,190,122,0.00882691569655878,0.00739277292715569,0.00956457762022607,0.0148871347458801,0.0138716507264364,0.016373641121997,5058,0.0683061216221691,513,916,879,1021,1077,652,0.0656261993091979,0.0583774138040915,0.0587920540432078,0.0706965794211328,0.0786303570124845,0.0875050328814924
