variable,17-127_mean,17-63_mean,0-17_%,09-127_mean,09-63_mean
change_percent_127,0.23789377538874468,0.23395559812970473,0.19355072197289805,-0.10664747604800048,-0.10664747604800048
change_percent_point_127,0.6060975781300781,0.6116704681557225,0.15398630191296245,0.21973951098665825,0.21973951098665825
change_percent_63,-0.1578840436066548,-0.15151417468480782,0.12412116147011294,-0.45143006765702076,-0.45143006765702076
change_percent_point_63,0.7188960431434287,0.749730111012104,0.19300290766071707,0.38207853636742284,0.38207853636742284
