zcta,white_%,black_%,otherrace_or_multirace_%,poverty_%,single_family_detached_houses_%,65+_%,0-17_%,disabled_%,renter_%,vacancy_%,home_median_price_d,median_household_income_d,median_age_a,heat_mean_f,heat_median_f,heat_min_f,heat_max_f,total_count,population,urticaria_count,urticaria_prev,black_urticaria_count,white_urticaria_count,black_urticaria_prev,white_urticaria_prev,heat_exhaustion_count,heat_exhaustion_prev,black_heat_exhaustion_count,white_heat_exhaustion_count,black_heat_exhaustion_prev,white_heat_exhaustion_prev,heat_syncope_count,heat_syncope_prev,black_heat_syncope_count,white_heat_syncope_count,black_heat_syncope_prev,white_heat_syncope_prev,heat_cramps_count,heat_cramps_prev,black_heat_cramps_count,white_heat_cramps_count,black_heat_cramps_prev,white_heat_cramps_prev,carbon_monoxide_count,carbon_monoxide_prev,black_carbon_monoxide_count,white_carbon_monoxide_count,black_carbon_monoxide_prev,white_carbon_monoxide_prev,heatstroke_count,heatstroke_prev,black_heatstroke_count,white_heatstroke_count,black_heatstroke_prev,white_heatstroke_prev,all_effects_heat_count,all_effects_heat_prev,black_all_effects_heat_count,white_all_effects_heat_count,black_all_effects_heat_prev,white_all_effects_heat_prev,hypothermia_count,hypothermia_prev,black_hypothermia_count,white_hypothermia_count,black_hypothermia_prev,white_hypothermia_prev,osteoarthritis_count,osteoarthritis_prev,black_osteoarthritis_count,white_osteoarthritis_count,black_osteoarthritis_prev,white_osteoarthritis_prev,kidney_disease_count,kidney_disease_prev,black_kidney_disease_count,white_kidney_disease_count,black_kidney_disease_prev,white_kidney_disease_prev,mental_illness_count,mental_illness_prev,black_mental_illness_count,white_mental_illness_count,black_mental_illness_prev,white_mental_illness_prev,influenza_count,influenza_prev,black_influenza_count,white_influenza_count,black_influenza_prev,white_influenza_prev,acute_bronchitis_count,acute_bronchitis_prev,black_acute_bronchitis_count,white_acute_bronchitis_count,black_acute_bronchitis_prev,white_acute_bronchitis_prev,bronchitis_count,bronchitis_prev,black_bronchitis_count,white_bronchitis_count,black_bronchitis_prev,white_bronchitis_prev,copd_count,copd_prev,black_copd_count,white_copd_count,black_copd_prev,white_copd_prev,asthma_count,asthma_prev,black_asthma_count,white_asthma_count,black_asthma_prev,white_asthma_prev,respiratory_count,respiratory_prev,black_respiratory_count,white_respiratory_count,black_respiratory_prev,white_respiratory_prev,hypertension_count,hypertension_prev,black_hypertension_count,white_hypertension_count,black_hypertension_prev,white_hypertension_prev,heart_attack_count,heart_attack_prev,black_heart_attack_count,white_heart_attack_count,black_heart_attack_prev,white_heart_attack_prev,cerebrovascular_disease_count,cerebrovascular_disease_prev,black_cerebrovascular_disease_count,white_cerebrovascular_disease_count,black_cerebrovascular_disease_prev,white_cerebrovascular_disease_prev,congestive_artery_disease_count,congestive_artery_disease_prev,black_congestive_artery_disease_count,white_congestive_artery_disease_count,black_congestive_artery_disease_prev,white_congestive_artery_disease_prev,angina_pectoris_count,angina_pectoris_prev,black_angina_pectoris_count,white_angina_pectoris_count,black_angina_pectoris_prev,white_angina_pectoris_prev,heart_disease_count,heart_disease_prev,black_heart_disease_count,white_heart_disease_count,black_heart_disease_prev,white_heart_disease_prev,circulatory_count,circulatory_prev,black_circulatory_count,white_circulatory_count,black_circulatory_prev,white_circulatory_prev,thyroid_count,thyroid_prev,black_thyroid_count,white_thyroid_count,black_thyroid_prev,white_thyroid_prev,diabetes_count,diabetes_prev,black_diabetes_count,white_diabetes_count,black_diabetes_prev,white_diabetes_prev
21213,7.777392619670374,89.57867204487442,2.643935335455197,28.151712784144873,5.276662938351207,10.979106923392052,27.28074874736079,15.066334730406833,48.374235846549126,25.7385354299625,96200,34917,35.6,88.1829322807775,89.82233581542962,75.1430255889893,99.4250869750976,31358,31733,19,6.05905988902353e-4,15,4,5.67150635208711e-4,0.0018578727357176,3,9.56693666687927e-5,2,0,7.56200846944949e-5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.18897888895976e-5,0,1,0,4.64468183929401e-4,3,9.56693666687927e-5,2,1,7.56200846944949e-5,4.64468183929401e-4,6,1.91338733337585e-4,4,1,1.5124016938899e-4,4.64468183929401e-4,43,0.00137126092225269,33,7,0.00124773139745917,0.00325127728750581,2776,0.0885260539575228,2291,210,0.0866228070175439,0.0975383186251742,8076,0.25754193507239,6961,399,0.263195704779189,0.185322805387831,16172,0.515721665922572,13434,1364,0.507940108892922,0.633534602879703,216,0.00688819440015307,198,12,0.00748638838475499,0.00557361820715281,214,0.00682441482237388,178,8,0.00673018753781004,0.00371574547143521,938,0.0299126219784425,736,47,0.0278281911675741,0.0218300046446818,9373,0.298902991262198,7926,617,0.299682395644283,0.28657686948444,5605,0.178742266726194,4929,233,0.186365698729583,0.10822108685555,12782,0.407615281586836,10821,849,0.409142468239564,0.394333488156061,17568,0.56023981121245,14806,1046,0.559815486993345,0.485833720390153,987,0.0314752216340328,826,76,0.0312310949788264,0.0352995819786345,2389,0.0761847056572486,2017,136,0.0762628554143981,0.0631676730143985,3258,0.103896932202309,2567,192,0.0970583787053842,0.089177891314444993,99,0.00315708910007016,74,8,0.00279794313369631,0.00371574547143521,19189,0.611933159002487,16057,1240,0.607115849969752,0.575940548072457,19919,0.635212704891894,16677,1302,0.630558076225045,0.60473757547608,2245,0.0715925760571465,1709,287,0.0646173623714459,0.133302368787738,8556,0.272849033739397,7183,453,0.271589534180278,0.210404087320019
21214,39.55266955266955,55.73833573833574,4.708994708994709,12.06930114853027,65.08383031394172,13.395863395863397,20.553150553150555,13.915343915343914,24.927021195583198,11.342410262180714,179400,65792,41,86.28198386758322,88.09810714721678,75.15671043396003,97.05000076293939,14398,20790,13,9.02903180997361e-4,7,4,9.9361249112846e-4,8.47278119042576e-4,2,1.38908181691902e-4,1,1,1.4194464158978e-4,2.11819529760644e-4,0,0,0,0,0,0,0,0,0,0,0,0,1,6.94540908459508e-5,0,1,0,2.11819529760644e-4,2,1.38908181691902e-4,0,1,0,2.11819529760644e-4,5,3.47270454229754e-4,1,3,1.4194464158978e-4,6.35458589281932e-4,15,0.00104181136268926,6,7,8.5166784953868e-4,0.00148273670832451,1494,0.103764411723851,574,593,0.0814762242725337,0.125608981148062,3393,0.235657730240311,1816,856,0.25777146912704,0.181317517475111,6890,0.478538685928601,2982,2494,0.423278921220724,0.528277907223046,75,0.00520905681344631,46,24,0.00652945351312988,0.00508366871425545,129,0.00895957771912766,57,46,0.00809084457061746,0.00974369836898962,434,0.0301430754271427,153,130,0.021717530163236302,0.0275365388688837,3358,0.233226837060703,1573,1103,0.223278921220724,0.23363694132599,1498,0.104042228087234,867,371,0.123066004258339,0.0785850455411989,5060,0.351437699680511,2420,1619,0.343506032647268,0.342935818682483,7770,0.539658285873038,3810,2339,0.540809084457062,0.495445880110146,426,0.0295874427003751,185,138,0.0262597586941093,0.0292310951069689,1287,0.0893874149187387,659,329,0.093541518807665,0.0696886252912519,1538,0.106820391721072,622,403,0.0882895670688432,0.0853632704935395,42,0.00291707181552993,13,11,0.00184528034066714,0.00233001482736708,8741,0.607098208084456,4168,2744,0.591625266146203,0.581232789663207,9107,0.632518405334074,4336,2894,0.615471965933286,0.613005719127304,1350,0.0937630226420336,453,611,0.0643009226401703,0.129421732683753,3992,0.277260730657036,2108,1020,0.299219304471256,0.216055920355857
21215,17.04262339236415,80.74203757322739,2.2153390344084585,25.59840653868608,19.997776377719305,17.975220523870448,22.44293313581577,18.109891589791932,50.799981870099266,18.23370270170107,122200,36500,41.8,86.63980466103135,88.60010337829598,74.70027313232414,97.12892379760736,56478,59404,47,8.3218244272106e-4,41,5,9.1591457421142e-4,5.84043920102792e-4,5,8.85300470979851e-5,3,1,6.70181395764454e-5,1.16808784020558e-4,0,0,0,0,0,0,0,0,0,0,0,0,4,7.0824037678388e-5,4,0,8.93575194352605e-5,0,3,5.3118028258791e-5,3,0,6.70181395764454e-5,0,9,1.59354084776373e-4,7,1,1.56375659011706e-4,1.16808784020558e-4,64,0.00113318460285421,51,11,0.00113930837279957,0.00128489662422614,5597,0.0991005347214845,4433,901,0.0990304709141274,0.105244714402523,14358,0.254222883246574,12099,1666,0.270284156911804,0.19460343417825,28814,0.510180955416268,23157,4386,0.517313019390582,0.512323326714169,410,0.00725946386203478,344,58,0.0076847466714324,0.00677490947319238,576,0.0101986614256879,480,76,0.0107229023322313,0.00887746758556243,1826,0.0323311732001841,1474,252,0.0329282459118935,0.0294358135731807,14120,0.25000885300471,11957,1655,0.267111964971852,0.193318537554024,8082,0.143099968129183,7053,745,0.157559646144223,0.087022544095316,21032,0.372392790112964,17319,2892,0.386895719774819,0.337811003387455,33182,0.587520804561068,27573,4185,0.615963720847109,0.488844761126037,1360,0.0240801728106519,1068,234,0.0238584576892145,0.0273332554608107,4900,0.0867594461560253,4094,597,0.0914574211419891,0.0697348440602733,6142,0.108750309855165,4970,849,0.111026717898311,0.099170657633454,121,0.00214242713977124,105,13,0.00234563488517559,0.00151851419226726,35961,0.636725804738128,29603,4798,0.661312661960504,0.560448545730639,37466,0.663373348914622,30714,5124,0.686131712983648,0.598528209321341,4786,0.0847409610821913,3216,1363,0.0718434456259494,0.159210372620021,16442,0.291122206877014,13710,2024,0.306272897864355,0.23642097885761
21216,2.2672037820021975,95.24586343509671,2.4869327829010928,26.17729478504545,13.937212557488502,13.589905782867797,21.666611179545228,16.632819522588807,50.95475496190387,29.140838498966875,88900,37314,36.4,85.95676513713343,88.02322673797616,73.66287193298348,97.76963272094727,28287,30037,16,5.65630855163149e-4,13,2,5.05070127044563e-4,0.00138026224982747,7,2.47463499133878e-4,7,0,2.7196083763938e-4,0,0,0,0,0,0,0,1,3.53519284476968e-5,1,0,3.88515482341971e-5,0,1,3.53519284476968e-5,1,0,3.88515482341971e-5,0,0,0,0,0,0,0,7,2.47463499133878e-4,7,0,2.7196083763938e-4,0,64,0.0022625234206526,60,2,0.00233109289405183,0.00138026224982747,2476,0.0875313748364973,2253,117,0.0875325381716461,0.0807453416149068,7303,0.25817513345353,6805,256,0.264384785733711,0.176673567977916,15008,0.530561742143034,13398,1044,0.520533043241773,0.720496894409938,167,0.00590377205076537,157,7,0.00609969307276895,0.00483091787439614,295,0.0104288188920706,275,12,0.0106841757644042,0.0082815734989648,918,0.0324530703149857,802,78,0.0311589416838261,0.0538302277432712,7729,0.273235054972249,6960,493,0.270406775710012,0.340234644582471,4495,0.158906918372397,4106,251,0.159524457049613,0.173222912353347,11038,0.390214586205678,9996,657,0.388360076149035,0.453416149068323,16070,0.568105490154488,14822,641,0.57585764792727,0.442374051069703,573,0.0202566550005303,529,13,0.0205524690158903,0.00897170462387854,2326,0.0822285855693428,2147,95,0.0834142740588213,0.0655624568668047,2686,0.0949552798105137,2429,110,0.0943704106608648,0.0759144237405107,73,0.00258069077668187,65,3,0.00252535063522281,0.0020703933747412,17489,0.61826987662177,16052,771,0.623645052255332,0.532091097308489,18162,0.64206172446707,16643,832,0.646606317261743,0.574189095928226,1905,0.0673454236928624,1651,148,0.0641439061346595,0.102139406487233,7973,0.281860925513487,7386,287,0.28695753525778,0.198067632850242
21217,10.576265623717966,85.23917621639362,4.184558159888411,36.66991507726577,2.240429569967134,13.54101140497224,23.890271586029595,19.41853786614884,68.79477454698694,34.092487154561866,130500,28116,35.1,87.45295439008581,90.00984497070309,75.10049133300788,98.9655220031738,32299,36563,17,5.26332084584662e-4,16,1,5.6286498276226e-4,4.10846343467543e-4,2,6.19214217158426e-5,1,0,3.51790614226412e-5,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2.78646397721292e-4,6,2,2.11074368535847e-4,8.21692686935086e-4,3,9.2882132573763893e-05,3,0,1.05537184267924e-4,0,5,1.54803554289606e-4,4,0,1.40716245690565e-4,0,87,0.00269358184463915,82,3,0.00288468303665658,0.00123253903040263,2587,0.0800953589894424,2257,200,0.0793991416309013,0.0821692686935086,7698,0.238335552184278,7062,367,0.248434531766692,0.150780608052588,17769,0.550140871234404,15586,1421,0.548300851333286,0.583812654067379,180,0.00557292795442583,162,11,0.00569900795046788,0.00451930977814297,249,0.0077092170036224,230,8,0.00809118412720749,0.00328677074774034,918,0.0284219325675718,806,57,0.0283543235066488,0.02341824157765,9190,0.284528932784297,8261,583,0.290614226412439,0.239523418241578,5247,0.162450849871513,4752,290,0.167170899880391,0.119145439605588,12893,0.399176445091179,11545,834,0.406142264124393,0.342645850451931,17392,0.538468683240967,15648,988,0.55048195314149,0.405916187345933,668,0.0206817548530914,583,56,0.0205093928093998,0.0230073952341824,2352,0.0728195919378309,2121,117,0.0746147892774221,0.0480690221857025,3003,0.0929750147063377,2686,151,0.0944909589812144,0.062037797863599,86,0.00266262113378123,75,7,0.00263842960669809,0.0028759244042728,19067,0.590327873927985,17068,1159,0.600436220361641,0.476170912078883,19822,0.613703210625716,17709,1256,0.622985998733554,0.516023007395234,2109,0.065296139199356,1776,230,0.0624780130866108,0.0944946589975349,7818,0.242050837487229,7063,396,0.248469710828115,0.162695152013147
21218,29.59541124654307,61.175868073338115,9.228720680118819,24.547429398986242,9.214068222938089,14.196456007374783,15.652975519819728,14.03052340469118,50.42619766940008,18.203080181810158,153700,43352,34.6,87.51225344117829,89.25742568969726,74.99704475402834,99.49300308227532,37157,48815,31,8.34297709718223e-4,20,4,7.86565461910568e-4,7.62485703393061e-4,6,1.61476976074495e-4,6,0,2.3596963857317e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1.88389805420244e-4,6,1,2.3596963857317e-4,1.90621425848265e-4,3,8.07384880372474e-5,2,0,7.86565461910568e-5,0,8,2.15302634765993e-4,7,0,2.75297911668699e-4,0,91,0.00244906747046317,68,13,0.00267432257049593,0.00247807853602745,3423,0.0921226148504992,2257,506,0.0887639123766075,0.0964544414792223,9415,0.253384288290228,6945,801,0.273134856648445,0.152687762104461,19636,0.52846031703313,13315,2822,0.52365595626696,0.537933663743805,208,0.00559786850391582,171,18,0.00672513469933535,0.00343118566526878,338,0.0090965363188632,261,35,0.0102646792779329,0.00667174990468929,1258,0.0338563393169524,766,123,0.0301254571911747,0.0234464353793366,10219,0.27502220308421,7235,1124,0.284540055846148,0.21425848265345,5396,0.145221627149662,3971,512,0.156172572462343,0.0975981700343119,14639,0.393976908792421,10263,1783,0.403626066779408,0.339878002287457,21307,0.573431654869876,15030,2315,0.591103944625792,0.441288600838734,922,0.0248136286567807,666,98,0.0261926298816219,0.01868089973313,3209,0.0863632693705089,2182,382,0.0858142918944429,0.0728173846740374,3881,0.104448690690852,2352,290,0.0925000983206827,0.055280213495997,115,0.00309497537476115,68,13,0.00267432257049593,0.00247807853602745,23542,0.633581828457626,16356,2784,0.643253234750462,0.530690049561571,24491,0.659122103506742,16944,3004,0.666378259330633,0.572626763248189,3313,0.0891622036224668,1997,667,0.0785385613717702,0.127144491040793,10351,0.278574696557849,7510,872,0.295355330947418,0.166221883339687
21222,77.9481842580928,11.745266655711964,10.306549086195242,14.372016158648549,34.738929849523565,16.377279947417428,22.94644976356101,18.60838765039893,35.1780185758514,10.869658948820765,143700,50644,39.7,86.7067788912062,88.63657112121584,74.64951629638665,98.15087890625,50680,54771,62,0.0012233622730860299,9,44,0.00145208131655373,0.00119128198186002,3,5.91949486977111e-5,0,3,0,8.12237714904562e-5,1,1.97316495659037e-5,1,0,1.6134236850597e-4,0,0,0,0,0,0,0,8,1.5785319652723e-4,0,8,0,2.1659672397455e-4,3,5.91949486977111e-5,1,2,1.6134236850597e-4,5.41491809936375e-5,8,1.5785319652723e-4,2,6,3.22684737011939e-4,1.62447542980912e-4,51,0.00100631412786109,6,39,9.68054211035818e-4,0.00105590902937593,5801,0.114463299131807,559,4677,0.090190383994837,0.126627859753621,10859,0.214265982636148,1543,8230,0.248951274604711,0.222823879788818,27917,0.550848460931334,2937,21849,0.473862536302033,0.591552727764993,311,0.00613654301499605,39,248,0.00629235237173282,0.00671449844321105,397,0.00783346487766377,48,288,0.00774443368828654,0.0077974820630838,1927,0.0380228887134964,178,1400,0.0287189415940626,0.0379044266955462,15038,0.29672454617206,1643,11586,0.265085511455308,0.313686205496142,5080,0.100236779794791,962,3396,0.155211358502743,0.0919453093271964,20194,0.39846093133386,2281,15516,0.368021942562117,0.42008934614864,26664,0.526124704025256,3206,20517,0.517263633430139,0.55548937322323,2373,0.0468232044198895,268,1898,0.0432397547595999,0.051387572762962,3147,0.062095501183899,342,2449,0.0551790900290416,0.0663056721267091,5076,0.100157853196527,537,3795,0.0866408518877057,0.102748070935427,152,0.00299921073401736,10,107,0.0016134236850597,0.0028969811831596,30660,0.604972375690608,3531,23688,0.569699903194579,0.641342899688642,31848,0.628413575374901,3637,24611,0.586802194256212,0.666332746717206,6090,0.120165745856354,419,4952,0.0676024524040013,0.134073372140246,13204,0.260536700868193,1721,9954,0.277670216198774,0.269500473805334
21223,18.982823064969974,73.11746671706354,7.899710217966486,38.48148620499086,2.7685412751192717,11.13350972239721,27.344504640712273,25.983789005081686,66.78609817269796,39.47520601416799,68900,26899,34.6,87.93469213749194,90.05882339477535,76.39478721618656,98.84756317138662,26414,23811,19,7.19315514499886e-4,8,9,4.32642907360337e-4,0.00139773256716882,7,2.65010979026274e-4,6,1,3.24482180520253e-4,1.55303618574313e-4,1,3.78587112894677e-5,1,0,5.40803634200422e-5,0,0,0,0,0,0,0,6,2.27152267736806e-4,5,1,2.70401817100211e-4,1.55303618574313e-4,2,7.57174225789354e-5,2,0,1.08160726840084e-4,0,9,3.40728401605209e-4,8,1,4.32642907360337e-4,1.55303618574313e-4,69,0.00261225107897327,47,20,0.00254177708074198,0.00310607237148626,1903,0.072045127583857,1387,444,0.0750094640635985,0.0689548066469949,5969,0.225978647686833,4453,1237,0.240819858309448,0.192110576176425,15678,0.593548875596275,10455,4525,0.565410199556541,0.702748874048765,135,0.00511092602407814,105,25,0.00567843815910443,0.00388259046435782,259,0.00980540622397214,164,76,0.00886917960088692,0.0118030750116478,1002,0.0379344287120466,608,335,0.0328808609593856,0.0520267122223948,8015,0.303437570985084,5481,2222,0.296414471905251,0.345084640472123,4394,0.166351177405921,3343,869,0.180790654913201,0.134958844541078,10792,0.408571212235936,7504,2821,0.405819047103997,0.438111507998136,13194,0.499507836753237,9733,2897,0.526364177167271,0.449914583009784,471,0.0178314530173393,315,126,0.0170353144773133,0.0195682559403634,1823,0.0690164306806996,1390,346,0.0751717051538586,0.0537350520267122,2160,0.081774816385250207,1581,452,0.0855010545670867,0.0701972355955894,76,0.00287726205799955,58,15,0.00313666107836245,0.00232955427861469,14867,0.562845460740516,10728,3487,0.580174138770213,0.541543717968629,15683,0.593738169152722,11205,3796,0.605970472121573,0.589532536108091,1556,0.0589081547664118,946,539,0.0511600237953599,0.0837086504115546,6480,0.245324449155751,4679,1489,0.253042020442377,0.231247088057152
21224,69.89226210334203,16.445238141962832,13.662499754695133,17.651847586521853,8.90924229808493,9.955452636536688,20.478050120689993,12.520360303785544,41.94722008711248,14.479162101757307,195800,65501,33,88.51879952037194,89.87279052734384,75.37888832092287,101.29438323974607,38464,50957,42,0.00109193011647255,8,25,0.0010688042752171,0.00114411239760194,4,1.03993344425957e-4,1,3,1.33600534402138e-4,1.37293487712233e-4,1,2.59983361064892e-5,1,0,1.33600534402138e-4,0,0,0,0,0,0,0,2,5.19966722129784e-5,0,2,0,9.15289918081552e-5,4,1.03993344425957e-4,1,3,1.33600534402138e-4,1.37293487712233e-4,9,2.33985024958403e-4,3,6,4.00801603206413e-4,2.74586975424466e-4,41,0.00106593178036606,10,27,0.00133600534402138,0.0012356413894101,3131,0.0814007903494176,494,2330,0.065998663994656,0.106631275456501,6968,0.181156405990017,1755,4399,0.234468937875752,0.201318017482037,18067,0.46971193843594,3893,11983,0.520106880427522,0.548395954418562,206,0.00535565723793677,48,125,0.00641282565130261,0.0057205619880097,255,0.00662957570715474,48,145,0.00641282565130261,0.00663585190609125,1233,0.0320559484193012,188,833,0.0251169004676019,0.0381218250880967,9503,0.247062188019967,2170,6297,0.289913159652639,0.288179030707977,4113,0.10693115640599,1470,2036,0.196392785571142,0.093176513660702,13060,0.339538269550749,2851,8434,0.380895123580494,0.385977758454991,16224,0.421797004991681,3616,10822,0.48309953239813,0.495263374673928,1333,0.0346557820299501,248,923,0.0331329325317301,0.0422406297194636,1973,0.0512947171381032,397,1320,0.0530394121576486,0.0604091345933825,3316,0.0862104825291181,635,2248,0.0848363393453574,0.102878586792366,106,0.00275582362728785,26,61,0.00347361389445558,0.00279163425014873,18776,0.488144758735441,4011,12570,0.535871743486974,0.575259713514256,19819,0.515261023294509,4177,13167,0.558049432197729,0.60258111756899,3641,0.0946599417637271,454,2809,0.0606546426185705,0.128552468994554,7880,0.204866888519135,1846,4984,0.246626586506346,0.228090247585923
21225,45.74103815035908,40.63816247992485,13.620799369716067,24.852323244625786,31.526090315331135,10.760279991515409,26.468894881973277,17.654010484530772,51.18877593883895,16.405646463937074,165700,41904,34.9,86.47792711366262,88.2778400421143,74.25978660583502,97.72402572631832,28867,33001,27,9.35324072470295e-4,13,10,0.00125494738874409,7.90451347719548e-4,4,1.38566529254858e-4,2,2,1.93068829037552e-4,1.5809026954391e-4,0,0,0,0,0,0,0,0,0,0,0,0,6,2.07849793882288e-4,2,3,1.93068829037552e-4,2.37135404315864e-4,5,1.73208161568573e-4,0,5,0,3.95225673859774e-4,9,3.11774690823432e-4,2,7,1.93068829037552e-4,5.53315943403683e-4,57,0.00197457304188173,15,31,0.00144801621778164,0.0024503991779306,2436,0.0843870163162088,760,1204,0.0733661550342697,0.0951703422654336,5619,0.194651331970762,2088,2373,0.201563857515204,0.187574104813849,14976,0.51879308553019,4982,7274,0.480934453132542,0.574974310331199,156,0.00540409464093948,67,68,0.00646780577275799,0.00537506916449293,331,0.0114663802958395,118,144,0.0113910609132156,0.0113824994071615,1310,0.0453805383309662,329,483,0.0317598223766773,0.0381788000948542,8308,0.287802681262341,2801,3804,0.270392895067091,0.300687692672516,3639,0.126060899989608,1679,1222,0.162081281977025,0.0965931546913287,11436,0.39616170713964,3836,5204,0.370306014094025,0.411350881353253,13693,0.474347871271694,4708,6306,0.454484023554397,0.498458619871947,917,0.0317663768316763,225,487,0.0217202432667246,0.038494980633942,1795,0.0621817300031177,601,793,0.0580171831257843,0.0626827918741601,2452,0.0849412824332283,646,953,0.0623612317791293,0.0753300134376729,74,0.00256348079121488,23,28,0.00222029153393185,0.00221326377361473,15838,0.548654172584612,5232,7426,0.505068056762236,0.586989170816536,16602,0.57512037967229,5484,7829,0.529394729220967,0.618844360129634,2564,0.0888211452523643,581,1461,0.0560864948354088,0.115484941901826,6862,0.23771088093671,2314,3191,0.223380635196448,0.252233025057308
21226,70.34749034749035,24.504504504504503,5.148005148005147,15.406525116519937,41.677135678391956,10.012870012870014,25.868725868725868,15.72715572715573,30.32849503437739,17.77638190954774,240900,73438,32.6,87.36130289223266,88.83554039001464,75.03827095031738,97.68062286376951,5286,7770,6,0.00113507377979569,0,6,0,0.00162074554294976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.89178963299281e-4,1,0,0.00130208333333333,0,1,1.89178963299281e-4,1,0,0.00130208333333333,0,1,1.89178963299281e-4,1,0,0.00130208333333333,0,6,0.00113507377979569,1,4,0.00130208333333333,0.00108049702863317,449,0.0849413545213772,34,357,0.0442708333333333,0.0964343598055105,917,0.173477109345441,124,674,0.161458333333333,0.182063749324689,2846,0.538403329549754,372,2062,0.484375,0.5569962182604,18,0.00340522133938706,2,15,0.00260416666666667,0.00405186385737439,62,0.0117290957245554,8,44,0.0104166666666667,0.0118854673149649,228,0.0431328036322361,25,140,0.0325520833333333,0.037817396002161,1471,0.278282255013243,162,1062,0.2109375,0.286871961102107,563,0.106507756337495,106,348,0.138020833333333,0.0940032414910859,2024,0.382898221717745,259,1445,0.337239583333333,0.390329551593733,2285,0.432273931138857,298,1652,0.388020833333333,0.4462452728255,167,0.0315928868709799,17,116,0.0221354166666667,0.031334413830362,315,0.0595913734392736,53,216,0.0690104166666667,0.0583468395461912,432,0.0817253121452894,37,281,0.0481770833333333,0.0759049162614803,18,0.00340522133938706,2,13,0.00260416666666667,0.00351161534305781,2731,0.516647748770337,341,1979,0.444010416666667,0.534575904916262,2901,0.548808172531214,364,2095,0.473958333333333,0.565910318746623,488,0.0923193340900492,36,354,0.046875,0.0956239870340357,1218,0.230419977298524,142,894,0.184895833333333,0.241491085899514
21227,72.49896834286388,14.602369863821258,12.898661793314867,16.485253332538097,44.431878157279655,12.379885633437482,23.993397394328834,11.914166126274834,38.86220602848625,8.949709718766494,207400,64692,34.4,86.02201318997606,88.19574985504148,73.82123641967775,97.36719665527346,22846,33926,22,9.62969447605708e-4,2,16,5.58035714285714e-4,9.80452233592745e-4,3,1.31314015582597e-4,1,1,2.79017857142857e-4,6.12782645995465e-5,0,0,0,0,0,0,0,0,0,0,0,0,2,8.75426770550643e-5,0,2,0,1.22556529199093e-4,0,0,0,0,0,0,3,1.31314015582597e-4,1,1,2.79017857142857e-4,6.12782645995465e-5,25,0.0010942834631883,4,17,0.00111607142857143,0.00104173049819229,2128,0.0931454083865885,258,1726,0.0719866071428571,0.105766284698817,4396,0.192418804167031,746,3350,0.208147321428571,0.205282186408481,10218,0.44725553707432403,1409,8016,0.393136160714286,0.491206569029965,129,0.00564650267005165,20,97,0.00558035714285714,0.00594399166615601,293,0.0128250021885669,30,232,0.00837053571428571,0.0142165573870948,981,0.0429396830955091,105,759,0.029296875,0.0465102028310558,5383,0.235621115293706,902,4059,0.251674107142857,0.248728476009559,2055,0.0899501006740786,583,1250,0.162667410714286,0.0765978307494332,8070,0.353234701917185,1261,6092,0.351841517857143,0.373307187940438,10559,0.462181563512212,1556,8228,0.434151785714286,0.504197561125069,582,0.0254749190230237,64,485,0.0178571428571429,0.0297199583307801,1628,0.0712597391228224,259,1258,0.072265625,0.0770880568662295,1927,0.0843473693425545,287,1446,0.080078125,0.0886083706109443,60,0.00262628031165193,9,47,0.00251116071428571,0.00288007843617869,12092,0.529283025474919,1733,9440,0.483537946428571,0.578466817819719,12754,0.558259651580145,1816,9951,0.506696428571429,0.609780011030088,2364,0.103475444279086,208,1987,0.0580357142857143,0.121759911759299,5186,0.226998161603782,781,3960,0.217912946428571,0.242661927814204
