zcta,temp_mean_am,temp_median_am,temp_min_am,temp_max_am,temp_mean_aft,temp_median_aft,temp_min_aft,temp_max_aft,temp_mean_pm,temp_median_pm,temp_min_pm,temp_max_pm,09-127_mean,09-63_mean,17-127_mean,17-63_mean,change_percent_127,change_percent_point_127,change_percent_63,change_percent_point_63,white_%,black_%,otherrace_or_multirace_%,poverty_%,single_family_detached_houses_%,65+_%,0-17_%,disabled_%,renter_%,vacancy_%,home_median_price_d,median_household_income_d,median_age_a,all_effects_heat_count,all_effects_heat_prev,black_all_effects_heat_count,white_all_effects_heat_count,black_all_effects_heat_prev,white_all_effects_heat_prev,kidney_disease_count,kidney_disease_prev,black_kidney_disease_count,white_kidney_disease_count,black_kidney_disease_prev,white_kidney_disease_prev,copd_count,copd_prev,black_copd_count,white_copd_count,black_copd_prev,white_copd_prev,asthma_count,asthma_prev,black_asthma_count,white_asthma_count,black_asthma_prev,white_asthma_prev,respiratory_count,respiratory_prev,black_respiratory_count,white_respiratory_count,black_respiratory_prev,white_respiratory_prev,hypertension_count,hypertension_prev,black_hypertension_count,white_hypertension_count,black_hypertension_prev,white_hypertension_prev,heart_attack_count,heart_attack_prev,black_heart_attack_count,white_heart_attack_count,black_heart_attack_prev,white_heart_attack_prev,congestive_artery_disease_count,congestive_artery_disease_prev,black_congestive_artery_disease_count,white_congestive_artery_disease_count,black_congestive_artery_disease_prev,white_congestive_artery_disease_prev,angina_pectoris_count,angina_pectoris_prev,black_angina_pectoris_count,white_angina_pectoris_count,black_angina_pectoris_prev,white_angina_pectoris_prev,heart_disease_count,heart_disease_prev,black_heart_disease_count,white_heart_disease_count,black_heart_disease_prev,white_heart_disease_prev,circulatory_count,circulatory_prev,black_circulatory_count,white_circulatory_count,black_circulatory_prev,white_circulatory_prev,diabetes_count,diabetes_prev,black_diabetes_count,white_diabetes_count,black_diabetes_prev,white_diabetes_prev
21201,79.87361994504451,79.84968185424805,78.18559303283692,82.969146728515625,96.00383101701705,95.90000686645514,93.14062576293938,102.78414993286131,90.72328355240577,90.64057693481438,88.6210151672363,95.54307479858389,0.066976919897342,0.066976919897342,0.067247402692694,0.104932081919525,0.004038447808089324,2.7048279535199504e-4,0.5666901684992124,0.03795516202218299,36.294064477252185,51.28653208797831,12.419403434769507,30.799122532121594,1.7527238275698722,9.99698704429045,14.275384151852968,16.101235311840917,88.41117415975557,13.178588346755093,189600,33877,30.1,4,2.78570931123337e-4,3,1,3.00691590658515e-4,3.23101777059774e-4,3237,0.225433526011561,2589,454,0.259496842738298,0.146688206785137,4179,0.291036980291107,3157,800,0.316427783902977,0.258481421647819,2238,0.155860435963507,1775,335,0.177909191139621,0.108239095315024,5798,0.403788564663277,4262,1178,0.42718251979553,0.380613893376414,7496,0.522041924925134,5839,1269,0.585246065951689,0.410016155088853,316,0.0220071035587436,229,62,0.0229527914202666,0.020032310177706,1266,0.0881676997005362,994,193,0.0996291470381878,0.0623586429725363,47,0.00327320844069921,36,7,0.00360829908790217,0.00226171243941842,8335,0.580472177728254,6351,1515,0.636564097424075,0.489499192245557,8752,0.609513197297862,6564,1670,0.65791320036083,0.539579967689822,3721,0.259140608677485,2957,560,0.296381677859076,0.180936995153473
21202,80.19052049361986,80.0326934814453,78.98687744140625,82.3582691192627,96.76669463339702,97.10995864868168,92.78232727050788,101.57000274658202,90.87795497714954,91.02001724243168,88.39640655517586,94.53840255737313,0.071559527943802,0.071559527943802,0.03834426958625,0.088717077004624,-0.4641626253269448,-0.033215258357552006,0.2397661017872612,0.017157549060821994,31.20525059665871,59.75766476959794,9.037084633743348,29.288528112689505,2.8362044351384794,8.24765926197907,11.460436937763907,10.81788140260694,78.77748876803027,19.501284857713905,230200,44656,32.5,5,3.16696224980998e-4,3,2,2.70904822105833e-4,5.85651537335285e-4,3452,0.218647073726881,2828,416,0.255372945638432,0.121815519765739,4220,0.267291613883962,3259,717,0.294292938414304,0.2099560761347,2399,0.151950848745883,1993,252,0.179971103485642,0.073792093704246,5902,0.37382822396757,4441,1073,0.401029438324002,0.314202049780381,8028,0.508487458829491,6241,1284,0.563572331587502,0.375988286969253,417,0.0264124651634153,316,63,0.0285353079284811,0.0184480234260615,1419,0.0898783886496073,1105,211,0.0997832761423153,0.0617862371888726,46,0.00291360526982518,33,7,0.00297995304316417,0.0020497803806735,8970,0.568153027615911,6810,1572,0.614953946180242,0.460322108345534,9465,0.59950595388903,7098,1721,0.640960809102402,0.503953147877013,3907,0.247466430200152,3077,538,0.277858045873217,0.157540263543192
21205,79.2656772543233,79.64676780700684,75.66693954467775,81.44292259216309,95.96622133578614,95.74159774780273,90.02451858520514,100.58579254150395,90.3104171369339,90.42742156982413,85.2385581970214,93.42607116699213,0.195014546167123,0.195014546167123,0.157381614549182,0.22256464753808,-0.19297499780190974,-0.037632931617940985,0.14127203284285883,0.02755010137095701,22.998780983340104,68.82026276581335,8.180956250846535,37.13189973976168,3.0760547481303795,10.618989570635243,29.506975484220504,20.62169849654612,66.4236305851561,24.523775927755047,52500,28675,31,3,1.78890876565295e-4,3,0,2.67785414621084e-4,0,3801,0.226654740608229,2860,696,0.255288761938766,0.202325581395349,5238,0.312343470483005,3557,1349,0.317504239935732,0.392151162790698,2822,0.168276684555754,2210,405,0.197268588770865,0.117732558139535,6830,0.407274895646989,4630,1666,0.413282156565206,0.484302325581395,8552,0.509958258795468,6035,1907,0.538694992412747,0.554360465116279,602,0.0358974358974359,403,161,0.0359725073640989,0.0468023255813953,1654,0.0986285032796661,1146,389,0.102294028385254,0.113081395348837,61,0.00363744782349434,45,11,0.00401678121931625,0.00319767441860465,9554,0.569707811568277,6633,2219,0.592073551727216,0.645058139534884,9978,0.594991055456172,6914,2309,0.617156118896724,0.671220930232558,4159,0.248002385211688,2932,876,0.261715611889672,0.254651162790698
21206,77.06668020893237,77.12355842590333,73.60731201171876,79.01005859375,93.99647413583618,94.12236747741704,87.08526039123535,97.5059677124024,88.02602991343238,88.09003219604486,82.9335990905762,90.63322296142586,0.291308204234786,0.291308204234786,0.304935423703268,0.414010170735762,0.046779387845523414,0.013627219468482,0.4212101297431424,0.12270196650097603,22.886891414978454,71.35336440033538,5.75974418468617,14.026050917702781,36.376513593785695,10.548482071480102,23.641468598280266,11.23676565211457,40.87530966143683,11.46447338359607,150600,50975,37.2,5,1.32250641415611e-4,3,2,1.30134906519759e-4,2.34852043212776e-4,8850,0.234083635305631,5520,1856,0.239448227996356,0.217942696101456,9620,0.254450234083635,5718,2271,0.24803713182666,0.266674495068107,4995,0.132118390774195,3505,738,0.152040949117252,0.0866604039455143,13892,0.367445182109133,8197,3301,0.355571942914154,0.387623297322687,19631,0.519242468325971,11484,4745,0.498156422157637,0.557186472522311,1096,0.0289893405983019,634,272,0.0275018435778424,0.0319398778769375,3586,0.0948501600232761,1857,678,0.0805535071357307,0.079614842649131,114,0.00301531462427593,61,20,0.00264607643256843,0.00234852043212776,22093,0.584362684159018,12649,5571,0.548692144189476,0.654180366369187,23164,0.612690771550242,13238,5885,0.574241964169522,0.691052137153593,9926,0.262543973338271,6060,2125,0.262872511169913,0.249530295913574
21207,75.82519108693873,75.68937911987305,73.45536079406739,79.33985443115235,92.9522396594138,93.49630813598631,87.08317298889152,96.61694030761713,86.92154544979869,87.37962875366216,81.17417640686037,90.9349693298339,0.268344453976329,0.268344453976329,0.439981712964558,0.552686243552869,0.6396154511297235,0.171637258988229,1.0596149291075796,0.28434178957654,10.107165806438239,84.6423315299629,5.250502663598851,13.014027972320363,49.861004601226995,18.70323155690981,19.665029123396142,16.576498144808575,37.840785169029445,12.09739263803681,180300,59013,41.8,9,2.57216347527865e-4,9,0,3.23566420995866e-4,0,8826,0.252243498142326,7469,1066,0.268524177602013,0.204528012279355,7807,0.223120891683338,6201,1329,0.222937264066151,0.254988488104375,4281,0.122349242640755,3617,502,0.130037749415783,0.0963161933998465,12129,0.346641897685053,9625,2028,0.346036311342801,0.389102072141213,19930,0.569591311803372,16350,2834,0.587812331475822,0.543745203376823,822,0.023492426407545,668,133,0.0240158188028042,0.0255180353031466,3554,0.101571877679337,2848,565,0.102390796332914,0.1084036838066,90,0.00257216347527865,72,14,0.00258853136796692,0.00268610897927859,21783,0.622549299799943,17659,3311,0.634873269818443,0.635264773599386,22554,0.64458416690483,18226,3459,0.655257954341183,0.663660782808903,10179,0.290911689054015,8555,1195,0.307567859068848,0.229278587874137
21209,75.0855189314341,75.02369689941406,72.55812797546386,77.42647895812988,92.20514332751348,93.10016174316404,87.17809486389152,97.11979827880856,86.010928415321,86.32015876770026,81.58744430541987,88.95299453735359,0.363551520254842,0.363551520254842,0.509105628165897,0.61360219205356,0.40036721015229043,0.145554107911055,0.6877998244194874,0.25005067179871804,73.12650207559537,16.08404340543296,10.78945451897167,7.645471780662097,31.701497449399373,17.810064816837812,24.076906270482848,9.40572427354162,39.35673525851634,4.837913444133619,296700,78900,37.2,2,1.33770316366798e-4,1,1,3.25839035516455e-4,9.59324635456639e-5,2519,0.168483713463982,889,1477,0.289670902574128,0.141692248656946,2211,0.147883084743495,685,1419,0.223199739328772,0.136128165771297,1207,0.0807303859273627,393,756,0.128054740957967,0.0725249424405219,4000,0.267540632733596,1124,2634,0.366243075920495,0.252686108979279,6498,0.434619757875727,1939,4145,0.631801889866406,0.397640061396777,350,0.0234098053641897,71,254,0.0231345715216683,0.0243668457405986,1070,0.071567119256237,322,669,0.104920169436298,0.0641788181120491,39,0.00260852116915257,9,27,0.00293255131964809,0.00259017651573292,7426,0.496689184669922,2112,4826,0.688172043010753,0.462970069071374,7917,0.529529797337971,2163,5217,0.704789833822092,0.500479662317728,2576,0.172296167480436,860,1507,0.280221570544151,0.144570222563315
21210,75.25401784506718,75.12181510925294,73.95297966003417,78.99807319641113,92.62391692253019,93.20989456176764,87.17639541625977,97.35634765625001,86.28714245284304,86.6057483673095,81.4077011108399,90.3920112609863,0.349971872670005,0.349971872670005,0.51491994453018,0.61827737308554,0.4713180822268753,0.16494807186017496,0.7666487548515798,0.26830550041553497,72.60453532573077,8.854371477257832,18.541093197011403,8.354997758852532,33.47532836350728,15.624590378817668,13.291388124262681,4.561541486433347,40.27541973212602,5.9105431309904155,436900,93203,30.9,1,2.15470803706098e-4,0,1,0,2.93255131964809e-4,774,0.16677440206852,166,539,0.34297520661157,0.158064516129032,660,0.142210730446025,118,476,0.243801652892562,0.139589442815249,272,0.0586080586080586,47,193,0.0971074380165289,0.0565982404692082,1216,0.262012497306615,180,901,0.371900826446281,0.264222873900293,2156,0.464555052790347,306,1645,0.632231404958678,0.482404692082111,96,0.0206851971557854,11,77,0.0227272727272727,0.0225806451612903,306,0.0659340659340659,40,220,0.0826446280991736,0.0645161290322581,13,0.00280112044817927,1,10,0.00206611570247934,0.00293255131964809,2619,0.56431803490627,334,2034,0.690082644628099,0.596480938416422,2776,0.598146951088128,344,2152,0.710743801652893,0.63108504398827,651,0.14027149321267,153,425,0.316115702479339,0.124633431085044
21211,77.09362625637462,77.006317138671875,75.10049133300782,80.27333526611329,94.35924840477938,94.77475280761712,87.4920978546143,99.7205917358399,88.54237737290498,88.84240341186523,83.56669998168938,91.95391006469727,0.353534348424063,0.353534348424063,0.353358064782575,0.428853474478508,-4.986322892636648e-4,-1.7628364148802866e-4,0.21304613367892625,0.07531912605444502,78.93648089559504,12.125821367729374,8.937697736675586,10.838420331381588,8.005601587116349,14.322219518130932,13.17230469700657,13.76247262107569,46.268852459016394,11.016454662154276,211100,63733,36.2,1,9.05223137503395e-5,0,1,0,1.42857142857143e-4,2190,0.198243867113243,623,1163,0.305541932319765,0.166142857142857,2906,0.263057843758486,623,1725,0.305541932319765,0.246428571428571,1019,0.0922422377115959,252,586,0.123589995095635,0.0837142857142857,4236,0.383452521046438,920,2485,0.451201569396763,0.355,5674,0.513623608219426,1354,3185,0.664051005394801,0.455,279,0.0252557255363447,45,175,0.0220696419813634,0.025,1145,0.103648049244139,265,512,0.129965669445807,0.0731428571428571,33,0.0029872363537612,1,19,4.90436488474743e-4,0.00271428571428571,6476,0.586222503847198,1472,3715,0.721922511034821,0.530714285714286,6835,0.61872001448357,1511,3974,0.741049534085336,0.567714285714286,2604,0.235720105005884,732,1339,0.358999509563512,0.191285714285714
21212,75.7078899331078,75.58109512329102,74.01428680419923,77.89350776672364,93.02041226506171,93.50357627868657,87.27713661193843,96.04151077270514,87.01503990295603,87.5649440765381,81.42675895690917,89.42594566345214,0.350383383989365,0.350383383989365,0.431266775259885,0.562220876942248,0.23084254267312793,0.08088339127051997,0.6045877248543062,0.21183749295288296,51.237871214348715,40.97030285210232,7.791825933548964,13.3015494636472,33.53289195661361,14.013525433695973,24.960305792413994,10.235224933842987,31.400661729951157,10.593041273418793,276500,73244,38.5,9,4.26924718941227e-4,4,3,3.84800384800385e-4,4.04258186228271e-4,4646,0.220388027133438,2877,976,0.276767676767677,0.131518663252931,4691,0.222522650728144,2692,1258,0.258970658970659,0.169518932758388,2583,0.122527394336132,1583,608,0.152284752284752,0.0819296590755963,7266,0.344670556425217,3984,2129,0.383261183261183,0.28688855949333,10887,0.516436601679237,6009,3058,0.578066378066378,0.412073844495351,513,0.0243347089796499,271,156,0.0260702260702261,0.0210214256838701,2026,0.0961054978416584,1008,435,0.096969696969697,0.0586174370030993,49,0.00232436791423557,24,10,0.00230880230880231,0.00134752728742757,12340,0.585361225748304,6590,3715,0.633958633958634,0.500606387279342,12880,0.610976708884778,6825,3957,0.656565656565657,0.53321654763509,5304,0.25160096769603,3243,1091,0.311976911976912,0.147015227058348
21213,79.11706569929174,79.4827299118042,75.14302558898926,80.94708213806152,95.65324611167642,95.43202018737799,88.19839515686036,99.42508697509761,89.98914138370574,89.8486137390137,84.47817039489752,94.0128990173339,0.136081374097349,0.136081374097349,0.139565944296905,0.200745131635734,0.0256065183253017,0.003484570199556003,0.4751844840435419,0.06466375753838499,7.777392619670374,89.57867204487442,2.643935335455197,28.151712784144873,5.276662938351207,10.979106923392052,27.28074874736079,15.066334730406833,48.374235846549126,25.7385354299625,96200,34917,35.6,6,1.91338733337585e-4,4,1,1.5124016938899e-4,4.64468183929401e-4,8076,0.25754193507239,6961,399,0.263195704779189,0.185322805387831,9373,0.298902991262198,7926,617,0.299682395644283,0.28657686948444,5605,0.178742266726194,4929,233,0.186365698729583,0.10822108685555,12782,0.407615281586836,10821,849,0.409142468239564,0.394333488156061,17568,0.56023981121245,14806,1046,0.559815486993345,0.485833720390153,987,0.0314752216340328,826,76,0.0312310949788264,0.0352995819786345,3258,0.103896932202309,2567,192,0.0970583787053842,0.089177891314444993,99,0.00315708910007016,74,8,0.00279794313369631,0.00371574547143521,19189,0.611933159002487,16057,1240,0.607115849969752,0.575940548072457,19919,0.635212704891894,16677,1302,0.630558076225045,0.60473757547608,8556,0.272849033739397,7183,453,0.271589534180278,0.210404087320019
