zcta,temp_mean_am,temp_median_am,temp_min_am,temp_max_am,temp_mean_aft,temp_median_aft,temp_min_aft,temp_max_aft,temp_mean_pm,temp_median_pm,temp_min_pm,temp_max_pm,09-127_mean,09-63_mean,17-127_mean,17-63_mean,change_percent_127,change_percent_point_127,change_percent_63,change_percent_point_63,white_%,black_%,otherrace_or_multirace_%,poverty_%,single_family_detached_houses_%,65+_%,0-17_%,disabled_%,renter_%,vacancy_%,home_median_price_d,median_household_income_d,median_age_a,all_effects_heat_count,all_effects_heat_prev,zero_to_nineteen_all_effects_heat_count,twenty_to_sixtyfour_all_effects_heat_count,over_sixtyfive_all_effects_heat_count,zero_to_nineteen_all_effects_heat_prev,twenty_to_sixtyfour_all_effects_heat_prev,over_sixtyfive_all_effects_heat_prev,kidney_disease_count,kidney_disease_prev,zero_to_nineteen_kidney_disease_count,twenty_to_sixtyfour_kidney_disease_count,over_sixtyfive_kidney_disease_count,zero_to_nineteen_kidney_disease_prev,twenty_to_sixtyfour_kidney_disease_prev,over_sixtyfive_kidney_disease_prev,copd_count,copd_prev,zero_to_nineteen_copd_count,twenty_to_sixtyfour_copd_count,over_sixtyfive_copd_count,zero_to_nineteen_copd_prev,twenty_to_sixtyfour_copd_prev,over_sixtyfive_copd_prev,asthma_count,asthma_prev,zero_to_nineteen_asthma_count,twenty_to_sixtyfour_asthma_count,over_sixtyfive_asthma_count,zero_to_nineteen_asthma_prev,twenty_to_sixtyfour_asthma_prev,over_sixtyfive_asthma_prev,respiratory_count,respiratory_prev,zero_to_nineteen_respiratory_count,twenty_to_sixtyfour_respiratory_count,over_sixtyfive_respiratory_count,zero_to_nineteen_respiratory_prev,twenty_to_sixtyfour_respiratory_prev,over_sixtyfive_respiratory_prev,hypertension_count,hypertension_prev,zero_to_nineteen_hypertension_count,twenty_to_sixtyfour_hypertension_count,over_sixtyfive_hypertension_count,zero_to_nineteen_hypertension_prev,twenty_to_sixtyfour_hypertension_prev,over_sixtyfive_hypertension_prev,heart_attack_count,heart_attack_prev,zero_to_nineteen_heart_attack_count,twenty_to_sixtyfour_heart_attack_count,over_sixtyfive_heart_attack_count,zero_to_nineteen_heart_attack_prev,twenty_to_sixtyfour_heart_attack_prev,over_sixtyfive_heart_attack_prev,congestive_artery_disease_count,congestive_artery_disease_prev,zero_to_nineteen_congestive_artery_disease_count,twenty_to_sixtyfour_congestive_artery_disease_count,over_sixtyfive_congestive_artery_disease_count,zero_to_nineteen_congestive_artery_disease_prev,twenty_to_sixtyfour_congestive_artery_disease_prev,over_sixtyfive_congestive_artery_disease_prev,angina_pectoris_count,angina_pectoris_prev,zero_to_nineteen_angina_pectoris_count,twenty_to_sixtyfour_angina_pectoris_count,over_sixtyfive_angina_pectoris_count,zero_to_nineteen_angina_pectoris_prev,twenty_to_sixtyfour_angina_pectoris_prev,over_sixtyfive_angina_pectoris_prev,heart_disease_count,heart_disease_prev,zero_to_nineteen_heart_disease_count,twenty_to_sixtyfour_heart_disease_count,over_sixtyfive_heart_disease_count,zero_to_nineteen_heart_disease_prev,twenty_to_sixtyfour_heart_disease_prev,over_sixtyfive_heart_disease_prev,circulatory_count,circulatory_prev,zero_to_nineteen_circulatory_count,twenty_to_sixtyfour_circulatory_count,over_sixtyfive_circulatory_count,zero_to_nineteen_circulatory_prev,twenty_to_sixtyfour_circulatory_prev,over_sixtyfive_circulatory_prev,diabetes_count,diabetes_prev,zero_to_nineteen_diabetes_count,twenty_to_sixtyfour_diabetes_count,over_sixtyfive_diabetes_count,zero_to_nineteen_diabetes_prev,twenty_to_sixtyfour_diabetes_prev,over_sixtyfive_diabetes_prev
21201,79.87361994504451,79.84968185424805,78.18559303283692,82.969146728515625,96.00383101701705,95.90000686645514,93.14062576293938,102.78414993286131,90.72328355240577,90.64057693481438,88.6210151672363,95.54307479858389,0.066976919897342,0.066976919897342,0.067247402692694,0.104932081919525,0.004038447808089324,2.7048279535199504e-4,0.5666901684992124,0.03795516202218299,36.294064477252185,51.28653208797831,12.419403434769507,30.799122532121594,1.7527238275698722,9.99698704429045,14.275384151852968,16.101235311840917,88.41117415975557,13.178588346755093,189600,33877,30.1,4,2.78570931123337e-4,0,2,2,0,2.20726189162344e-4,5.48546352166758e-4,3237,0.225433526011561,11,1647,1579,0.00665859564164649,0.18176801677519,0.433077345035656,4179,0.291036980291107,201,2659,1319,0.121670702179177,0.293455468491337,0.361766319253977,2238,0.155860435963507,198,1679,361,0.119854721549637,0.185299635801788,0.0990126165660998,5798,0.403788564663277,325,3605,1868,0.196731234866828,0.397858955965125,0.512342292923752,7496,0.522041924925134,26,4365,3105,0.0157384987893462,0.481734907846816,0.851618211738892,316,0.0220071035587436,0,154,162,0,0.0169959165655005,0.0444322545255074,1266,0.0881676997005362,3,553,710,0.00181598062953995,0.0610307913033881,0.194733955019199,47,0.00327320844069921,0,28,19,0,0.00309016664827282,0.0052111903455842,8335,0.580472177728254,61,4916,3358,0.0369249394673123,0.542544972961042,0.921009325287987,8752,0.609513197297862,84,5241,3427,0.0508474576271186,0.578412978699923,0.93993417443774,3721,0.259140608677485,15,2103,1603,0.00907990314769976,0.232093587904205,0.439659901261657
21202,80.19052049361986,80.0326934814453,78.98687744140625,82.3582691192627,96.76669463339702,97.10995864868168,92.78232727050788,101.57000274658202,90.87795497714954,91.02001724243168,88.39640655517586,94.53840255737313,0.071559527943802,0.071559527943802,0.03834426958625,0.088717077004624,-0.4641626253269448,-0.033215258357552006,0.2397661017872612,0.017157549060821994,31.20525059665871,59.75766476959794,9.037084633743348,29.288528112689505,2.8362044351384794,8.24765926197907,11.460436937763907,10.81788140260694,78.77748876803027,19.501284857713905,230200,44656,32.5,5,3.16696224980998e-4,1,3,1,5.50964187327824e-4,2.74323335771763e-4,3.2927230819888e-4,3452,0.218647073726881,32,2193,1227,0.0176308539944904,0.200530358449159,0.404017122160026,4220,0.267291613883962,274,2942,1004,0.150964187327824,0.269019751280176,0.330589397431676,2399,0.151950848745883,271,1853,275,0.14931129476584,0.169440380395026,0.0905498847546921,5902,0.37382822396757,380,4073,1449,0.209366391184573,0.37243964886613,0.477115574580178,8028,0.508487458829491,53,5421,2554,0.0292011019283747,0.495702267739576,0.840961475139941,417,0.0264124651634153,0,228,189,0,0.020848573518654,0.0622324662495884,1419,0.0898783886496073,3,813,603,0.00165289256198347,0.0743416239941478,0.198551201843925,46,0.00291360526982518,0,31,15,0,0.00283467446964155,0.00493908462298321,8970,0.568153027615911,86,6088,2796,0.0473829201101928,0.556693489392831,0.92064537372407,9465,0.59950595388903,119,6502,2844,0.065564738292011,0.594550109729334,0.936450444517616,3907,0.247466430200152,12,2563,1332,0.00661157024793388,0.23436356986101,0.438590714520909
21205,79.2656772543233,79.64676780700684,75.66693954467775,81.44292259216309,95.96622133578614,95.74159774780273,90.02451858520514,100.58579254150395,90.3104171369339,90.42742156982413,85.2385581970214,93.42607116699213,0.195014546167123,0.195014546167123,0.157381614549182,0.22256464753808,-0.19297499780190974,-0.037632931617940985,0.14127203284285883,0.02755010137095701,22.998780983340104,68.82026276581335,8.180956250846535,37.13189973976168,3.0760547481303795,10.618989570635243,29.506975484220504,20.62169849654612,66.4236305851561,24.523775927755047,52500,28675,31,3,1.78890876565295e-4,1,2,0,3.72300819061802e-4,1.90367409099562e-4,0,3801,0.226654740608229,27,2137,1637,0.0100521221146687,0.203407576622882,0.457518166573505,5238,0.312343470483005,425,3452,1361,0.158227848101266,0.328574148105844,0.380380100614869,2822,0.168276684555754,424,2027,371,0.157855547282204,0.192937369122406,0.103689211850196,6830,0.407274895646989,620,4359,1851,0.230826507818317,0.414905768132496,0.51732811626607,8552,0.509958258795468,62,5344,3146,0.0230826507818317,0.50866171711403,0.879262157629961,602,0.0358974358974359,0,330,272,0,0.0314106225014278,0.0760201229737283,1654,0.0986285032796661,14,837,803,0.00521221146686523,0.0796687607081668,0.224427054220235,61,0.00363744782349434,0,47,14,0,0.00447363411383971,0.00391280044717719,9554,0.569707811568277,132,6045,3377,0.0491437081161579,0.575385494003427,0.943823365008385,9978,0.594991055456172,195,6359,3424,0.0725986597170514,0.605273177232058,0.956959195081051,4159,0.248002385211688,30,2557,1572,0.0111690245718541,0.24338473253379,0.439351593068753
21206,77.06668020893237,77.12355842590333,73.60731201171876,79.01005859375,93.99647413583618,94.12236747741704,87.08526039123535,97.5059677124024,88.02602991343238,88.09003219604486,82.9335990905762,90.63322296142586,0.291308204234786,0.291308204234786,0.304935423703268,0.414010170735762,0.046779387845523414,0.013627219468482,0.4212101297431424,0.12270196650097603,22.886891414978454,71.35336440033538,5.75974418468617,14.026050917702781,36.376513593785695,10.548482071480102,23.641468598280266,11.23676565211457,40.87530966143683,11.46447338359607,150600,50975,37.2,5,1.32250641415611e-4,0,3,2,0,1.3688004745175e-4,1.99223030182289e-4,8850,0.234083635305631,74,4407,4369,0.0126474106990258,0.20107678970662,0.43520270943321,9620,0.254450234083635,781,5599,3240,0.13348145616134,0.255463795227449,0.322741308895308,4995,0.132118390774195,772,3483,740,0.13194325756281,0.158917735091481,0.073712521167447,13892,0.367445182109133,1203,7926,4763,0.205605879336865,0.361637085367523,0.474449646379121,19631,0.519242468325971,126,10909,8596,0.0215347803794223,0.497741479217046,0.856260583723478,1096,0.0289893405983019,2,527,567,3.41821910784481e-4,0.024045261669024,0.056479729056679,3586,0.0948501600232761,15,1646,1925,0.00256366433088361,0.0751015193685267,0.191752166550453,114,0.00301531462427593,0,61,53,0,0.00278322763151891,0.00527941029983066,22093,0.584362684159018,287,12430,9376,0.0490514441975731,0.567139663275083,0.933957565494571,23164,0.612690771550242,396,13233,9535,0.0676807383353273,0.603777889309668,0.949795796394063,9926,0.262543973338271,99,5651,4176,0.0169201845838318,0.257836382716613,0.41597768702062
21207,75.82519108693873,75.68937911987305,73.45536079406739,79.33985443115235,92.9522396594138,93.49630813598631,87.08317298889152,96.61694030761713,86.92154544979869,87.37962875366216,81.17417640686037,90.9349693298339,0.268344453976329,0.268344453976329,0.439981712964558,0.552686243552869,0.6396154511297235,0.171637258988229,1.0596149291075796,0.28434178957654,10.107165806438239,84.6423315299629,5.250502663598851,13.014027972320363,49.861004601226995,18.70323155690981,19.665029123396142,16.576498144808575,37.840785169029445,12.09739263803681,180300,59013,41.8,9,2.57216347527865e-4,0,5,4,0,2.72761987889368e-4,3.339455668726e-4,8826,0.252243498142326,59,3735,5032,0.0126041444135868,0.203753204953358,0.420103523125731,7807,0.223120891683338,452,4087,3268,0.0965605639820551,0.222955648900769,0.272833528134914,4281,0.122349242640755,450,2763,1068,0.0961333048493912,0.150728274507665,0.0891634663549841,12129,0.346641897685053,750,6155,5224,0.160222174748985,0.335770007091812,0.436132910335615,19930,0.569591311803372,82,9229,10619,0.0175176244392224,0.503464077246195,0.886541993655034,822,0.023492426407545,0,339,483,0,0.0184932627788991,0.0403239271998664,3554,0.101571877679337,8,1319,2227,0.00170903653065584,0.0719546124052152,0.18592419435632,90,0.00257216347527865,0,44,46,0,0.00240030549342644,0.0038403740190349,21783,0.622549299799943,197,10250,11336,0.0420850245674001,0.559162075173204,0.946401736516948,22554,0.64458416690483,277,10832,11445,0.0591753898739586,0.590911570563526,0.955501753214226,10179,0.290911689054015,52,4770,5357,0.011108737449263,0.260214936446457,0.447236600434129
21209,75.0855189314341,75.02369689941406,72.55812797546386,77.42647895812988,92.20514332751348,93.10016174316404,87.17809486389152,97.11979827880856,86.010928415321,86.32015876770026,81.58744430541987,88.95299453735359,0.363551520254842,0.363551520254842,0.509105628165897,0.61360219205356,0.40036721015229043,0.145554107911055,0.6877998244194874,0.25005067179871804,73.12650207559537,16.08404340543296,10.78945451897167,7.645471780662097,31.701497449399373,17.810064816837812,24.076906270482848,9.40572427354162,39.35673525851634,4.837913444133619,296700,78900,37.2,2,1.33770316366798e-4,1,0,1,3.35120643431635e-4,0,1.77525297354873e-4,2519,0.168483713463982,11,741,1767,0.00368632707774799,0.116987685506789,0.313687200426061,2211,0.147883084743495,82,901,1228,0.0274798927613941,0.142248184401642,0.218001065151784,1207,0.0807303859273627,80,673,454,0.0268096514745308,0.106251973476476,0.0805964849991124,4000,0.267540632733596,224,1508,2268,0.0750670241286863,0.238080202083991,0.402627374400852,6498,0.434619757875727,20,1974,4504,0.00670241286863271,0.311651405115251,0.799573939286348,350,0.0234098053641897,0,121,229,0,0.0191032522892327,0.0406532930942659,1070,0.071567119256237,3,239,828,0.00100536193029491,0.0377328702241869,0.146990946209835,39,0.00260852116915257,0,13,26,0,0.00205241553520682,0.0046156577312267,7426,0.496689184669922,48,2346,5032,0.0160857908847185,0.370382065045785,0.893307296289721,7917,0.529529797337971,88,2694,5135,0.0294906166219839,0.42532365014209,0.911592401917273,2576,0.172296167480436,10,903,1663,0.00335120643431635,0.142563940637828,0.295224569501154
21210,75.25401784506718,75.12181510925294,73.95297966003417,78.99807319641113,92.62391692253019,93.20989456176764,87.17639541625977,97.35634765625001,86.28714245284304,86.6057483673095,81.4077011108399,90.3920112609863,0.349971872670005,0.349971872670005,0.51491994453018,0.61827737308554,0.4713180822268753,0.16494807186017496,0.7666487548515798,0.26830550041553497,72.60453532573077,8.854371477257832,18.541093197011403,8.354997758852532,33.47532836350728,15.624590378817668,13.291388124262681,4.561541486433347,40.27541973212602,5.9105431309904155,436900,93203,30.9,1,2.15470803706098e-4,0,0,1,0,0,4.07830342577488e-4,774,0.16677440206852,1,119,654,0.00159744408945687,0.0761356365962892,0.266721044045677,660,0.142210730446025,14,162,484,0.0223642172523962,0.103646833013436,0.197389885807504,272,0.0586080586080586,14,116,142,0.0223642172523962,0.0742162507997441,0.0579119086460033,1216,0.262012497306615,37,300,879,0.0591054313099042,0.191938579654511,0.358482871125612,2156,0.464555052790347,5,396,1755,0.00798722044728434,0.253358925143954,0.715742251223491,96,0.0206851971557854,0,19,77,0,0.0121561100447857,0.0314029363784666,306,0.0659340659340659,0,32,274,0,0.0204734484964811,0.111745513866232,13,0.00280112044817927,0,6,7,0,0.00383877159309021,0.00285481239804241,2619,0.56431803490627,20,513,2086,0.0319488817891374,0.328214971209213,0.85073409461664,2776,0.598146951088128,30,592,2154,0.0479233226837061,0.378758797184901,0.878466557911909,651,0.14027149321267,0,136,515,0,0.0870121561100448,0.210032626427406
21211,77.09362625637462,77.006317138671875,75.10049133300782,80.27333526611329,94.35924840477938,94.77475280761712,87.4920978546143,99.7205917358399,88.54237737290498,88.84240341186523,83.56669998168938,91.95391006469727,0.353534348424063,0.353534348424063,0.353358064782575,0.428853474478508,-4.986322892636648e-4,-1.7628364148802866e-4,0.21304613367892625,0.07531912605444502,78.93648089559504,12.125821367729374,8.937697736675586,10.838420331381588,8.005601587116349,14.322219518130932,13.17230469700657,13.76247262107569,46.268852459016394,11.016454662154276,211100,63733,36.2,1,9.05223137503395e-5,0,0,1,0,0,2.26398007697532e-4,2190,0.198243867113243,5,658,1527,0.00351370344342937,0.126368350297676,0.345709757754132,2906,0.263057843758486,53,1338,1515,0.0372452565003514,0.256961782216247,0.342992981661761,1019,0.0922422377115959,51,666,302,0.0358397751229796,0.127904743614365,0.0683721983246547,4236,0.383452521046438,117,1798,2321,0.0822206605762474,0.345304397925869,0.525469775865972,5674,0.513623608219426,14,2020,3640,0.00983836964160225,0.387939312463991,0.824088748019017,279,0.0252557255363447,0,86,193,0,0.0165162281544075,0.0436948154856237,1145,0.103648049244139,2,277,866,0.00140548137737175,0.0531976185903591,0.196060674666063,33,0.0029872363537612,0,14,19,0,0.00268868830420588,0.00430156214625311,6476,0.586222503847198,31,2401,4044,0.0217849613492621,0.461110044171308,0.91555354312882,6835,0.61872001448357,43,2655,4137,0.0302178496134926,0.509890531976186,0.936608557844691,2604,0.235720105005884,11,968,1625,0.00773014757554462,0.185903591319378,0.36789676250849
21212,75.7078899331078,75.58109512329102,74.01428680419923,77.89350776672364,93.02041226506171,93.50357627868657,87.27713661193843,96.04151077270514,87.01503990295603,87.5649440765381,81.42675895690917,89.42594566345214,0.350383383989365,0.350383383989365,0.431266775259885,0.562220876942248,0.23084254267312793,0.08088339127051997,0.6045877248543062,0.21183749295288296,51.237871214348715,40.97030285210232,7.791825933548964,13.3015494636472,33.53289195661361,14.013525433695973,24.960305792413994,10.235224933842987,31.400661729951157,10.593041273418793,276500,73244,38.5,9,4.26924718941227e-4,0,5,4,0,4.5533193698206e-4,5.67536889897843e-4,4646,0.220388027133438,25,2021,2600,0.0081913499344692,0.184045168928149,0.368898978433598,4691,0.222522650728144,321,2483,1887,0.105176933158585,0.226117839905291,0.267735527809308,2583,0.122527394336132,320,1624,639,0.104849279161206,0.147891813131773,0.0906640181611805,7266,0.344670556425217,516,3681,3069,0.169069462647444,0.335215372006193,0.43544267877412,10887,0.516436601679237,65,5033,5789,0.0212975098296199,0.458337127766141,0.821367763904654,513,0.0243347089796499,0,221,292,0,0.020125671614607,0.0414301929625426,2026,0.0961054978416584,5,790,1231,0.00163826998689384,0.0719424460431655,0.174659477866061,49,0.00232436791423557,0,19,30,0,0.00173026136053183,0.00425652667423383,12340,0.585361225748304,127,5805,6408,0.0416120576671035,0.528640378836172,0.909194097616345,12880,0.610976708884778,172,6177,6531,0.0563564875491481,0.562517074947637,0.926645856980704,5304,0.25160096769603,24,2650,2630,0.00786369593709043,0.241325926600492,0.373155505107832
21213,79.11706569929174,79.4827299118042,75.14302558898926,80.94708213806152,95.65324611167642,95.43202018737799,88.19839515686036,99.42508697509761,89.98914138370574,89.8486137390137,84.47817039489752,94.0128990173339,0.136081374097349,0.136081374097349,0.139565944296905,0.200745131635734,0.0256065183253017,0.003484570199556003,0.4751844840435419,0.06466375753838499,7.777392619670374,89.57867204487442,2.643935335455197,28.151712784144873,5.276662938351207,10.979106923392052,27.28074874736079,15.066334730406833,48.374235846549126,25.7385354299625,96200,34917,35.6,6,1.91338733337585e-4,1,2,3,2.18962119553317e-4,1.01853738032186e-4,4.19287211740042e-4,8076,0.25754193507239,30,4633,3413,0.00656886358659952,0.235944184151558,0.477009084556254,9373,0.298902991262198,1011,5933,2429,0.221370702868404,0.302149113872479,0.339482879105521,5605,0.178742266726194,1008,3947,650,0.220713816509744,0.201008352006519,0.0908455625436757,12782,0.407615281586836,1334,8033,3415,0.292095467484125,0.409095538806274,0.477288609364081,17568,0.56023981121245,108,11092,6368,0.0236479089117583,0.564880831126502,0.890006988120196,987,0.0314752216340328,0,561,426,0,0.0285699735180281,0.059538784067086,3258,0.103896932202309,22,1729,1507,0.00481716663017298,0.0880525565288246,0.210621942697414,99,0.00315708910007016,0,61,38,0,0.00310653900998167,0.0053109713487072,19189,0.611933159002487,246,12198,6745,0.053864681410116,0.621205948258301,0.942697414395528,19919,0.635212704891894,352,12707,6860,0.0770746660827677,0.647127724587492,0.958770090845563,8556,0.272849033739397,51,5253,3252,0.0111670680972192,0.267518842941536,0.454507337526205
