objectid,nsa_name,temp_mean_am,temp_median_am,temp_min_am,temp_max_am,temp_mean_aft,temp_median_aft,temp_min_aft,temp_max_aft,temp_mean_pm,temp_median_pm,temp_min_pm,temp_max_pm,acres,09-63_mean,09-127_mean,17-127_mean,17-63_mean,change_percent_127,change_percent_point_127,change_percent_63,change_percent_point_63
208,Riverside,80.55481325384534,80.48087387084956,78.58186988830573,79.92674064636225,95.22483513712595,95.24204940795899,93.08134078979487,94.85905914306645,90.29357520539685,90.29570922851558,87.902430343628,89.76640853881833,188.93247085,0.157831115669557,0.07380889149953,0.035773483012011,0.089435669871388,-0.5153228522306313,-0.038035408487519004,-0.43334576650503487,-0.06839544579816899
209,Rognel Heights,76.83188573280933,76.89723491668694,74.76282310485848,76.10705528259273,94.17174250805817,94.14210166931156,90.66067504882807,93.49441299438476,88.38542140657634,88.21082859039302,84.50435562133785,87.59198760986337,108.74961037,0.207746398847267,0.097486806758213,0.211764598929995,0.334553793426334,1.1722385415209469,0.114277792171782,0.610395151409072,0.126807394579067
210,Roland Park,75.63719703101503,75.41878757476803,74.61465187072749,74.82775230407714,93.26334519069482,93.67333049774174,87.17639541625977,90.58298110961918,86.8409750183244,86.94846858978266,83.53048973083503,84.50124168396002,612.79569934,0.598844540103082,0.498810900029284,0.583467315481775,0.685648031248966,0.16971645055775844,0.08465641545249097,0.14495162823216545,0.08680349114588404
211,Rosebank,76.33246338850928,76.23351993560792,75.3694469451905,75.39476699829109,94.11855059347704,93.9296226501464,92.97268600463869,93.91755142211917,88.06736675570843,88.06321010589602,87.121886062622,87.65010185241704,42.3293164,0.208339172272048,0.139071842301943,0.219713424887892,0.316295310164425,0.5798555714165753,0.080641582585949,0.5181749390431893,0.10795613789237701
212,Rosemont,76.80420075129355,76.69002504348752,74.48350944519049,76.33214454650883,94.38632113013679,94.46201496124269,89.04217262268074,94.0655921936036,88.28466644573751,88.35245609283446,83.01230583190916,88.11697273254393,111.47135984,0.352947697984018,0.304277643260694,0.267432527117757,0.381431320898633,-0.12109044801352511,-0.03684511614293701,0.0807021070750965,0.028483622914615037
213,Rosemont East,77.43444197376093,77.39692230224605,76.36413879394539,76.9351806640625,93.98660058405733,93.88748321533203,92.8121688842774,93.7852210998536,88.10657281874853,88.09267921447749,87.42117767333991,88.04678039550788,161.33619216,0.414399769569367,0.318205705303122,0.320364460364859,0.449373440111783,0.006784149453513386,0.0021587550617370166,0.08439597005268523,0.03497367054241596
214,Rosemont Homeowners/Tenants,78.24737557611854,78.10813770294182,77.44673500061036,77.99034194946285,96.05623194812665,96.01418914794914,94.53990631103511,95.85001220703117,91.0065715936729,91.04191436767586,89.9640869140625,90.54861450195307,40.33445041,0.089360346116606,0.045942567194911,0.035242857668125,0.089335833609099,-0.23289315726290524,-0.010699709526785998,-2.743107941302374e-4,-2.451250750699907e-5
215,Sabina-Mattfeldt,74.97393946177607,74.95491304397589,73.90808677673348,74.58561363220214,95.09737663240271,95.20712490081785,92.8838272094726,95.27941665649418,86.82003610721434,86.68921785354617,84.32648696899417,86.33127899169915,75.6123276,0.231259806485356,0.042184231171548,0.347322829497908,0.475947960251046,7.233475397132918,0.30513859832636,1.0580660664056396,0.24468815376569003
216,Saint Agnes,78.38267590758913,78.29847755432132,77.45672569274906,78.10296211242681,95.13954974629277,95.04814071655274,92.83082504272465,94.94153213500977,89.75873858103444,89.69846496582038,88.26279220581063,89.66104278564453,53.31138051,0.37558530908956,0.306331074001613,0.250234123635824,0.345316136450037,-0.1831252364737038,-0.056096950365789044,-0.08059200375248218,-0.030269172639523
217,Saint Helena,79.11967432248528,78.99108314514162,78.52769012451165,78.61640472412105,94.93246731015086,95.3173040390015,92.64974288940428,94.6762260437012,89.31507296024805,89.32724380493168,88.25777626037595,89.29590187072748,36.29184877,0.314333978148925,0.131126883361033,0.078188431463368,0.162697872108547,-0.4037192873097504,-0.05293845189766501,-0.48240443789546644,-0.151636106040378
