zcta,temp_mean_am,temp_median_am,temp_min_am,temp_max_am,temp_mean_aft,temp_median_aft,temp_min_aft,temp_max_aft,temp_mean_pm,temp_median_pm,temp_min_pm,temp_max_pm,09-127_mean,09-63_mean,17-127_mean,17-63_mean,change_percent_127,change_percent_point_127,change_percent_63,change_percent_point_63,white_%,black_%,otherrace_or_multirace_%,poverty_%,single_family_detached_houses_%,65+_%,0-17_%,disabled_%,renter_%,vacancy_%,home_median_price_d,median_household_income_d,median_age_a,all_effects_heat_count,all_effects_heat_prev,q1_all_effects_heat_count,q2_all_effects_heat_count,q3_all_effects_heat_count,q4_all_effects_heat_count,q1_all_effects_heat_prev,q2_all_effects_heat_prev,q3_all_effects_heat_prev,q4_all_effects_heat_prev,kidney_disease_count,kidney_disease_prev,q1_kidney_disease_count,q2_kidney_disease_count,q3_kidney_disease_count,q4_kidney_disease_count,q1_kidney_disease_prev,q2_kidney_disease_prev,q3_kidney_disease_prev,q4_kidney_disease_prev,copd_count,copd_prev,q1_copd_count,q2_copd_count,q3_copd_count,q4_copd_count,q1_copd_prev,q2_copd_prev,q3_copd_prev,q4_copd_prev,asthma_count,asthma_prev,q1_asthma_count,q2_asthma_count,q3_asthma_count,q4_asthma_count,q1_asthma_prev,q2_asthma_prev,q3_asthma_prev,q4_asthma_prev,respiratory_count,respiratory_prev,q1_respiratory_count,q2_respiratory_count,q3_respiratory_count,q4_respiratory_count,q1_respiratory_prev,q2_respiratory_prev,q3_respiratory_prev,q4_respiratory_prev,hypertension_count,hypertension_prev,q1_hypertension_count,q2_hypertension_count,q3_hypertension_count,q4_hypertension_count,q1_hypertension_prev,q2_hypertension_prev,q3_hypertension_prev,q4_hypertension_prev,heart_attack_count,heart_attack_prev,q1_heart_attack_count,q2_heart_attack_count,q3_heart_attack_count,q4_heart_attack_count,q1_heart_attack_prev,q2_heart_attack_prev,q3_heart_attack_prev,q4_heart_attack_prev,congestive_artery_disease_count,congestive_artery_disease_prev,q1_congestive_artery_disease_count,q2_congestive_artery_disease_count,q3_congestive_artery_disease_count,q4_congestive_artery_disease_count,q1_congestive_artery_disease_prev,q2_congestive_artery_disease_prev,q3_congestive_artery_disease_prev,q4_congestive_artery_disease_prev,angina_pectoris_count,angina_pectoris_prev,q1_angina_pectoris_count,q2_angina_pectoris_count,q3_angina_pectoris_count,q4_angina_pectoris_count,q1_angina_pectoris_prev,q2_angina_pectoris_prev,q3_angina_pectoris_prev,q4_angina_pectoris_prev,heart_disease_count,heart_disease_prev,q1_heart_disease_count,q2_heart_disease_count,q3_heart_disease_count,q4_heart_disease_count,q1_heart_disease_prev,q2_heart_disease_prev,q3_heart_disease_prev,q4_heart_disease_prev,circulatory_count,circulatory_prev,q1_circulatory_count,q2_circulatory_count,q3_circulatory_count,q4_circulatory_count,q1_circulatory_prev,q2_circulatory_prev,q3_circulatory_prev,q4_circulatory_prev,diabetes_count,diabetes_prev,q1_diabetes_count,q2_diabetes_count,q3_diabetes_count,q4_diabetes_count,q1_diabetes_prev,q2_diabetes_prev,q3_diabetes_prev,q4_diabetes_prev
21201,79.87361994504451,79.84968185424805,78.18559303283692,82.969146728515625,96.00383101701705,95.90000686645514,93.14062576293938,102.78414993286131,90.72328355240577,90.64057693481438,88.6210151672363,95.54307479858389,0.066976919897342,0.066976919897342,0.067247402692694,0.104932081919525,0.004038447808089324,2.7048279535199504e-4,0.5666901684992124,0.03795516202218299,36.294064477252185,51.28653208797831,12.419403434769507,30.799122532121594,1.7527238275698722,9.99698704429045,14.275384151852968,16.101235311840917,88.41117415975557,13.178588346755093,189600,33877,30.1,32,4.18727591531234e-4,0,10,20,2,0,5.24191434711957e-4,9.93295257015148e-4,1.06854730993215e-4,1197,0.0156630289707152,306,307,315,269,0.0165468014924566,0.0160926770456571,0.0156444002979886,0.0143719613185874,11402,0.149197874957473,2799,2865,2864,2874,0.151354566592765,0.150180846044976,0.142239880804569,0.15355024843725,8727,0.114194865352909,2140,2191,2200,2196,0.115719461417834,0.11485034334539,0.109262478271666,0.11732649463055,16518,0.216141948653529,4364,4073,3829,4252,0.235981182068891,0.21350317135818,0.19016637695555,0.227173158091575,14792,0.193556829185313,3634,3744,3787,3627,0.196506786351592,0.19625727315615701,0.188080456915818,0.193781054656195,41,5.36494726649394e-4,11,9,11,10,5.94819661493538e-4,4.71772291240761e-4,5.46312391358331e-4,5.34273654966074e-4,747,0.00977467221480726,179,196,186,186,0.0096793381279403,0.0102741521203544,0.00923764589024087,0.00993748998236897,34,4.44898066001937e-4,6,5,12,11,3.24447088087384e-4,2.62095717355978e-4,5.95977154209089e-4,5.87701020462681e-4,15605,0.204195127057654,3825,3949,4010,3821,0.206835018655708,0.207003197567752,0.199155699031537,0.204145963562537,16044,0.209939546203973,3934,4039,4151,3920,0.212729140755962,0.211720920480159,0.206158430593494,0.209435272746701,6208,0.0812331527570595,1564,1566,1640,1438,0.0845725409614449,0.0820883786758924,0.0814502110752421,0.0768285515841214
21202,80.19052049361986,80.0326934814453,78.98687744140625,82.3582691192627,96.76669463339702,97.10995864868168,92.78232727050788,101.57000274658202,90.87795497714954,91.02001724243168,88.39640655517586,94.53840255737313,0.071559527943802,0.071559527943802,0.03834426958625,0.088717077004624,-0.4641626253269448,-0.033215258357552006,0.2397661017872612,0.017157549060821994,31.20525059665871,59.75766476959794,9.037084633743348,29.288528112689505,2.8362044351384794,8.24765926197907,11.460436937763907,10.81788140260694,78.77748876803027,19.501284857713905,230200,44656,32.5,33,4.00019394879752e-4,0,6,25,2,0,2.95057782149004e-4,0.00115537480358628,9.75609756097561e-5,1052,0.0127521334367727,281,263,265,243,0.0140338610597813,0.0129333661175313,0.0122469729180146,0.0118536585365854,10580,0.128248642358417,2662,2595,2588,2735,0.132947110822554,0.127612490779444,0.119604399667252,0.133414634146341,8244,0.0999321179208689,2140,2013,1971,2120,0.106877091344953,0.0989918859109909,0.0910897495147426,0.103414634146341,16400,0.198797517455392,4395,3899,3716,4390,0.219497577785547,0.191738382099828,0.171734910805065,0.214146341463415,13544,0.164177657098526,3298,3431,3405,3410,0.164710582829746,0.168723875092206,0.157362048248452,0.166341463414634,57,6.90942591155935e-4,21,14,11,11,0.00104879388702992,6.88468158347676e-4,5.08364913577965e-4,5.36585365853659e-4,876,0.0106186966640807,246,226,211,193,0.0122858712480647,0.0111138431276125,0.00975136334226823,0.00941463414634146,26,3.15166795965865e-4,7,7,8,4,3.49597962343305e-4,3.44234079173838e-4,3.69719937147611e-4,1.95121951219512e-4,14482,0.175547905352987,3546,3651,3650,3635,0.177096339209909,0.179542660437669,0.168684721323597,0.177317073170732,14858,0.180105702094647,3651,3757,3720,3730,0.182340308645058,0.184755347922301,0.171919770773639,0.181951219512195,5656,0.0685608999224205,1381,1408,1440,1427,0.0689706837137292,0.0692402262109663,0.0665495886865699,0.069609756097561
21205,79.2656772543233,79.64676780700684,75.66693954467775,81.44292259216309,95.96622133578614,95.74159774780273,90.02451858520514,100.58579254150395,90.3104171369339,90.42742156982413,85.2385581970214,93.42607116699213,0.195014546167123,0.195014546167123,0.157381614549182,0.22256464753808,-0.19297499780190974,-0.037632931617940985,0.14127203284285883,0.02755010137095701,22.998780983340104,68.82026276581335,8.180956250846535,37.13189973976168,3.0760547481303795,10.618989570635243,29.506975484220504,20.62169849654612,66.4236305851561,24.523775927755047,52500,28675,31,18,2.43082283352915e-4,0,2,13,3,0,1.09253796569431e-4,6.54615036003827e-4,1.63478829491581e-4,1091,0.0147334872854461,245,295,303,248,0.0139736496891576,0.016114934993991,0.0152575658391661,0.0135142499046374,11456,0.154708368782833,2824,2745,2962,2925,0.161067700906861,0.149950835791544,0.149151518203333,0.159391858754291,9367,0.126497319342597,2325,2213,2434,2395,0.132607083784863,0.120889325904075,0.122564076741024,0.130510598877445,17120,0.231198260611217,4536,4040,4011,4533,0.258712142816403,0.22069266907025,0.201973916108565,0.247016511361779,11811,0.159502491593404,2848,3004,3097,2862,0.16243654822335,0.164099202447285,0.155949443577219,0.155958803334968,50,6.75228564869208e-4,10,15,19,6,5.70353048537044e-4,8.19403474270731e-4,9.56745052620978e-4,3.26957658983162e-4,1025,0.0138421855798188,226,264,273,262,0.0128899788969372,0.0144215011471649,0.0137469157560804,0.0142771511089314,34,4.59155424111062e-4,6,9,14,5,3.42211829122227e-4,4.91642084562439e-4,7.04970038773352e-4,2.72464715819301e-4,12761,0.172331834325919,3075,3230,3369,3087,0.175383562425141,0.176444881459631,0.16964600433053,0.168219715546837,13066,0.176450728571622,3147,3319,3444,3156,0.179490104374608,0.18130667540697,0.173422629538245,0.171979728625143,5058,0.0683061216221691,1177,1307,1378,1196,0.0671305538128101,0.071397356058123,0.0693891938164057,0.0651735600239769
21206,77.06668020893237,77.12355842590333,73.60731201171876,79.01005859375,93.99647413583618,94.12236747741704,87.08526039123535,97.5059677124024,88.02602991343238,88.09003219604486,82.9335990905762,90.63322296142586,0.291308204234786,0.291308204234786,0.304935423703268,0.414010170735762,0.046779387845523414,0.013627219468482,0.4212101297431424,0.12270196650097603,22.886891414978454,71.35336440033538,5.75974418468617,14.026050917702781,36.376513593785695,10.548482071480102,23.641468598280266,11.23676565211457,40.87530966143683,11.46447338359607,150600,50975,37.2,42,2.85650160168126e-4,0,17,25,0,0,4.65574848003505e-4,6.43550338507478e-4,0,2411,0.0163976794325083,570,654,586,601,0.0160717306716292,0.0179109382702525,0.0150848199346153,0.0165994586532619,20088,0.136622390891841,5031,5054,4832,5171,0.141854170191169,0.138412663635866,0.124385409426725,0.142821631773739,16544,0.112518958329083,4132,4173,3943,4296,0.11650594935995,0.114284931806978,0.101500759389399,0.118654366679556,32923,0.223915719600362,8910,7923,7258,8832,0.251226526814414,0.216985265925398,0.186835534275491,0.243937468927802,27043,0.183924697176824,6637,6903,7175,6328,0.187136976258952,0.189050775045188,0.184698947151646,0.174777661161134,93,6.32511068943707e-4,20,20,28,25,5.63920374443129e-4,5.47735115298242e-4,7.20776379128375e-4,6.90493288405237e-4,1635,0.0111199526636877,395,460,408,372,0.0111374273952518,0.0125979076518596,0.010502741524442,0.0102745401314699,52,3.53662103065298e-4,16,14,11,11,4.51136299554503e-4,3.83414580708769e-4,2.8316214894329e-4,3.03817046898304e-4,29088,0.197833139499296,7136,7406,7732,6814,0.201206789601308,0.202826313194939,0.199037248693593,0.18820085068773099,29773,0.202491957587752,7288,7579,7942,6964,0.205492584447076,0.207564221942269,0.204443071537056,0.192343810418163,12063,0.0820428067168595,2868,3128,3160,2907,0.0808661816951446,0.085665772032645,0.0813447627873452,0.0802905595757609
21207,75.82519108693873,75.68937911987305,73.45536079406739,79.33985443115235,92.9522396594138,93.49630813598631,87.08317298889152,96.61694030761713,86.92154544979869,87.37962875366216,81.17417640686037,90.9349693298339,0.268344453976329,0.268344453976329,0.439981712964558,0.552686243552869,0.6396154511297235,0.171637258988229,1.0596149291075796,0.28434178957654,10.107165806438239,84.6423315299629,5.250502663598851,13.014027972320363,49.861004601226995,18.70323155690981,19.665029123396142,16.576498144808575,37.840785169029445,12.09739263803681,180300,59013,41.8,33,2.69225121151305e-4,1,10,20,2,3.36995349464177e-5,3.25945241199478e-4,6.30080020162561e-4,6.5621103746965e-5,2141,0.0174669995268165,493,642,519,487,0.0166138707285839,0.0209256844850065,0.0163505765232184,0.015978738762386,12371,0.100926787083721,3016,3078,2960,3317,0.101637797398396,0.100325945241199,0.093251842984059,0.108832600564341,9715,0.0792582439995431,2350,2430,2329,2606,0.0791939071240817,0.0792046936114733,0.0733728183479302,0.0855042981822954,22223,0.181302723252892,6171,5336,4684,6032,0.207959830154344,0.173924380704042,0.147564740722072,0.197913248900847,21247,0.173340186336417,4936,5524,5555,5232,0.166340904495518,0.180052151238592,0.175004725600151,0.17166480740206,55,4.48708535252174e-4,17,17,8,13,5.72892094089102e-4,5.54106910039113e-4,2.52032008065024e-4,4.26537174355273e-4,1416,0.0115522051984923,338,367,366,345,0.0113904428118892,0.0119621903520209,0.0115304643689749,0.0113196403963515,48,3.91600176220079e-4,11,7,14,16,3.70694884410595e-4,2.28161668839635e-4,4.41056014113792e-4,5.2496882997572e-4,22595,0.184337624618598,5268,5844,5919,5564,0.177529150097729,0.190482398956975,0.18647218196711,0.182557910624057,23335,0.190374794001991,5437,6016,6134,5748,0.183224371503673,0.196088657105606,0.193245542183857,0.188595052168777,9252,0.0754809339664203,2148,2460,2376,2268,0.0723866010649053,0.0801825293350717,0.0748535063953122,0.0744143316490583
21209,75.0855189314341,75.02369689941406,72.55812797546386,77.42647895812988,92.20514332751348,93.10016174316404,87.17809486389152,97.11979827880856,86.010928415321,86.32015876770026,81.58744430541987,88.95299453735359,0.363551520254842,0.363551520254842,0.509105628165897,0.61360219205356,0.40036721015229043,0.145554107911055,0.6877998244194874,0.25005067179871804,73.12650207559537,16.08404340543296,10.78945451897167,7.645471780662097,31.701497449399373,17.810064816837812,24.076906270482848,9.40572427354162,39.35673525851634,4.837913444133619,296700,78900,37.2,11,3.93968697396225e-4,0,7,4,0,0,9.88421349901158e-4,5.41052346814554e-4,0,353,0.0126428136528061,73,109,91,80,0.0108971488281833,0.0153911324484609,0.0123089408900311,0.0118571216837113,1795,0.0642885283478385,448,464,450,433,0.0668756530825496,0.0655182151934482,0.0608683890166374,0.0641766711130873,1330,0.0476343970488163,319,347,336,328,0.0476190476190476,0.0489974583451003,0.0454483971324226,0.0486141989032162,3751,0.134343325812113,1074,888,805,984,0.160322436184505,0.125388308387461,0.108886784796429,0.145842596709649,4569,0.163640270763941,1073,1202,1168,1126,0.16017316017316,0.169726066083027,0.15798728526985,0.166888987698236,12,4.29784033523155e-4,1,4,3,4,1.49276011344977e-4,5.64812199943519e-4,4.05789260110916e-4,5.92856084185564e-4,287,0.0102790014684288,60,76,78,73,0.00895656068069861,0.0107314317989269,0.0105505207628838,0.0108196235363865,16,5.73045378030873e-4,1,7,5,3,1.49276011344977e-4,9.88421349901158e-4,6.76315433518193e-4,4.44642063139173e-4,5120,0.183374520969879,1182,1351,1330,1257,0.176444245409763,0.190765320530923,0.179899905315839,0.186305024455313,5319,0.190501772859138,1238,1381,1391,1309,0.184803702045081,0.1950014120305,0.188150953604761,0.194012153549726,1554,0.0556570323412485,384,403,411,356,0.0573219883564711,0.0569048291443095,0.0555931286351955,0.0527641914925152
21210,75.25401784506718,75.12181510925294,73.95297966003417,78.99807319641113,92.62391692253019,93.20989456176764,87.17639541625977,97.35634765625001,86.28714245284304,86.6057483673095,81.4077011108399,90.3920112609863,0.349971872670005,0.349971872670005,0.51491994453018,0.61827737308554,0.4713180822268753,0.16494807186017496,0.7666487548515798,0.26830550041553497,72.60453532573077,8.854371477257832,18.541093197011403,8.354997758852532,33.47532836350728,15.624590378817668,13.291388124262681,4.561541486433347,40.27541973212602,5.9105431309904155,436900,93203,30.9,2,2.24719101123596e-4,0,0,2,0,0,0,8.44238075137189e-4,0,110,0.0123595505617978,22,28,30,30,0.0102659822678488,0.0127620783956244,0.0126635711270578,0.0136736554238833,603,0.067752808988764,131,144,162,166,0.0611292580494634,0.0656335460346399,0.0683832840861123,0.0756608933454877,416,0.0467415730337079,83,106,113,114,0.0387307512832478,0.0483135824977211,0.0476994512452512,0.0519598906107566,1119,0.125730337078652,302,269,246,302,0.140923938404106,0.12260711030082,0.103841283241874,0.137648131267092,1594,0.179101123595506,365,389,428,412,0.170321978534764,0.177301731996354,0.180666948079358,0.187784867821331,15,0.00168539325842697,5,5,2,3,0.00233317778814746,0.00227894257064722,8.44238075137189e-4,0.00136736554238833,88,0.0098876404494382,18,21,27,22,0.00839944003733084,0.00957155879671832,0.011397214014352,0.0100273473108478,11,0.00123595505617978,3,0,4,4,0.00139990667288847,0,0.00168847615027438,0.00182315405651778,1891,0.21247191011236,441,472,509,469,0.205786280914606,0.215132178669098,0.214858590122415,0.213764813126709,1952,0.219325842696629,462,489,519,482,0.215585627624825,0.222880583409298,0.2190797804981,0.219690063810392,415,0.0466292134831461,88,101,117,109,0.0410639290713952,0.0460346399270738,0.0493879273955255,0.0496809480401094
21211,77.09362625637462,77.006317138671875,75.10049133300782,80.27333526611329,94.35924840477938,94.77475280761712,87.4920978546143,99.7205917358399,88.54237737290498,88.84240341186523,83.56669998168938,91.95391006469727,0.353534348424063,0.353534348424063,0.353358064782575,0.428853474478508,-4.986322892636648e-4,-1.7628364148802866e-4,0.21304613367892625,0.07531912605444502,78.93648089559504,12.125821367729374,8.937697736675586,10.838420331381588,8.005601587116349,14.322219518130932,13.17230469700657,13.76247262107569,46.268852459016394,11.016454662154276,211100,63733,36.2,7,2.33730675481652e-4,0,1,6,0,0,1.363698349925e-4,7.3215375228798e-4,0,438,0.0146248622658519,110,111,116,101,0.0153395621252266,0.0151370516841675,0.0141549725442343,0.0139310344827586,3704,0.123676917426291,904,848,1002,950,0.126063310556408,0.11564162007364,0.122269676632093,0.131034482758621,2172,0.0725232895923069,536,504,587,545,0.074745502719286,0.0687303968362198,0.0716290420988408,0.075172413793103507,5720,0.190991351965007,1530,1288,1395,1507,0.213359364105425,0.17564434747034,0.170225747406955,0.207862068965517,5943,0.198437343483923,1491,1467,1583,1402,0.207920792079208,0.200054547933997,0.193166564978646,0.193379310344828,26,8.68142508931851e-4,7,6,7,6,9.76153953423511e-4,8.18219009954998e-4,8.54179377669311e-4,8.27586206896552e-4,446,0.014891983037831,104,106,118,118,0.0145028587365779,0.014455202509205,0.0143990237949969,0.0162758620689655,12,4.00681157968547e-4,6,3,1,2,8.36703388648724e-4,4.09109504977499e-4,1.2202562538133e-4,2.75862068965517e-4,6545,0.218538181575345,1638,1600,1751,1556,0.228420025101102,0.218191735987999,0.213666870042709,0.214620689655172,6704,0.223847206918428,1653,1642,1813,1596,0.230511783572723,0.223919269057684,0.221232458816351,0.220137931034483,2413,0.0805703028481752,594,587,644,588,0.0828336354762237,0.0800490931405973,0.0785845027455766,0.0811034482758621
21212,75.7078899331078,75.58109512329102,74.01428680419923,77.89350776672364,93.02041226506171,93.50357627868657,87.27713661193843,96.04151077270514,87.01503990295603,87.5649440765381,81.42675895690917,89.42594566345214,0.350383383989365,0.350383383989365,0.431266775259885,0.562220876942248,0.23084254267312793,0.08088339127051997,0.6045877248543062,0.21183749295288296,51.237871214348715,40.97030285210232,7.791825933548964,13.3015494636472,33.53289195661361,14.013525433695973,24.960305792413994,10.235224933842987,31.400661729951157,10.593041273418793,276500,73244,38.5,18,2.50916542370046e-4,0,7,10,1,0,3.84932636788562e-4,5.2820621170505e-4,5.65099457504521e-5,1366,0.0190417776043046,335,346,343,342,0.0197943748522808,0.0190266703326918,0.0181174730614832,0.0193264014466546,9032,0.125904345038125,2192,2334,2177,2329,0.129520207988655,0.128347539180643,0.114990492288189,0.131611663652803,7265,0.101272704462133,1766,1896,1741,1862,0.104348853698889,0.104261754193016,0.0919607014578491,0.105221518987342,15002,0.209124998257524,4020,3684,3308,3990,0.237532498227369,0.202584547704152,0.17473061483203,0.225474683544304,14742,0.205500648201068,3612,3760,3791,3579,0.213424722287875,0.206763816332142,0.200242974857384,0.202249095840868,65,9.06087514114056e-4,15,21,12,17,8.8631529189317e-4,0.00115479791036569,6.3384745404606e-4,9.60669077757685e-4,935,0.013033720395333,235,273,236,191,0.0138856062396597,0.0150123728347539,0.0124656665962392,0.0107933996383363,31,4.32134045192857e-4,9,6,8,8,5.31789175135902e-4,3.29942260104482e-4,4.2256496936404e-4,4.52079566003617e-4,15940,0.222200538076585,3910,4073,4115,3842,0.231032852753486,0.223975804234259,0.217356856116628,0.217111211573237,16319,0.227483725274266,4001,4176,4219,3923,0.236409832190971,0.229639813032719,0.22285020071836,0.221688517179024,6176,0.0860922536487447,1471,1646,1581,1478,0.0869179862916568,0.0905141600219962,0.0835094020705684,0.0835216998191682
21213,79.11706569929174,79.4827299118042,75.14302558898926,80.94708213806152,95.65324611167642,95.43202018737799,88.19839515686036,99.42508697509761,89.98914138370574,89.8486137390137,84.47817039489752,94.0128990173339,0.136081374097349,0.136081374097349,0.139565944296905,0.200745131635734,0.0256065183253017,0.003484570199556003,0.4751844840435419,0.06466375753838499,7.777392619670374,89.57867204487442,2.643935335455197,28.151712784144873,5.276662938351207,10.979106923392052,27.28074874736079,15.066334730406833,48.374235846549126,25.7385354299625,96200,34917,35.6,44,2.99576507754946e-4,0,9,35,0,0,2.43948716558697e-4,8.94797392304742e-4,0,2635,0.0179405476803246,634,694,683,624,0.0181604651828936,0.0188111565879706,0.0174613319698325,0.0173550271172299,23243,0.15825129022155,5620,5997,5744,5882,0.160980779696944,0.162551161466945,0.146849034897098,0.163593380614657,19389,0.132011111565015,4629,5005,4826,4929,0.132594311248604,0.135662591819586,0.123379777578934,0.137088026700042,34911,0.237693533232567,9080,8664,7981,9186,0.260089942997909,0.234841297807172,0.204039371085261,0.255486024196913,28261,0.192416629219603,6800,7236,7496,6729,0.194781014579932,0.196134768113192,0.191640035791896,0.18715060492282,104,7.08089927420782e-4,28,25,25,26,8.02039471799719e-4,6.77635323774158e-4,6.39140994503387e-4,7.23126129884578e-4,1792,0.0122009341340196,462,456,481,393,0.0132336512846954,0.0123600683056406,0.0122970727342452,0.01093032957864,48,3.26810735732669e-4,9,12,18,9,2.5779840164991e-4,3.25264955411596e-4,4.60181516042439e-4,2.50312891113892e-4,29828,0.203085638029876,7168,7643,7912,7105,0.205322104780728,0.207166671184235,0.202275341940432,0.197608121262689,30392,0.206925664174735,7283,7802,8063,7244,0.208616195468477,0.211476431843439,0.206135753547233,0.201474064803226,12541,0.0853861132671542,3011,3166,3351,3013,0.0862478874853198,0.0858157374027593,0.085670458903234,0.0837991934362397
21214,77.23124366852244,77.20929641723633,75.41851463317872,79.57147369384765,93.81088064232355,93.76628341674812,89.33072166442868,97.05000076293938,88.1883452314301,88.14786148071283,84.94098663330087,91.83670654296884,0.337783970318743,0.337783970318743,0.34597502954229,0.474097842117178,0.024249401816840602,0.00819105922354696,0.4035534062489855,0.13631387179843496,39.55266955266955,55.73833573833574,4.708994708994709,12.06930114853027,65.08383031394172,13.395863395863397,20.553150553150555,13.915343915343914,24.927021195583198,11.342410262180714,179400,65792,41,16,3.38495388000338e-4,0,3,13,0,0,2.5722369887679e-4,0.00103035586906555,0,940,0.0198866040450199,202,249,258,231,0.0177395275313954,0.0213495670067736,0.0204486010937624,0.0199120765451254,5863,0.124037403740374,1505,1444,1418,1496,0.132168262053219,0.123810340392695,0.112388047871919,0.128954400482717,4511,0.0954345434543454,1132,1113,1084,1182,0.0994116097303943,0.095429992283289,0.0859158278513117,0.101887768295837,9868,0.208767030549209,2747,2351,2179,2591,0.241240010538333,0.201577638686444,0.17270349528414,0.223342815274545,9704,0.205297452822205,2389,2431,2557,2327,0.20980064986388,0.208436937323159,0.202663073630816,0.200586156365831,40,8.46238470000846e-4,13,6,14,7,0.00114165276192149,5.1444739775358e-4,0.00110961401283982,6.03396258943195e-4,592,0.0125243293560125,149,146,167,130,0.0130850970404848,0.0125182200120038,0.0132361100103036,0.0112059305232308,24,5.07743082000508e-4,3,9,6,6,2.6345832967419e-4,7.7167109663037e-4,4.75548862645637e-4,5.17196793379881e-4,10490,0.221926038757722,2608,2623,2738,2521,0.229033107930096,0.224899254051273,0.217008797653959,0.217308852685113,10737,0.227151561309977,2663,2696,2804,2574,0.233863177307456,0.231158364057275,0.222239835143061,0.221877424359969,4154,0.0878818651095879,971,1112,1065,1006,0.0852726793712128,0.0953442510503301,0.0844099231196005,0.0867166623566934
21215,77.0554546777435,76.99156112670899,74.70027313232421,79.09962120056153,94.53503445535904,94.62790679931645,87.67112693786618,97.12892379760736,88.61220222733778,88.65509510040278,83.34546279907227,92.13212203979487,0.168566520388899,0.168566520388899,0.250216383960293,0.3659171950494,0.484377700761812,0.081649863571394,1.1707584294033848,0.19735067466050102,17.04262339236415,80.74203757322739,2.2153390344084585,25.59840653868608,19.997776377719305,17.975220523870448,22.44293313581577,18.109891589791932,50.799981870099266,18.23370270170107,122200,36500,41.8,55,2.51853412155819e-4,3,13,39,0,5.6791292001893e-5,2.37074860946476e-4,6.79430671939513e-4,0,2847,0.0130368484437749,684,786,709,668,0.0129484145764316,0.0143339108233792,0.0123517011898747,0.0125281320330083,22112,0.101254229992536,5496,5567,5300,5749,0.104041646947468,0.101522750068387,0.0923328861866518,0.107820705176294,16654,0.0762612132007821,4019,4168,4130,4337,0.0760814008518694,0.0760098477249932,0.0719499660284664,0.0813390847711928,38541,0.176485133779953,10616,9314,8297,10314,0.200965451964032,0.169855019604267,0.144544520130311,0.193435858964741,34055,0.155943053653935,8244,8771,8648,8392,0.156062470421202,0.159952585027811,0.150659396177767,0.157389347336834,81,3.70911388811298e-4,17,26,21,17,3.21817321344061e-4,4.74149721892952e-4,3.65847284890507e-4,3.18829707426857e-4,2077,0.0095109006735934,497,558,529,493,0.00940842404164695,0.0101759824929333,0.00921586731938468,0.00924606151537885,86,3.93807153552736e-4,24,17,18,27,4.54330336015144e-4,3.1002097200693e-4,3.13583387049006e-4,5.06376594148537e-4,36448,0.166900966659187,8824,9403,9289,8932,0.167042120208235,0.171478070575362,0.161826449016568,0.167516879219805,37663,0.172464637491357,9114,9708,9612,9229,0.172531945101751,0.177040211543722,0.167453528684169,0.173087021755439,14805,0.0677943593993983,3603,3814,3772,3616,0.0682063416942735,0.069554116896143,0.0657131408860473,0.0678169542385596
