zcta,temp_mean_am,temp_median_am,temp_min_am,temp_max_am,temp_mean_aft,temp_median_aft,temp_min_aft,temp_max_aft,temp_mean_pm,temp_median_pm,temp_min_pm,temp_max_pm,09-127_mean,09-63_mean,17-127_mean,17-63_mean,change_percent_127,change_percent_point_127,change_percent_63,change_percent_point_63,white_%,black_%,otherrace_or_multirace_%,poverty_%,single_family_detached_houses_%,65+_%,0-17_%,disabled_%,renter_%,vacancy_%,home_median_price_d,median_household_income_d,median_age_a,all_effects_heat_count,all_effects_heat_prev,medicaid_all_effects_heat_count,not_medicaid_all_effects_heat_count,commercial_all_effects_heat_count,medicaid_all_effects_heat_prev,not_medicaid_all_effects_heat_prev,commercial_all_effects_heat_prev,kidney_disease_count,kidney_disease_prev,medicaid_kidney_disease_count,not_medicaid_kidney_disease_count,commercial_kidney_disease_count,medicaid_kidney_disease_prev,not_medicaid_kidney_disease_prev,commercial_kidney_disease_prev,copd_count,copd_prev,medicaid_copd_count,not_medicaid_copd_count,commercial_copd_count,medicaid_copd_prev,not_medicaid_copd_prev,commercial_copd_prev,asthma_count,asthma_prev,medicaid_asthma_count,not_medicaid_asthma_count,commercial_asthma_count,medicaid_asthma_prev,not_medicaid_asthma_prev,commercial_asthma_prev,respiratory_count,respiratory_prev,medicaid_respiratory_count,not_medicaid_respiratory_count,commercial_respiratory_count,medicaid_respiratory_prev,not_medicaid_respiratory_prev,commercial_respiratory_prev,hypertension_count,hypertension_prev,medicaid_hypertension_count,not_medicaid_hypertension_count,commercial_hypertension_count,medicaid_hypertension_prev,not_medicaid_hypertension_prev,commercial_hypertension_prev,heart_attack_count,heart_attack_prev,medicaid_heart_attack_count,not_medicaid_heart_attack_count,commercial_heart_attack_count,medicaid_heart_attack_prev,not_medicaid_heart_attack_prev,commercial_heart_attack_prev,congestive_artery_disease_count,congestive_artery_disease_prev,medicaid_congestive_artery_disease_count,not_medicaid_congestive_artery_disease_count,commercial_congestive_artery_disease_count,medicaid_congestive_artery_disease_prev,not_medicaid_congestive_artery_disease_prev,commercial_congestive_artery_disease_prev,angina_pectoris_count,angina_pectoris_prev,medicaid_angina_pectoris_count,not_medicaid_angina_pectoris_count,commercial_angina_pectoris_count,medicaid_angina_pectoris_prev,not_medicaid_angina_pectoris_prev,commercial_angina_pectoris_prev,heart_disease_count,heart_disease_prev,medicaid_heart_disease_count,not_medicaid_heart_disease_count,commercial_heart_disease_count,medicaid_heart_disease_prev,not_medicaid_heart_disease_prev,commercial_heart_disease_prev,circulatory_count,circulatory_prev,medicaid_circulatory_count,not_medicaid_circulatory_count,commercial_circulatory_count,medicaid_circulatory_prev,not_medicaid_circulatory_prev,commercial_circulatory_prev,diabetes_count,diabetes_prev,medicaid_diabetes_count,not_medicaid_diabetes_count,commercial_diabetes_count,medicaid_diabetes_prev,not_medicaid_diabetes_prev,commercial_diabetes_prev
21201,79.87361994504451,79.84968185424805,78.18559303283692,82.969146728515625,96.00383101701705,95.90000686645514,93.14062576293938,102.78414993286131,90.72328355240577,90.64057693481438,88.6210151672363,95.54307479858389,0.066976919897342,0.066976919897342,0.067247402692694,0.104932081919525,0.004038447808089324,2.7048279535199504e-4,0.5666901684992124,0.03795516202218299,36.294064477252185,51.28653208797831,12.419403434769507,30.799122532121594,1.7527238275698722,9.99698704429045,14.275384151852968,16.101235311840917,88.41117415975557,13.178588346755093,189600,33877,30.1,32,4.18727591531234e-4,16,16,2,4.05597241938755e-4,4.32736517552875e-4,5.93647966755714e-4,1197,0.0156630289707152,274,923,26,0.00694585276820118,0.0249634878563315,0.00771742356782428,11402,0.149197874957473,6404,4998,403,0.162340296085987,0.135176069670579,0.119620065301276,8727,0.114194865352909,5203,3524,296,0.131895153112959,0.0953102179910207,0.0878598990798456,16518,0.216141948653529,9374,7144,651,0.237629284120868,0.193216855087359,0.193232413178985,14792,0.193556829185313,6399,8393,420,0.162213546947881,0.22699734948883,0.1246660730187,41,5.36494726649394e-4,17,24,3,4.30947069559927e-4,6.49104776329313e-4,8.90471950133571e-4,747,0.00977467221480726,227,520,11,0.00575441087000608,0.0140639368204684,0.00326506381715643,34,4.44898066001937e-4,9,25,1,2.2814844859055e-4,6.76150808676367e-4,2.96823983377857e-4,15605,0.204195127057654,6670,8935,459,0.169083350233218,0.241656299020934,0.136242208370436,16044,0.209939546203973,6874,9170,480,0.174254715067938,0.248012116622491,0.142475512021371,6208,0.0812331527570595,2474,3734,184,0.06271547353478,0.100989884783902,0.0546156129415257
21202,80.19052049361986,80.0326934814453,78.98687744140625,82.3582691192627,96.76669463339702,97.10995864868168,92.78232727050788,101.57000274658202,90.87795497714954,91.02001724243168,88.39640655517586,94.53840255737313,0.071559527943802,0.071559527943802,0.03834426958625,0.088717077004624,-0.4641626253269448,-0.033215258357552006,0.2397661017872612,0.017157549060821994,31.20525059665871,59.75766476959794,9.037084633743348,29.288528112689505,2.8362044351384794,8.24765926197907,11.460436937763907,10.81788140260694,78.77748876803027,19.501284857713905,230200,44656,32.5,33,4.00019394879752e-4,16,17,0,3.53520846682428e-4,4.56535166635336e-4,0,1052,0.0127521334367727,245,807,23,0.00541328796482468,0.0216719929102774,0.00615302300695559,10580,0.128248642358417,6214,4366,332,0.137298658830288,0.117248972795875,0.0888175494917068,8244,0.0999321179208689,5032,3212,295,0.111182306281624,0.0862582914842764,0.0789192081326913,16400,0.198797517455392,9839,6561,625,0.217393225656775,0.176195719311438,0.167201712145532,13544,0.164177657098526,6161,7383,466,0.136127621025652,0.198270537368746,0.124665596575709,57,6.90942591155935e-4,15,42,3,3.31425793764776e-4,0.0011279104116873,8.02568218298555e-4,876,0.0106186966640807,256,620,23,0.00565633354691884,0.0166501060772887,0.00615302300695559,26,3.15166795965865e-4,5,21,2,1.10475264588259e-4,5.6395520584365e-4,5.35045478865704e-4,14482,0.175547905352987,6506,7976,518,0.143750414282242,0.214195558181379,0.138576779026217,14858,0.180105702094647,6689,8169,541,0.147793808966172,0.21937857507318,0.144729802033173,5656,0.0685608999224205,2624,3032,201,0.0579774188559182,0.0814243897199022,0.0537720706260032
21205,79.2656772543233,79.64676780700684,75.66693954467775,81.44292259216309,95.96622133578614,95.74159774780273,90.02451858520514,100.58579254150395,90.3104171369339,90.42742156982413,85.2385581970214,93.42607116699213,0.195014546167123,0.195014546167123,0.157381614549182,0.22256464753808,-0.19297499780190974,-0.037632931617940985,0.14127203284285883,0.02755010137095701,22.998780983340104,68.82026276581335,8.180956250846535,37.13189973976168,3.0760547481303795,10.618989570635243,29.506975484220504,20.62169849654612,66.4236305851561,24.523775927755047,52500,28675,31,18,2.43082283352915e-4,6,12,3,1.40403425843591e-4,3.8320293788919e-4,8.63806507342355e-4,1091,0.0147334872854461,295,796,24,0.00690316843730987,0.0254191282133163,0.00691045205873884,11456,0.154708368782833,7226,4230,389,0.169092525857631,0.13507903560594,0.112006910452059,9367,0.126497319342597,6332,3035,319,0.148172415406936,0.0969184097078078,0.0918514252807371,17120,0.231198260611217,10960,6160,655,0.256470257874292,0.196710841449784,0.188597754103081,11811,0.159502491593404,5152,6659,666,0.120559741657696,0.212645696950343,0.191765044630003,50,6.75228564869208e-4,20,30,0,4.68011419478635e-4,9.58007344722976e-4,0,1025,0.0138421855798188,415,610,29,0.00971123695418168,0.0194794826760338,0.0083501295709761,34,4.59155424111062e-4,20,14,1,4.68011419478635e-4,4.47070094204056e-4,2.87935502447452e-4,12761,0.172331834325919,5522,7239,710,0.129217952918051,0.231167172281654,0.204434206737691,13066,0.176450728571622,5706,7360,725,0.133523657977255,0.235031135238704,0.208753239274403,5058,0.0683061216221691,1954,3104,304,0.0457247156830627,0.0991218266006706,0.0875323927440253
21206,77.06668020893237,77.12355842590333,73.60731201171876,79.01005859375,93.99647413583618,94.12236747741704,87.08526039123535,97.5059677124024,88.02602991343238,88.09003219604486,82.9335990905762,90.63322296142586,0.291308204234786,0.291308204234786,0.304935423703268,0.414010170735762,0.046779387845523414,0.013627219468482,0.4212101297431424,0.12270196650097603,22.886891414978454,71.35336440033538,5.75974418468617,14.026050917702781,36.376513593785695,10.548482071480102,23.641468598280266,11.23676565211457,40.87530966143683,11.46447338359607,150600,50975,37.2,42,2.85650160168126e-4,11,31,8,1.70921578072315e-4,3.7495766606996e-4,5.23834468308015e-4,2411,0.0163976794325083,284,2127,162,0.0044128843793216,0.0257269340558324,0.0106076479832373,20088,0.136622390891841,10062,10026,1677,0.156346628960331,0.121268566452175,0.109808800419068,16544,0.112518958329083,9048,7496,1463,0.140590767127119,0.0906671827374329,0.0957962283918282,32923,0.223915719600362,16809,16114,3061,0.261183709619777,0.194905413904882,0.200432163436354,27043,0.183924697176824,6890,20153,3051,0.107059061174387,0.243758769171223,0.199777370350969,93,6.32511068943707e-4,12,81,13,1.86459903351617e-4,9.79728095215056e-4,8.51231011000524e-4,1635,0.0111199526636877,283,1352,121,0.0043973460540423,0.0163529924040834,0.00792299633315872,52,3.53662103065298e-4,10,42,4,1.55383252793014e-4,5.08007160481881e-4,2.61917234154007e-4,29088,0.197833139499296,7394,21694,3298,0.114890377115155,0.262397793797474,0.215950759559979,29773,0.202491957587752,7654,22119,3367,0.118930341687773,0.267538342445208,0.220468831849136,12063,0.0820428067168595,3086,8977,1304,0.0479512718119241,0.108580482848711,0.0853850183342064
21207,75.82519108693873,75.68937911987305,73.45536079406739,79.33985443115235,92.9522396594138,93.49630813598631,87.08317298889152,96.61694030761713,86.92154544979869,87.37962875366216,81.17417640686037,90.9349693298339,0.268344453976329,0.268344453976329,0.439981712964558,0.552686243552869,0.6396154511297235,0.171637258988229,1.0596149291075796,0.28434178957654,10.107165806438239,84.6423315299629,5.250502663598851,13.014027972320363,49.861004601226995,18.70323155690981,19.665029123396142,16.576498144808575,37.840785169029445,12.09739263803681,180300,59013,41.8,33,2.69225121151305e-4,12,21,4,2.49838645874539e-4,2.81716593107334e-4,3.57653791130186e-4,2141,0.0174669995268165,177,1964,123,0.00368512002664946,0.0263472089934669,0.0109978540772532,12371,0.100926787083721,5639,6732,1083,0.117403343673877,0.0903102907046939,0.0968347639484979,9715,0.0792582439995431,5026,4689,875,0.10464075284712,0.062903290718109,0.0782367668097282,22223,0.181302723252892,10549,11674,1981,0.219628989610876,0.156607595615953,0.177128040057225,21247,0.173340186336417,4604,16643,2129,0.0958547604671983,0.223267107575493,0.190361230329041,55,4.48708535252174e-4,7,48,4,1.45739210093481e-4,6.43923641388192e-4,3.57653791130186e-4,1416,0.0115522051984923,167,1249,98,0.00347692115508734,0.016755429751955202,0.00876251788268956,48,3.91600176220079e-4,7,41,2,1.45739210093481e-4,5.50018110352414e-4,1.78826895565093e-4,22595,0.184337624618598,4869,17726,2270,0.101372030563594,0.237795634734314,0.202968526466381,23335,0.190374794001991,5101,18234,2359,0.106202244383835,0.244610493272339,0.210926323319027,9252,0.0754809339664203,2006,7246,872,0.0417646936353605,0.0972056396978925,0.0779685264663805
21209,75.0855189314341,75.02369689941406,72.55812797546386,77.42647895812988,92.20514332751348,93.10016174316404,87.17809486389152,97.11979827880856,86.010928415321,86.32015876770026,81.58744430541987,88.95299453735359,0.363551520254842,0.363551520254842,0.509105628165897,0.61360219205356,0.40036721015229043,0.145554107911055,0.6877998244194874,0.25005067179871804,73.12650207559537,16.08404340543296,10.78945451897167,7.645471780662097,31.701497449399373,17.810064816837812,24.076906270482848,9.40572427354162,39.35673525851634,4.837913444133619,296700,78900,37.2,11,3.93968697396225e-4,1,10,2,1.59362549800797e-4,4.61979118543842e-4,4.40334654337296e-4,353,0.0126428136528061,22,331,16,0.00350597609561753,0.0152915088238012,0.00352267723469837,1795,0.0642885283478385,487,1308,229,0.0776095617529881,0.0604268687055345,0.0504183179216204,1330,0.0476343970488163,408,922,199,0.0650199203187251,0.0425944747297422,0.043813298106561,3751,0.134343325812113,1143,2608,572,0.182151394422311,0.120484154116234,0.125935711140467,4569,0.163640270763941,554,4015,449,0.0882868525896414,0.185484616095352,0.098855129898723,12,4.29784033523155e-4,0,12,2,0,5.5437494225261e-4,4.40334654337296e-4,287,0.0102790014684288,22,265,16,0.00350597609561753,0.0122424466414118,0.00352267723469837,16,5.73045378030873e-4,1,15,2,1.59362549800797e-4,6.92968677815763e-4,4.40334654337296e-4,5120,0.183374520969879,612,4508,530,0.0975298804780877,0.208260186639564,0.116688683399384,5319,0.190501772859138,630,4689,559,0.100398406374502,0.216622008685207,0.123073535887274,1554,0.0556570323412485,179,1375,159,0.0285258964143426,0.0635221287997783,0.0350066050198151
21210,75.25401784506718,75.12181510925294,73.95297966003417,78.99807319641113,92.62391692253019,93.20989456176764,87.17639541625977,97.35634765625001,86.28714245284304,86.6057483673095,81.4077011108399,90.3920112609863,0.349971872670005,0.349971872670005,0.51491994453018,0.61827737308554,0.4713180822268753,0.16494807186017496,0.7666487548515798,0.26830550041553497,72.60453532573077,8.854371477257832,18.541093197011403,8.354997758852532,33.47532836350728,15.624590378817668,13.291388124262681,4.561541486433347,40.27541973212602,5.9105431309904155,436900,93203,30.9,2,2.24719101123596e-4,0,2,1,0,2.52812539501959e-4,5.20833333333333e-4,110,0.0123595505617978,4,106,12,0.00404448938321537,0.0133990645936038,0.00625,603,0.067752808988764,91,512,119,0.0920121334681496,0.0647200101125016,0.0619791666666667,416,0.0467415730337079,78,338,103,0.0788675429726997,0.0427253191758311,0.0536458333333333,1119,0.125730337078652,177,942,247,0.17896865520728,0.119074706105423,0.128645833333333,1594,0.179101123595506,104,1490,202,0.1051567239636,0.18834534192896,0.105208333333333,15,0.00168539325842697,0,15,4,0,0.00189609404626469,0.00208333333333333,88,0.0098876404494382,3,85,6,0.00303336703741153,0.0107445329288333,0.003125,11,0.00123595505617978,0,11,1,0,0.00139046896726078,5.20833333333333e-4,1891,0.21247191011236,135,1756,245,0.136501516683519,0.22196940968272,0.127604166666667,1952,0.219325842696629,134,1818,268,0.135490394337715,0.229806598407281,0.139583333333333,415,0.0466292134831461,30,385,56,0.0303336703741153,0.0486664138541272,0.0291666666666667
21211,77.09362625637462,77.006317138671875,75.10049133300782,80.27333526611329,94.35924840477938,94.77475280761712,87.4920978546143,99.7205917358399,88.54237737290498,88.84240341186523,83.56669998168938,91.95391006469727,0.353534348424063,0.353534348424063,0.353358064782575,0.428853474478508,-4.986322892636648e-4,-1.7628364148802866e-4,0.21304613367892625,0.07531912605444502,78.93648089559504,12.125821367729374,8.937697736675586,10.838420331381588,8.005601587116349,14.322219518130932,13.17230469700657,13.76247262107569,46.268852459016394,11.016454662154276,211100,63733,36.2,7,2.33730675481652e-4,3,4,0,2.73547916476703e-4,2.10725950900853e-4,0,438,0.0146248622658519,50,388,19,0.00455913194127838,0.0204404172373828,0.00594121325828643,3704,0.123676917426291,1548,2156,245,0.141150724901979,0.11358128753556,0.0766103814884303,2172,0.0725232895923069,1037,1135,190,0.0945563964621136,0.0597934885681172,0.0594121325828643,5720,0.190991351965007,2456,3264,504,0.223944560955594,0.171952375935096,0.157598499061914,5943,0.198437343483923,1413,4530,407,0.128841068660527,0.238647139395217,0.127267041901188,26,8.68142508931851e-4,4,22,2,3.6473055530227e-4,0.00115899272995469,6.25390869293308e-4,446,0.014891983037831,55,391,13,0.00501504513540622,0.0205984617005584,0.0040650406504065,12,4.00681157968547e-4,1,11,0,9.11826388255676e-5,5.79496364977347e-4,0,6545,0.218538181575345,1527,5018,461,0.139235889486642,0.264355705405121,0.144152595372108,6704,0.223847206918428,1575,5129,485,0.143612656150269,0.270203350542619,0.151657285803627,2413,0.0805703028481752,583,1830,133,0.0531594784353059,0.0964071225371405,0.041588492808005
21212,75.7078899331078,75.58109512329102,74.01428680419923,77.89350776672364,93.02041226506171,93.50357627868657,87.27713661193843,96.04151077270514,87.01503990295603,87.5649440765381,81.42675895690917,89.42594566345214,0.350383383989365,0.350383383989365,0.431266775259885,0.562220876942248,0.23084254267312793,0.08088339127051997,0.6045877248543062,0.21183749295288296,51.237871214348715,40.97030285210232,7.791825933548964,13.3015494636472,33.53289195661361,14.013525433695973,24.960305792413994,10.235224933842987,31.400661729951157,10.593041273418793,276500,73244,38.5,18,2.50916542370046e-4,4,14,4,1.38657792567942e-4,3.26424024808226e-4,4.70201010932174e-4,1366,0.0190417776043046,189,1177,46,0.00655158069883527,0.027442934085663,0.00540731162572,9032,0.125904345038125,4538,4494,762,0.157307265668331,0.104782111963441,0.0895732925825791,7265,0.101272704462133,3994,3271,658,0.13844980587909,0.0762666417962648,0.0773480662983425,15002,0.209124998257524,7429,7573,1488,0.257522185246811,0.176572081419478,0.174914776066769,14742,0.205500648201068,4114,10628,1290,0.142609539656129,0.247802466832987,0.151639826025626,65,9.06087514114056e-4,11,54,5,3.81308929561841e-4,0.00125906409568887,5.87751263665217e-4,935,0.013033720395333,173,762,50,0.00599694952856351,0.0177667933502763,0.00587751263665217,31,4.32134045192857e-4,4,27,4,1.38657792567942e-4,6.29532047844436e-4,4.70201010932174e-4,15940,0.222200538076585,4341,11599,1426,0.150478369384359,0.270442304553615,0.16762666039732,16319,0.227483725274266,4454,11865,1487,0.154395452024404,0.276644361024971,0.174797225814036,6176,0.0860922536487447,1733,4443,517,0.060073488630061,0.103592995873068,0.0607734806629834
21213,79.11706569929174,79.4827299118042,75.14302558898926,80.94708213806152,95.65324611167642,95.43202018737799,88.19839515686036,99.42508697509761,89.98914138370574,89.8486137390137,84.47817039489752,94.0128990173339,0.136081374097349,0.136081374097349,0.139565944296905,0.200745131635734,0.0256065183253017,0.003484570199556003,0.4751844840435419,0.06466375753838499,7.777392619670374,89.57867204487442,2.643935335455197,28.151712784144873,5.276662938351207,10.979106923392052,27.28074874736079,15.066334730406833,48.374235846549126,25.7385354299625,96200,34917,35.6,44,2.99576507754946e-4,18,26,1,2.29893865665351e-4,3.79135861877889e-4,1.16618075801749e-4,2635,0.0179405476803246,428,2207,80,0.00546636525026502,0.0321828018140193,0.00932944606413994,23243,0.15825129022155,13551,9692,1089,0.173071765201732,0.14133018358925,0.126997084548105,19389,0.132011111565015,12151,7238,945,0.155191131205538,0.105545591087391,0.110204081632653,34911,0.237693533232567,20570,14341,1803,0.262717600929793,0.209122592122723,0.210262390670554,28261,0.192416629219603,10753,17508,1835,0.137336040972196,0.255304256529157,0.21399416909621,104,7.08089927420782e-4,31,73,5,3.95928324201438e-4,0.00106449684296484,5.83090379008746e-4,1792,0.0122009341340196,592,1200,44,0.00756095380410488,0.017498578240518,0.00513119533527697,48,3.26810735732669e-4,11,37,4,1.40490695684381e-4,5.39539495749304e-4,4.66472303206997e-4,29828,0.203085638029876,11318,18510,1913,0.144552153977802,0.26991556935999,0.223090379008746,30392,0.206925664174735,11579,18813,1950,0.14788561502995,0.27433396036572,0.227405247813411,12541,0.0853861132671542,4538,8003,714,0.0579587979105202,0.116700934715721,0.083265306122449
