nsa_name,temp_mean_am,temp_median_am,temp_min_am,temp_max_am,temp_mean_aft,temp_median_aft,temp_min_aft,temp_max_aft,temp_mean_pm,temp_median_pm,temp_min_pm,temp_max_pm,OBJECTID,NBRDESC,ACRES,COLOR_2,09-63_mean,09-127_mean,1718-63_mean,17-127_mean,change_percent_127,change_percent_point_127,change_percent_63,change_percent_point_63
Cedonia,77.29189602131959,77.20877113342286,75.68214874267585,76.49822006225583,94.76274969090443,94.95656280517585,88.61071548461918,94.2260337829589,88.75194016648577,88.65202407836918,85.63881072998049,88.0887859344482,38,CEDONIA,180.60929626,2,0.296113508490281,0.24189396147861,0.330126003758335,0.259260591381055,0.07179439203975617,0.017366629902445002,0.11486303154984351,0.034012495268054
Central Forest Park,76.30262188388106,76.15673751831062,75.50197296142585,75.85741500854486,93.62156594416894,93.66987152099605,91.7540962219238,93.3754310607911,87.25592387430527,87.31979103088382,86.01804161071772,86.62299346923837,39,CENTRAL FOREST PARK,95.57613308,2,0.271689798831625,0.162403572878603,0.464219249091598,0.291658714561151,0.795888534910291,0.129255141682548,0.7086370231342024,0.19252945025997303
Central Park Heights,77.89385373151657,77.86915931701651,76.80711784362799,77.19417648315428,95.20317462147752,95.25233192443844,93.34514312744145,94.5248481750488,89.3287430400621,89.36044139862068,88.24955711364751,88.77106437683108,40,CENTRAL PARK HEIGHTS,283.42010553,2,0.214842223865603,0.146078968298264,0.267001006850792,0.163929876468481,0.12220039871700782,0.017850908170217006,0.24277715081658013,0.05215878298518897
Charles North,79.83592803344018,79.82184267044069,79.24134826660153,79.64149436950676,97.4060165819327,97.43235759735107,95.09423522949213,96.49955825805668,90.82377076604263,90.80311794281006,89.87176742553717,90.28292388916012,41,CHARLES NORTH,88.8304786,2,0.068868890595608,0.044094567068488,0.063480821821752,0.037887545453635,-0.14076613123816845,-0.006207021614853002,-0.07823661347318994,-0.005388068773855989
Charles Village,79.08987023032415,79.12516441345214,77.07515678405761,77.77246246337893,96.70427330121014,96.91805324554448,94.6255722045899,96.09026260375977,90.60821905476263,90.7587348937988,88.31132431030275,89.0158638000488,277,CHARLES VILLAGE,168.54453992,5,0.202217134912615,0.15040674849055,0.203486023963445,0.13747594548435,-0.0859722262197061,-0.012930803006200003,0.006274883932948278,0.0012688890508300021
Cherry Hill,78.0290676694217,78.27129497528068,74.25978660583502,75.86931114196773,95.2766916016292,95.25959148406983,92.15349731445308,94.57489776611337,89.07498542621931,89.05529613494866,83.88357658386224,88.22535629272465,42,CHERRY HILL,749.5690228,1,0.239592579940145,0.152797690727959,0.254094022925959,0.190997423073252,0.250002026622927,0.038199732345292975,0.06052542607720476,0.014501442985814017
Cheswolde,75.41942723748629,75.36329288482658,74.03699760437013,74.85427398681644,93.38274306503739,93.38643798828116,87.1819744110107,92.89309692382807,87.30897232560284,87.49435348510735,83.77899703979486,86.53994712829598,43,CHESWOLDE,547.37595404,3,0.496268380394006,0.367915838070106,0.668619110421066,0.545230213828679,0.48194276356427435,0.17731437575857295,0.3472933937282572,0.17235073002706003
Chinquapin Park,76.76112555770528,77.0089710235595,75.50510749816891,75.87108268737799,94.16749984075805,94.07945556640615,92.4613685607911,93.75925903320308,88.4242995218078,88.45085411071773,87.10570526123048,87.76881942749024,44,CHINQUAPIN PARK,73.42640449,4,0.393642340410491,0.306629322794462,0.405788653434582,0.284848139647053,-0.071034247308465,-0.021781183147408956,0.03085621585174189,0.012146313024090971
Clifton Park,78.55839918560349,78.50598182678229,76.8019233703613,77.97401695251465,95.43469622763712,95.28856964111336,91.97431716918938,95.10471343994145,89.82465253686178,89.78242111206063,87.86636085510249,89.51705665588382,46,CLIFTON PARK,358.58420129,2,0.228862967731974,0.144266586890408,0.245250374776133,0.169962868562952,0.17811665352604597,0.025696281672544008,0.07160357661424116,0.016387407044159003
Coldspring,75.72949869894754,75.73154602050789,74.58093070983878,75.53434829711918,93.49750916961567,93.61203536987313,87.17809486389152,93.14419631958015,87.04483486410965,87.15318851470946,83.134089279174745,85.67639083862312,47,COLDSPRING,415.9194403,5,0.665491005448848,0.580406610405285,0.677217008369145,0.61410557929465,0.058060966717511785,0.03369896888936508,0.017620077242649256,0.011726002920297018
Coldstream Homestead Montebello,79.12945328445153,78.84144334793093,77.40765113830574,77.55623435974118,95.91751263419175,95.73006553649907,94.20163726806645,94.75464782714846,90.1108071043255,89.85980091094979,88.21841087341309,88.72354507446283,48,COLDSTREAM HOMESTEAD MONTEBELLO,329.43121835,5,0.211483300257727,0.129428536057413,0.181517714994498,0.092175073836112,-0.2878303607233555,-0.037253462221301006,-0.14169244203542794,-0.029965585263228983
Concerned Citizens Of Forest Park,76.12839695618837,76.20565071105949,75.49882469177251,76.05602035522466,93.53342048225413,93.51604919433586,92.3465957641601,93.47488479614265,87.5064824422301,87.48252601623537,86.63130187988288,87.27131729125976,49,CONCERNED CITIZENS OF FOREST PARK,51.12773142,3,0.233284184573735,0.138459307244205,0.422826442598871,0.280891699791851,1.0286949673699695,0.14243239254764603,0.8124951049359569,0.18954225802513597
Coppin Heights/Ash-Co-East,78.2286190808853,78.37633113861092,76.62509155273442,77.54100112915035,95.08795491883521,95.47961502075188,92.15287933349606,93.8439155578613,89.61564273787567,89.61994705200188,85.49721755981437,88.35768661499024,50,COPPIN HEIGHTS/ASH-CO-EAST,122.85544583,4,0.268283114411426,0.224024608847677,0.216606649844574,0.120725793134616,-0.46110476989292665,-0.103298815713061,-0.19261914668100752,-0.05167646456685199
Cross Country,75.94384791682539,75.80877647399906,74.9477676391601,75.17941436767586,93.66697917368086,93.67185935974118,91.31501388549813,93.18514785766611,87.76143143919077,87.74444007873535,84.3042156219482,87.41841049194332,51,CROSS COUNTRY,379.13831704,4,0.371125243246943,0.211334248191742,0.5778124647234,0.426375784475315,1.0175422967339744,0.21504153628357298,0.5569204068905907,0.20668722147645696
Cross Keys,76.05581945726392,75.87337608337398,75.14844665527346,75.58548278808595,94.17551916078264,94.21963081359863,89.9402671813964,93.21267547607414,87.34707354691632,87.22562618255611,84.31901626586918,86.7457656860351,52,CROSS KEYS,178.05381992,1,0.285844180903741,0.187596219117914,0.41309394173063,0.333025156707814,0.7752231802629794,0.14542893758990003,0.4451717730428133,0.12724976082688905
Curtis Bay,78.26412457613596,78.33110523223874,75.03827095031738,76.6505832672119,95.1202834488522,95.1285263061524,90.37978210449212,94.22094573974606,88.77318765425855,88.58029365539547,84.28997459411619,86.5737197875976,53,CURTIS BAY,327.1102533,1,0.162781946649358,0.044670187308311,0.364649681961823,0.307208584242509,5.877262056730889,0.262538396934198,1.2401113235689467,0.20186773531246502
Curtis Bay Industrial Area,79.28730671522368,79.06415596008296,77.85309181213381,78.63938674926764,95.4385259730201,95.6427379608155,92.85421905517586,94.8943252563476,89.03329061195154,88.55491867065427,85.55733680725095,88.01535949707039,54,CURTIS BAY INDUSTRIAL AREA,268.01898637,5,0.012155442096565,5.0724530752e-5,0.065818694064203,0.043024893037858,847.2068222220388,0.042974168507106,4.414751149429824,0.053663251967638
Cylburn,77.1738576942408,77.18671264648442,75.91559448242192,76.39932937622072,94.56197431901656,94.68359375,92.7253013610839,93.97966537475583,88.79882705156359,88.94113273620607,87.10110816955574,87.91130523681645,55,CYLBURN,141.40202872,4,0.362396105541912,0.29521845148096,0.371287599100661,0.267394804951273,-0.0942476542035567,-0.027823646529686996,0.0245352900397565,0.00889149355874902
Darley Park,80.10282429237887,80.04227561950677,79.01811637878416,80.04404029846191,96.69759055623992,96.6690292358399,95.98536376953116,96.75114517211918,91.35168614970436,91.3339000701905,90.3232505798339,91.32523803710943,56,DARLEY PARK,33.25761379,4,0.076391417763476,0.027571958352222,0.11044397530884,0.047776912641778,0.7328080955093892,0.020204954289555998,0.4457641779970353,0.034052557545364
Dickeyville,74.42789158354341,74.32872409820561,73.45536079406739,74.01725654602046,91.0079205785562,90.37359371185295,87.12072906494143,90.67477874755855,85.03852263218738,84.46120510101315,82.85451812744144,84.15327720642098,57,DICKEYVILLE,136.40209014,4,0.600071390261933,0.308992998680911,0.783291520386584,0.708956450609191,1.2944094320444839,0.39996345192828,0.3053305541606888,0.183220130124651
Dolfield,77.57505598299818,77.5575956344604,75.93834304809573,76.79481658935549,95.26572959067309,95.37691173553463,93.67896957397465,94.816748046875,88.887476729247,89.31662483215334,86.6670246124268,87.3358207702637,58,DOLFIELD,108.83703698,2,0.225384129752513,0.140514504503277,0.320267566840613,0.201391301788548,0.4332420877152314,0.06087679728527101,0.4209854402450094,0.09488343708810001
Dorchester,76.85310964080733,76.82368917465212,76.13436317443845,76.60951499938965,94.06220001026641,94.01395645141602,93.37833557128903,93.67349014282226,88.31919391316893,88.26807937622073,86.52417831420891,88.0798286437988,59,DORCHESTER,121.96874175,4,0.206163735366296,0.11069230566583,0.364737758628362,0.223491527575231,1.0190339900402074,0.112799221909401,0.7691654547310358,0.158574023262066
Downtown,80.52284708904169,80.47454643249512,79.27351417541499,79.48838615417475,96.25970030772997,95.95324420928952,93.26668701171884,94.90031967163083,91.2630154204767,91.4031602859497,88.81039543151857,89.66319885253904,60,DOWNTOWN,260.70373755,2,0.038394733049658,0.014166685628901,0.028016683789623,0.013281839312715,-0.062459656363154856,-8.848463161860009e-4,-0.270298773704521,-0.010378049260035
Downtown West,80.28670041884492,80.14766368865972,79.21216926574701,79.86213760375976,95.58279347665967,95.53761596679692,93.55509872436524,94.95252532958989,89.9760090343866,90.04920692443844,88.75308113098143,89.24612693786618,274,DOWNTOWN WEST,70.20647827,4,0.067803531697975,0.036042188864168,0.04488338759573,0.023174204471864,-0.35702560798400734,-0.012867984392303997,-0.33803761438771085,-0.022920144102245
Druid Heights,79.16236621307601,79.16898441314696,78.71126136779786,78.82529602050789,96.0152848991741,96.03234405517577,95.38763885498048,95.75191116333013,90.30768727359353,90.31451988220213,89.58341064453117,90.01684875488289,61,DRUID HEIGHTS,57.92978096,2,0.200351598835969,0.098221524334565,0.161053527322774,0.0899249192052,-0.0844682994442732,-0.008296605129365003,-0.1961455348572933,-0.039298071513195004
Druid Hill Park,77.17216284926965,77.12292327880857,75.10049133300788,75.7977077484131,94.53730174465349,94.29397048950187,87.76366958618168,92.12747344970703,88.71742565704213,88.62366218566892,83.56669998168938,86.16318817138665,62,DRUID HILL PARK,623.81670303,4,0.593929226744875,0.530096522671793,0.549651501345668,0.474882193419035,-0.1041590104656161,-0.05521432925275799,-0.07455050771264156,-0.044277725399207046
Dunbar-Broadway,80.35229973473159,80.39732627868656,79.96935043334966,80.17011871337894,98.34404589112107,98.67471389770515,95.17035675048837,96.01225967407227,92.4963217361742,92.63633270263665,90.38774032592774,90.85138397216798,63,DUNBAR-BROADWAY,109.80170463,3,0.111551569668238,0.052909052436329,0.100644288122407,0.042390106327801,-0.1988118407750082,-0.010518946108528,-0.09777792977965256,-0.010907281545830996
Dundalk Marine Terminal,80.31713437296759,80.45025634765616,77.78595161437988,79.58363761901859,94.38101960299149,94.37748718261713,92.89918746948236,93.53789138793937,89.65482101664328,89.68215713500976,87.78225364685059,89.06843681335454,64,DUNDALK MARINE TERMINAL,273.97545697,3,1.20896728931e-4,0,1.10429587334e-4,0,NaN,0,-0.086579196058927,-1.0467141597000001e-5
East Arlington,77.51558279852122,77.456449317932055,76.89714736938475,76.98798713684084,94.74190461412147,94.64389877319331,92.46526184082038,93.16653289794914,89.19990957033403,89.24335975646977,87.51385421752929,87.52173347473142,65,EAST ARLINGTON,82.78270442,4,0.246096245827536,0.182618068037285,0.28723304774588,0.178311046333528,-0.023584860742681988,-0.004307021703756991,0.16715737284010668,0.041136801918343985
East Baltimore Midway,80.00586810291247,80.0015300750733,79.55514183044426,79.78899269103998,97.0117306939413,97.17652206420898,94.99546127319331,95.56054992675789,90.95271711086039,90.95565967559817,89.47134323120119,90.00447540283201,66,EAST BALTIMORE MIDWAY,191.88436911,2,0.127836206841031,0.069795000933863,0.100264095732964,0.0350308266266,-0.4980897462872041,-0.034764174307262995,-0.21568311348876243,-0.027572111108066996
Easterwood,78.2163312430535,78.2331192016601,77.26209259033202,78.09524078369144,95.65396602165794,95.76534881591797,93.58531112670889,95.36605758666985,90.30206675138365,90.66953964233389,87.91954841613776,89.55673446655274,67,EASTERWOOD,49.43469426,3,0.123544382278089,0.073484632576837,0.0937511249991,0.04752896197683,-0.3532122253297958,-0.025955670600007003,-0.24115428584949047,-0.029793257278989002
Eastwood,80.49123521159477,80.48486242294314,80.16051254272466,80.52074050903323,95.55586652316234,95.27943553924558,94.6578720092774,95.46941146850583,90.78254145774027,90.93789272308352,89.5787895202637,91.05714416503903,68,EASTWOOD,17.95191684,5,0.100477810060174,0.009872905277942,0.023766685005923,0.003380371047766,-0.6576113157574388,-0.006492534230176001,-0.7634633458702013,-0.07671112505425101
Edgewood,77.29006453194617,77.35505580902102,75.43503875732415,76.22092857360849,94.78956972053476,94.88401870727535,92.85244064331062,94.15783615112312,89.39042251358677,89.28327274322504,87.0471138000488,88.24426994323724,268,EDGEWOOD,66.46189977,5,0.155661166705713,0.105302497852449,0.238339020853945,0.126258941277744,0.19901183592681163,0.020956443425295013,0.5311398847763975,0.082677854148232
Edmondson Village,77.15285252167757,77.54292373657226,74.37897796630855,75.42318725585942,94.8197387377368,94.98320465087895,90.72802124023443,93.67490463256831,88.97966861606601,89.27623805999755,84.40511131286618,87.82442054748536,69,EDMONDSON VILLAGE,118.93114266,3,0.101291759835745,0.062046450154197,0.163547755513676,0.075854891888636,0.22255006853933554,0.013808441734439007,0.6146205355587218,0.06225599567793101
Ednor Gardens-Lakeside,77.4998021431017,77.50968666076652,76.61475067138664,76.7431396484375,95.0477787807221,94.98586196899419,93.7186851501464,94.1313041687012,88.84376477790212,88.7128797531128,87.7604354858399,88.21628570556643,70,EDNOR GARDENS-LAKESIDE,326.84210314,2,0.295750766489546,0.188645669315158,0.248344145484325,0.142738634173222,-0.24335059112988233,-0.045907035141936,-0.16029247047411016,-0.047406621005221
Ellwood Park/Monument,80.34739351012826,80.31404476165766,79.61174545288083,79.91212882995609,98.33038349515328,98.32758026123048,96.49716186523443,97.85456390380855,91.89730546973516,91.89264411926277,90.85473480224606,91.59059219360361,71,ELLWOOD PARK/MONUMENT,89.24435216,5,0.060390621105283,0.027679150072286,0.070089166868571,0.043375997431579,0.5671000488923832,0.015696847359293,0.16059688716199616,0.009698545763287998
Evergreen,75.00663737266704,74.98905048370364,74.61246147155762,74.93356437683107,93.36781337680434,93.74711227416987,87.39763259887688,93.73575515747072,87.12038644723059,87.51387825012199,83.80660362243657,87.55189437866215,72,EVERGREEN,36.83499499,1,0.634619514159173,0.535391222654677,0.696317877211037,0.582962512018476,0.08885332323515166,0.04757128936379906,0.09722103035802503,0.06169836305186405
Evergreen Lawn,78.04119526692978,78.04968872070317,77.81078758239752,78.06306114196772,95.78489780424788,95.78525295257575,95.21935577392586,95.74939117431644,90.66028874306105,90.765041732788,88.8651313781738,90.44260330200188,73,EVERGREEN LAWN,34.17785144,4,0.119484576337368,0.06358193414031,0.123182897367544,0.055005102465845,-0.1348941612178391,-0.008576831674465005,0.030952288098956632,0.003698321030175991
Evesham Park,75.61674994234512,75.62816123962406,75.09240264892586,75.50743522644049,93.98912855574652,93.98207893371585,93.02559890747071,93.74672775268562,87.76184235553177,87.74561424255367,86.93891563415522,87.51262512207038,269,EVESHAM PARK,46.99480772,5,0.539081402932946,0.425245639504303,0.593448582735311,0.412254558536724,-0.0305495924255034,-0.012991080967579005,0.10085152169333401,0.05436717980236494
Fairfield Area,79.52507941840622,79.51974525451652,76.8606796264649,78.15893058776858,95.35653676835467,95.36757507324212,88.96854362487801,94.6188774108887,89.39145257594392,89.41200847625731,83.47106742858878,88.2349933624268,74,FAIRFIELD AREA,1538.74552709,3,0.028350886413973,0.014673490853786,0.065685625985642,0.038086686158177,1.5956118102837142,0.023413195304391003,1.3168808560873857,0.037334739571668996
Fairmont,74.96027383805067,74.75244102478023,74.02044944763176,74.75367698669426,91.07775725289741,90.99323806762698,87.31431159973141,90.81429824829111,85.15178962326448,84.96623888015748,82.52173881530763,84.77561149597166,75,FAIRMONT,106.02293253,1,0.655977077417339,0.598234644061158,0.754867682949346,0.673816565564332,0.12634159899212924,0.075581921503174,0.15075314204781556,0.09889060553200701
Fallstaff,76.70599796508665,76.6877822875976,75.66173477172859,75.92554397583015,94.66989744265338,94.67079467773442,93.65153121948237,94.40598297119145,88.53707227966154,88.46816444396978,87.4968803405762,88.03678970336918,76,FALLSTAFF,189.14299209,1,0.155861940995757,0.082150412862439,0.326819517643002,0.190191218180287,1.3151583973018188,0.108040805317848,1.0968526091427215,0.17095757664724498
Federal Hill,80.47878065416248,80.46992702484121,79.84129447937012,79.94659500122071,95.26187527819972,95.26764755249025,93.4101890563964,94.78793640136712,90.49655382809328,90.39751472473142,89.54415168762199,89.93798751831062,77,FEDERAL HILL,95.30517579,4,0.177744236888581,0.083156335986349,0.118653562818734,0.071294655445112,-0.14264313597444,-0.011861680541236999,-0.33244776373192897,-0.059090674069846985
Fells Point,80.42862759221597,80.42739448547363,79.4867347717286,79.8490776062012,94.90664239999032,95.12015438079834,91.80206527709967,94.17925262451163,90.01337828318046,89.98850402832028,87.65020484924324,89.64560012817381,78,FELLS POINT,184.35755108,3,0.065140623198471,0.017237033680389,0.064841222456526,0.032506041669784,0.8858257326936088,0.015269007989394998,-0.004596221639341399,-2.994007419449968e-4
Forest Park,76.55501423335377,76.4123207092286,75.8470947265625,76.28451194763176,93.83715916949143,93.89210433959965,91.55309448242193,93.18510665893562,87.69939346020246,87.57168693542474,86.7105064392089,87.32079696655273,79,FOREST PARK,99.25092614,5,0.29513414169487,0.196825823739332,0.464907577911937,0.296768230254629,0.5077708027156874,0.09994240651529701,0.5752416011312932,0.16977343621706698
Forest Park Golf Course,76.38360500299132,76.48692131042475,75.04296760559083,76.25993690490728,93.5613578762519,93.52821655273442,91.97264862060548,93.6808647155762,87.53076167543296,87.77960662841798,86.3314643859863,87.53431282043451,80,FOREST PARK GOLF COURSE,65.92456877,4,0.158171777347045,0.083916634486689,0.324316481511225,0.188984072267984,1.2520454189325356,0.105067437781295,1.0504067599850104,0.16614470416418
Four By Four,78.99722000832412,78.97847461700441,78.22439537048348,78.75001564025882,95.56644102732591,95.53833179473875,95.00476531982414,95.32487945556645,89.78380342081739,89.87530708312988,89.10876693725582,89.54565887451164,276,FOUR BY FOUR,45.31841749,4,0.266507466592519,0.137201022805956,0.317456297910348,0.243547991323381,0.7751178988500106,0.106346968517425,0.191172247326669,0.05094883131782901
Frankford,77.2559000050359,77.25403308868412,74.73501739501953,75.4841064453125,94.7019710803103,94.68112182617193,90.39366607666011,93.62028884887687,88.5997887325766,88.52046279907226,85.55954437255856,87.19918518066405,81,FRANKFORD,1359.88044741,4,0.361077887631365,0.290025891290028,0.397524434716415,0.282592289424777,-0.025630821552470772,-0.007433601865250994,0.10093818628478121,0.03644654708505002
Franklin Square,78.76435380153043,78.76410217285154,77.68970108032227,78.36508560180668,95.35245166959905,95.41552352905273,93.01690597534179,94.02673492431644,90.61037421691562,90.80630912780762,88.55962905883784,89.19475555419913,82,FRANKLIN SQUARE,110.15357466,1,0.213539551135178,0.11685251552356,0.186625804929903,0.117415565155299,0.004818463934783393,5.630496317389905e-4,-0.12603635280771788,-0.026913746205275008
Franklintown,74.9576582887332,75.04369544982912,73.70740432739265,73.93904762268073,92.41647686846318,93.03563766479495,87.19261398315427,89.87789230346678,85.91259909890528,86.36031723022467,81.55269660949699,82.0428276062012,83,FRANKLINTOWN,381.02612134,1,0.733447240887882,0.610781259223366,0.819950731956671,0.759968792391172,0.24425689379779625,0.14918753316780597,0.11794098640833563,0.08650349106878896
Franklintown Road,76.9399140400296,76.93259630203247,76.02920684814453,76.43445816040034,94.32757400496678,94.29451980590812,92.08379592895514,94.31925277709966,89.32877585468353,89.37287654876708,87.68244285583502,89.03384704589845,84,FRANKLINTOWN ROAD,78.65419945,1,0.369563851181498,0.319482151835093,0.342827697539377,0.234353700324561,-0.26645761280108293,-0.085128451510532,-0.07234515377152109,-0.026736153642121008
Garwyn Oaks,76.16176801974842,76.19791564941403,75.21625289916986,75.71407432556157,93.2700387977155,93.35516815185548,91.32574615478511,92.94241867065429,87.56280798711174,87.60025997161861,86.5676429748536,87.10415000915523,85,GARWYN OAKS,84.06818527,1,0.28240506626839,0.183411146260863,0.481177207740799,0.308209463893346,0.6804292987460218,0.12479831763248303,0.7038547293039756,0.19877214147240896
Gay Street,79.9164220499973,79.91951713562011,79.68869438171379,79.82652130126952,96.69169190438714,96.8435573577881,95.12730407714847,96.09942932128904,90.8618943179302,90.89863204956063,90.03751678466799,90.39370727539057,86,GAY STREET,70.13748312,5,0.274952514192882,0.171614940321177,0.194727674317996,0.098957282718601,-0.423376061936084,-0.07265765760257599,-0.29177707325348357,-0.08022483987488602
