nsa_name,temp_mean_am,temp_median_am,temp_min_am,temp_max_am,temp_mean_aft,temp_median_aft,temp_min_aft,temp_max_aft,temp_mean_pm,temp_median_pm,temp_min_pm,temp_max_pm,OBJECTID,NBRDESC,ACRES,COLOR_2,09-63_mean,09-127_mean,1718-63_mean,17-127_mean,change_percent_127,change_percent_point_127,change_percent_63,change_percent_point_63
Bolton Hill,79.67417858786018,79.68056879043581,79.11903953552252,79.16024513244632,96.01908177907492,96.06408081054693,94.39300537109384,95.43742752075187,90.18808050579358,90.17219543457028,89.3071044921875,89.45784034728999,19,BOLTON HILL,145.74321,4,0.322544372175063,0.212150301467907,0.274520350896045,0.192573376055643,-0.09227856513428283,-0.019576925412263996,-0.14889120822406618,-0.048024021279018
Boyd-Booth,78.87943329579079,78.8910509109497,78.60793495178228,78.89949150085454,95.64334674377757,95.59063873291011,95.18531875610361,95.5837997436524,90.30626279829573,90.07342834472654,89.7917045593262,90.06943206787105,20,BOYD-BOOTH,24.7886201,2,0.22572958313808,0.14759165279121,0.210955531067951,0.13370112599112,-0.0941145826162689,-0.013890526800090008,-0.0654502252861187,-0.014774052070128996
Brewers Hill,80.5190050205417,80.50208950042727,80.2132160186768,80.34564247131344,96.38231258305413,96.3861982345581,95.00500564575188,95.7667152404786,91.07177980842692,91.03696880340578,90.35794677734384,90.69338684082038,21,BREWERS HILL,57.05972687,3,0.036813696185203,0.012432961644097,0.039048817650022,0.024375295334073,0.9605381269430727,0.011942333689976,0.060714399705330144,0.0022351214648190024
Bridgeview/Greenlawn,78.37787480128972,78.43858585357657,77.10388946533202,78.3081626892089,95.34901319154284,95.45711364746097,92.6257377624512,94.69585723876952,89.77785886750387,89.72453689575187,87.90457954406739,89.27829284667962,22,BRIDGEVIEW/GREENLAWN,181.31330812,1,0.212993156474085,0.152429315374758,0.195213255931164,0.118670893064575,-0.22146935599091028,-0.033758422310183014,-0.08347639350132965,-0.017779900542921
Broadway East,80.18252959961127,80.16660394668581,79.2640522003174,79.71361961364752,97.39701312887826,97.58067989349371,94.96426696777345,95.30160903930668,91.53769329285555,91.42339057922364,89.65073623657227,90.02128448486336,23,BROADWAY EAST,221.65754637,2,0.116759272578057,0.048162879358081,0.133333841839164,0.082036308922109,0.7033098937500412,0.033873429564028,0.1419550575739191,0.016574569261106994
Broening Manor,80.07199464817798,80.10103445053096,79.37777099609384,79.71197166442869,95.1363208788824,95.16242256164554,93.55874481201164,94.51212463378903,89.66684858428167,89.76664371490476,88.79604110717774,88.98526344299324,24,BROENING MANOR,104.05520126,4,0.253843668636804,0.137155780231475,0.143999151678514,0.070989628585698,-0.48241606393919195,-0.06616615164577701,-0.432725060854104,-0.10984451695829003
Brooklyn,78.04385436130013,78.08148727416986,75.6638427734375,76.31649246215822,95.19177963011231,95.1767631530762,91.75303878784179,94.14038848876952,88.60369759336372,88.6372234344482,84.06447677612312,86.43199958801276,25,BROOKLYN,546.12130522,4,0.257894736842105,0.133170250417513,0.261707034721877,0.201900778576241,0.5161102268956114,0.06873052815872802,0.0147823795338098,0.0038122978797719975
Burleith-Leighton,77.81682609283433,77.66987762451164,76.94628715515128,77.66337165832526,95.063307779719,95.09254608154299,93.1659423828125,95.06828689575187,88.88708713074428,88.911893653869555,87.90213851928716,88.41241912841798,26,BURLEITH-LEIGHTON,54.09849036,1,0.283698214579412,0.215662177226293,0.283013467902705,0.181976235434993,-0.1561977265765686,-0.033685941791299995,-0.0024136446460270734,-6.847466767070376e-4
Butcher's Hill,80.27298964002654,80.32952690124512,79.22618713378904,79.71776695251464,97.69263428089347,97.5793048858643,95.52254409790035,96.68048934936523,91.6773677761181,91.42155380249024,89.80882263183597,91.38090438842774,27,BUTCHER'S HILL,49.69167267,1,0.170608570220597,0.039344425377403,0.158500377842323,0.089407163603935,1.272422655721004,0.050062738226532,-0.07097059873732083,-0.012108192378274013
Callaway-Garrison,77.12735512636277,77.20826301574701,76.36508636474606,76.69470710754392,93.82630274906501,93.79323768615728,93.00251388549813,93.75710983276369,88.17383719239433,88.14840564727778,86.63239364624025,87.9954914093018,28,CALLAWAY-GARRISON,121.79471763,1,0.285121702742523,0.169099233295045,0.468011846977034,0.293941063188748,0.7382755525323909,0.12484182989370302,0.641445889510798,0.182890144234511
Cameron Village,77.45828889250626,77.5101999282837,76.74375762939452,77.1931774139405,93.96928229519878,94.02235069274897,93.48601531982413,93.75402679443356,88.69288339424676,88.73613128662114,88.01195716857902,88.52548904418938,29,CAMERON VILLAGE,66.45875364,3,0.240090899285526,0.146986078722352,0.237016834232418,0.144075750698581,-0.01980002493479971,-0.0029103280237710027,-0.012803755003858653,-0.003074065053107977
Canton,80.08639403087338,80.08371124267586,78.98904724121095,79.4533638000488,95.54774057851164,95.64855728149418,92.373828125,93.8793052673339,90.38399857466025,90.31737289428716,87.76851043701164,89.48352775573724,30,CANTON,365.10151151,4,0.055311376142814,0.012326546860783,0.076960460068408,0.04369367898257,2.5446812052109875,0.031367132121786996,0.3914038202502149,0.021649083925593997
Canton Industrial Area,80.34375223892141,80.47037334442136,76.76532173156738,78.03971519470214,94.862913093029,94.79796314239499,90.98232040405273,93.62794494628903,89.82897323013364,89.7321071624755,85.22895889282226,88.12260322570796,31,CANTON INDUSTRIAL AREA,1592.61400747,2,0.035269527936163,0.012287770865014,0.041955980121901,0.019278859888431,0.5689468903853162,0.006991089023417002,0.18958156167670615,0.006686452185737997
CARE,80.28855927463934,80.1351916313171,79.76474723815916,79.91840133666986,97.68246461384808,97.12047290801999,95.88733825683596,96.33382949829111,91.67062909720818,91.29978065490728,90.47534942626952,90.88231735229486,273,CARE,54.23404076,2,0.076278060829224,0.020894665366352,0.074480285209436,0.040374591684891,0.9322918542600235,0.019479926318539,-0.02356871163535437,-0.0017977756197880002
Carroll - Camden Industrial Area,79.9179940699338,80.0372287750244,78.36636276245119,78.95817909240728,95.51767615523303,95.44136886596678,93.34351577758784,94.96588058471679,90.05505822067919,89.97582511901858,88.60701103210454,89.58533668518075,32,CARROLL - CAMDEN INDUSTRIAL AREA,449.92938143,4,0.169882184651539,0.112834550379561,0.146935427985584,0.1029463068029,-0.08763489147072608,-0.009888243576661002,-0.13507453246509163,-0.022946756665954998
Carroll Park,79.19949732538076,79.44069004058841,76.89460334777834,78.89261131286618,95.22232938938942,94.98514442443843,92.62973403930668,95.0950523376464,90.24375073486435,90.43410263061523,88.20520324707039,89.63389968872072,33,CARROLL PARK,220.13606683,3,0.258057598383203,0.177546735530231,0.245389034896608,0.146977316840704,-0.17217674320078913,-0.030569418689527006,-0.04909199948370764,-0.012668563486595036
Carroll-South Hilton,78.0292768105415,78.08045730590823,76.50050659179692,76.88087043762201,94.69509180072293,94.89283008575441,88.78277168273931,92.72957229614263,89.30915448420359,89.33157482147213,86.16781959533691,87.72853393554692,34,CARROLL-SOUTH HILTON,310.4618514,3,0.482464080682823,0.434990155873954,0.448809954390613,0.348242029534615,-0.19942549312420707,-0.08674812633933898,-0.06975467737324588,-0.033654126292209985
Carrollton Ridge,79.10139606091221,79.11796493530275,77.75423545837407,78.72708854675301,96.06613500859656,96.11098213195795,94.3921470642089,95.1543785095214,90.7761408875784,90.76404781341554,89.17058563232413,89.76108016967774,35,CARROLLTON RIDGE,142.63984656,5,0.141103040048796,0.070305460443323,0.127537891760285,0.072671334010791,0.033651348736635486,0.0023658735674679937,-0.09613647079339994,-0.01356514828851102
Cedarcroft,75.3065336672837,75.18560276031494,74.74398841857902,75.19044189453116,93.18356094454157,93.21828880310059,91.36743927001952,92.90344467163082,86.89844688846333,86.98971366882321,84.58664665222166,86.1538223266601,36,CEDARCROFT,85.5777501,3,0.543725016751773,0.378795143141015,0.695945805431934,0.549991681570519,0.4519501940017544,0.17119653842950405,0.27995914109218634,0.15222078868016098
Cedmont,76.38596428333547,76.21788845062255,73.60731201171885,74.4920547485351,94.42299990704348,94.22031059265129,93.36427307128903,94.05746917724605,87.78414555624414,87.57019004821781,86.19029006958014,87.14001693725582,37,CEDMONT,240.63083384,1,0.357639752063229,0.259498456045051,0.421388322769678,0.276636848794952,0.06604429564284427,0.017138392749900977,0.1782480005052083,0.06374857070644901
