date_hour,mean_indoor_temperature,mean_indoor_heat_index,mean_outdoor_temperature,mean_outdoor_heat_index,indoor_temperature_difference,indoor_heat_index_difference
2019-06-28T02:00:00Z,80.8,81,79,81,1.7999999999999972,0
2019-06-28T03:00:00Z,80.6,81,77,77,3.5999999999999943,4
2019-06-28T04:00:00Z,81.5,81.9,77,77,4.5,4.900000000000006
2019-06-28T05:00:00Z,82.2,82.9,75.9,76,6.299999999999997,6.900000000000006
2019-06-28T06:00:00Z,82.7,83.6,78.1,79,4.6000000000000085,4.599999999999994
2019-06-28T07:00:00Z,82.8,83.6,82,84,0.7999999999999972,-0.4000000000000057
2019-06-28T08:00:00Z,82.4,83,84.9,88,-2.5,-5
2019-06-28T09:00:00Z,82.4,83,88,91,-5.599999999999994,-8
2019-06-28T10:00:00Z,82.7,83.5,90,94,-7.299999999999997,-10.5
2019-06-28T11:00:00Z,83,84,91.9,95,-8.900000000000006,-11
2019-06-28T12:00:00Z,83.2,84.4,93.9,98,-10.700000000000003,-13.599999999999994
2019-06-28T13:00:00Z,83.2,84.7,93.9,101,-10.700000000000003,-16.299999999999997
2019-06-28T14:00:00Z,83.5,85,91,97,-7.5,-12
2019-06-28T15:00:00Z,83.7,85,91,97,-7.299999999999997,-12
2019-06-28T16:00:00Z,83.8,85,93,99,-9.200000000000003,-14
2019-06-28T17:00:00Z,83.8,85,89.1,93,-5.299999999999997,-8
2019-06-28T18:00:00Z,83.9,85.7,77,78,6.900000000000006,7.700000000000003
2019-06-28T19:00:00Z,83.8,85.5,81,82,2.799999999999997,3.5
2019-06-28T20:00:00Z,83.2,83.9,82.9,84,0.29999999999999716,-0.09999999999999432
2019-06-28T21:00:00Z,82.8,83,84,85,-1.2000000000000028,-2
2019-06-28T22:00:00Z,82.5,82.9,79,82,3.5,0.9000000000000057
2019-06-28T23:00:00Z,82.2,82.1,81,84,1.2000000000000028,-1.9000000000000057
2019-06-29T00:00:00Z,82,82,81,83,1,-1
2019-06-29T01:00:00Z,81.9,82,81,83,0.9000000000000057,-1
2019-06-29T02:00:00Z,81.6,81.6,79,81,2.5999999999999943,0.5999999999999943
2019-06-29T03:00:00Z,81.3,81,79,81,2.299999999999997,0
2019-06-29T04:00:00Z,81,81,78.1,79,2.9000000000000057,2
2019-06-29T05:00:00Z,80.7,81,75.9,77,4.799999999999997,4
2019-06-29T06:00:00Z,80.5,80.4,78.1,79,2.4000000000000057,1.4000000000000057
2019-06-29T07:00:00Z,80.2,80,82,84,-1.7999999999999972,-4
2019-06-29T08:00:00Z,80.4,80.3,87.1,91,-6.699999999999989,-10.700000000000003
2019-06-29T09:00:00Z,81,81,90,95,-9,-14
2019-06-29T10:00:00Z,81.3,81.5,91,96,-9.700000000000003,-14.5
2019-06-29T11:00:00Z,81.5,82,93.9,99,-12.400000000000006,-17
2019-06-29T12:00:00Z,81.5,82,95,100,-13.5,-18
2019-06-29T13:00:00Z,81.6,82,96.1,100,-14.5,-18
2019-06-29T14:00:00Z,81.8,82,95,98,-13.200000000000003,-16
2019-06-29T15:00:00Z,82.1,83,95,96,-12.900000000000006,-13
2019-06-29T16:00:00Z,82.3,83,82.9,84,-0.6000000000000085,-1
2019-06-29T17:00:00Z,82.2,82.5,82.9,85,-0.7000000000000028,-2.5
2019-06-29T18:00:00Z,82.1,82,81,85,1.0999999999999943,-3
2019-06-29T19:00:00Z,81.9,82,80.1,82,1.8000000000000114,0
2019-06-29T20:00:00Z,81.6,81.6,80.1,83,1.5,-1.4000000000000057
2019-06-29T21:00:00Z,81.3,81,81,84,0.29999999999999716,-3
2019-06-29T22:00:00Z,81.1,81,75.9,77,5.199999999999989,4
2019-06-29T23:00:00Z,80.9,81,78.1,80,2.8000000000000114,1
2019-06-30T00:00:00Z,80.8,81,75.9,77,4.8999999999999915,4
2019-06-30T01:00:00Z,80.6,81,75.9,77,4.699999999999989,4
2019-06-30T02:00:00Z,80.4,80.9,75.9,76,4.5,4.900000000000006
2019-06-30T03:00:00Z,80.3,80.2,75.9,76,4.3999999999999915,4.200000000000003
2019-06-30T04:00:00Z,80.3,80.4,75.9,76,4.3999999999999915,4.400000000000006
2019-06-30T05:00:00Z,81.4,82.1,75,76,6.400000000000006,6.099999999999994
2019-06-30T06:00:00Z,82.1,83.5,77,77,5.099999999999994,6.5
2019-06-30T07:00:00Z,82.6,84,79,81,3.5999999999999943,3
2019-06-30T08:00:00Z,83,84.4,81,83,2,1.4000000000000057
2019-06-30T09:00:00Z,82.6,83.2,84.9,86,-2.3000000000000114,-2.799999999999997
2019-06-30T10:00:00Z,82.3,83,86,85,-3.700000000000003,-2
2019-06-30T11:00:00Z,82.2,82.8,88,87,-5.799999999999997,-4.200000000000003
2019-06-30T12:00:00Z,82,82,89.1,88,-7.099999999999994,-6
2019-06-30T13:00:00Z,81.9,82,89.1,88,-7.199999999999989,-6
2019-06-30T14:00:00Z,81.7,82,91,89,-9.299999999999997,-7
2019-06-30T15:00:00Z,81.7,82,91,89,-9.299999999999997,-7
2019-06-30T16:00:00Z,81.7,82,91,89,-9.299999999999997,-7
2019-06-30T17:00:00Z,81.6,81.7,90,88,-8.400000000000006,-6.299999999999997
2019-06-30T18:00:00Z,81.6,81.8,88,86,-6.400000000000006,-4.200000000000003
2019-06-30T19:00:00Z,81.7,82,87.1,85,-5.3999999999999915,-3
2019-06-30T20:00:00Z,81.7,82,84.9,84,-3.200000000000003,-2
2019-06-30T21:00:00Z,81.7,82,82.9,82,-1.2000000000000028,0
2019-06-30T22:00:00Z,81.5,81.1,79,79,2.5,2.0999999999999943
2019-06-30T23:00:00Z,81.2,81,77,77,4.200000000000003,4
2019-07-01T00:00:00Z,80.9,80.9,75,74,5.900000000000006,6.900000000000006
2019-07-01T01:00:00Z,80.4,80.1,73.9,73,6.5,7.099999999999994
2019-07-01T02:00:00Z,80.1,80,73,72,7.099999999999994,8
2019-07-01T03:00:00Z,80.7,80.8,72,71,8.700000000000003,9.799999999999997
2019-07-01T04:00:00Z,81.5,81.9,70,69,11.5,12.900000000000006
2019-07-01T05:00:00Z,81.9,82.3,70,69,11.900000000000006,13.299999999999997
2019-07-01T06:00:00Z,82.2,83,70,69,12.200000000000003,14
2019-07-01T07:00:00Z,82.3,83.1,72,71,10.299999999999997,12.099999999999994
2019-07-01T08:00:00Z,82.8,84,73.9,73,8.899999999999991,11
2019-07-01T09:00:00Z,83.2,84.1,77,77,6.200000000000003,7.099999999999994
2019-07-01T10:00:00Z,83.6,84.9,78.1,78,5.5,6.900000000000006
2019-07-01T11:00:00Z,83.8,85,81,81,2.799999999999997,4
2019-07-01T12:00:00Z,83.8,85,82.9,82,0.8999999999999915,3
2019-07-01T13:00:00Z,83.8,84.3,84,83,-0.20000000000000284,1.2999999999999972
2019-07-01T14:00:00Z,83.7,84,86,84,-2.299999999999997,0
2019-07-01T15:00:00Z,83.1,83.4,87.1,86,-4,-2.5999999999999943
2019-07-01T16:00:00Z,82.7,83,86,85,-3.299999999999997,-2
2019-07-01T17:00:00Z,82.4,82.1,82.9,83,-0.5,-0.9000000000000057
2019-07-01T18:00:00Z,82.2,82,81,82,1.2000000000000028,0
2019-07-01T19:00:00Z,81.9,82,81,82,0.9000000000000057,0
2019-07-01T20:00:00Z,81.7,81.2,80.1,81,1.6000000000000085,0.20000000000000284
2019-07-01T21:00:00Z,81.2,81,78.1,78,3.1000000000000085,3
2019-07-01T22:00:00Z,80.9,81,77,77,3.9000000000000057,4
2019-07-01T23:00:00Z,80.6,80.7,75.9,76,4.699999999999989,4.700000000000003
2019-07-02T00:00:00Z,80.3,80,75,75,5.299999999999997,5
2019-07-02T01:00:00Z,80,80,73.9,74,6.099999999999994,6
2019-07-02T02:00:00Z,79.7,80,73,73,6.700000000000003,7
2019-07-02T03:00:00Z,79.3,79.2,73,73,6.299999999999997,6.200000000000003
2019-07-02T04:00:00Z,79.5,79.4,71.1,71,8.400000000000006,8.400000000000006
2019-07-02T05:00:00Z,80.5,81,71.1,71,9.400000000000006,10
2019-07-02T06:00:00Z,81,81.2,73.9,74,7.099999999999994,7.200000000000003
2019-07-02T07:00:00Z,81.3,82,79,80,2.299999999999997,2
2019-07-02T08:00:00Z,81.8,82,82.9,83,-1.1000000000000085,-1
2019-07-02T09:00:00Z,82.2,82.5,86,86,-3.799999999999997,-3.5
2019-07-02T10:00:00Z,82.4,82.6,88,89,-5.599999999999994,-6.400000000000006
2019-07-02T11:00:00Z,82.8,83,91,93,-8.200000000000003,-10
2019-07-02T12:00:00Z,82.9,83,93,97,-10.099999999999994,-14
2019-07-02T13:00:00Z,82.7,82.8,91.9,95,-9.200000000000003,-12.200000000000003
2019-07-02T14:00:00Z,82.2,82,95,101,-12.799999999999997,-19
2019-07-02T15:00:00Z,82.1,82,95,100,-12.900000000000006,-18
2019-07-02T16:00:00Z,82,82,95,99,-13,-17
2019-07-02T17:00:00Z,81.9,82,93,97,-11.099999999999994,-15
2019-07-02T18:00:00Z,81.9,82,87.1,89,-5.199999999999989,-7
2019-07-02T19:00:00Z,81.9,82.4,79,81,2.9000000000000057,1.4000000000000057
2019-07-02T20:00:00Z,81.8,82.1,73.9,75,7.8999999999999915,7.099999999999994
2019-07-02T21:00:00Z,81.5,81.8,73,74,8.5,7.799999999999997
