zcta,white_%,black_%,otherrace_or_multirace_%,poverty_%,single_family_detached_houses_%,65+_%,0-17_%,disabled_%,renter_%,vacancy_%,home_median_price_d,median_household_income_d,median_age_a,heat_mean_f,heat_median_f,heat_min_f,heat_max_f,total_count,population,urticaria_count,urticaria_prev,q1_urticaria_count,q2_urticaria_count,q3_urticaria_count,q4_urticaria_count,q1_urticaria_prev,q2_urticaria_prev,q3_urticaria_prev,q4_urticaria_prev,heat_exhaustion_count,heat_exhaustion_prev,q1_heat_exhaustion_count,q2_heat_exhaustion_count,q3_heat_exhaustion_count,q4_heat_exhaustion_count,q1_heat_exhaustion_prev,q2_heat_exhaustion_prev,q3_heat_exhaustion_prev,q4_heat_exhaustion_prev,heat_syncope_count,heat_syncope_prev,q1_heat_syncope_count,q2_heat_syncope_count,q3_heat_syncope_count,q4_heat_syncope_count,q1_heat_syncope_prev,q2_heat_syncope_prev,q3_heat_syncope_prev,q4_heat_syncope_prev,heat_cramps_count,heat_cramps_prev,q1_heat_cramps_count,q2_heat_cramps_count,q3_heat_cramps_count,q4_heat_cramps_count,q1_heat_cramps_prev,q2_heat_cramps_prev,q3_heat_cramps_prev,q4_heat_cramps_prev,carbon_monoxide_count,carbon_monoxide_prev,q1_carbon_monoxide_count,q2_carbon_monoxide_count,q3_carbon_monoxide_count,q4_carbon_monoxide_count,q1_carbon_monoxide_prev,q2_carbon_monoxide_prev,q3_carbon_monoxide_prev,q4_carbon_monoxide_prev,heatstroke_count,heatstroke_prev,q1_heatstroke_count,q2_heatstroke_count,q3_heatstroke_count,q4_heatstroke_count,q1_heatstroke_prev,q2_heatstroke_prev,q3_heatstroke_prev,q4_heatstroke_prev,all_effects_heat_count,all_effects_heat_prev,q1_all_effects_heat_count,q2_all_effects_heat_count,q3_all_effects_heat_count,q4_all_effects_heat_count,q1_all_effects_heat_prev,q2_all_effects_heat_prev,q3_all_effects_heat_prev,q4_all_effects_heat_prev,hypothermia_count,hypothermia_prev,q1_hypothermia_count,q2_hypothermia_count,q3_hypothermia_count,q4_hypothermia_count,q1_hypothermia_prev,q2_hypothermia_prev,q3_hypothermia_prev,q4_hypothermia_prev,osteoarthritis_count,osteoarthritis_prev,q1_osteoarthritis_count,q2_osteoarthritis_count,q3_osteoarthritis_count,q4_osteoarthritis_count,q1_osteoarthritis_prev,q2_osteoarthritis_prev,q3_osteoarthritis_prev,q4_osteoarthritis_prev,kidney_disease_count,kidney_disease_prev,q1_kidney_disease_count,q2_kidney_disease_count,q3_kidney_disease_count,q4_kidney_disease_count,q1_kidney_disease_prev,q2_kidney_disease_prev,q3_kidney_disease_prev,q4_kidney_disease_prev,mental_illness_count,mental_illness_prev,q1_mental_illness_count,q2_mental_illness_count,q3_mental_illness_count,q4_mental_illness_count,q1_mental_illness_prev,q2_mental_illness_prev,q3_mental_illness_prev,q4_mental_illness_prev,influenza_count,influenza_prev,q1_influenza_count,q2_influenza_count,q3_influenza_count,q4_influenza_count,q1_influenza_prev,q2_influenza_prev,q3_influenza_prev,q4_influenza_prev,acute_bronchitis_count,acute_bronchitis_prev,q1_acute_bronchitis_count,q2_acute_bronchitis_count,q3_acute_bronchitis_count,q4_acute_bronchitis_count,q1_acute_bronchitis_prev,q2_acute_bronchitis_prev,q3_acute_bronchitis_prev,q4_acute_bronchitis_prev,bronchitis_count,bronchitis_prev,q1_bronchitis_count,q2_bronchitis_count,q3_bronchitis_count,q4_bronchitis_count,q1_bronchitis_prev,q2_bronchitis_prev,q3_bronchitis_prev,q4_bronchitis_prev,copd_count,copd_prev,q1_copd_count,q2_copd_count,q3_copd_count,q4_copd_count,q1_copd_prev,q2_copd_prev,q3_copd_prev,q4_copd_prev,asthma_count,asthma_prev,q1_asthma_count,q2_asthma_count,q3_asthma_count,q4_asthma_count,q1_asthma_prev,q2_asthma_prev,q3_asthma_prev,q4_asthma_prev,respiratory_count,respiratory_prev,q1_respiratory_count,q2_respiratory_count,q3_respiratory_count,q4_respiratory_count,q1_respiratory_prev,q2_respiratory_prev,q3_respiratory_prev,q4_respiratory_prev,hypertension_count,hypertension_prev,q1_hypertension_count,q2_hypertension_count,q3_hypertension_count,q4_hypertension_count,q1_hypertension_prev,q2_hypertension_prev,q3_hypertension_prev,q4_hypertension_prev,heart_attack_count,heart_attack_prev,q1_heart_attack_count,q2_heart_attack_count,q3_heart_attack_count,q4_heart_attack_count,q1_heart_attack_prev,q2_heart_attack_prev,q3_heart_attack_prev,q4_heart_attack_prev,cerebrovascular_disease_count,cerebrovascular_disease_prev,q1_cerebrovascular_disease_count,q2_cerebrovascular_disease_count,q3_cerebrovascular_disease_count,q4_cerebrovascular_disease_count,q1_cerebrovascular_disease_prev,q2_cerebrovascular_disease_prev,q3_cerebrovascular_disease_prev,q4_cerebrovascular_disease_prev,congestive_artery_disease_count,congestive_artery_disease_prev,q1_congestive_artery_disease_count,q2_congestive_artery_disease_count,q3_congestive_artery_disease_count,q4_congestive_artery_disease_count,q1_congestive_artery_disease_prev,q2_congestive_artery_disease_prev,q3_congestive_artery_disease_prev,q4_congestive_artery_disease_prev,angina_pectoris_count,angina_pectoris_prev,q1_angina_pectoris_count,q2_angina_pectoris_count,q3_angina_pectoris_count,q4_angina_pectoris_count,q1_angina_pectoris_prev,q2_angina_pectoris_prev,q3_angina_pectoris_prev,q4_angina_pectoris_prev,heart_disease_count,heart_disease_prev,q1_heart_disease_count,q2_heart_disease_count,q3_heart_disease_count,q4_heart_disease_count,q1_heart_disease_prev,q2_heart_disease_prev,q3_heart_disease_prev,q4_heart_disease_prev,circulatory_count,circulatory_prev,q1_circulatory_count,q2_circulatory_count,q3_circulatory_count,q4_circulatory_count,q1_circulatory_prev,q2_circulatory_prev,q3_circulatory_prev,q4_circulatory_prev,thyroid_count,thyroid_prev,q1_thyroid_count,q2_thyroid_count,q3_thyroid_count,q4_thyroid_count,q1_thyroid_prev,q2_thyroid_prev,q3_thyroid_prev,q4_thyroid_prev,diabetes_count,diabetes_prev,q1_diabetes_count,q2_diabetes_count,q3_diabetes_count,q4_diabetes_count,q1_diabetes_prev,q2_diabetes_prev,q3_diabetes_prev,q4_diabetes_prev
21201,36.294064477252185,51.28653208797831,12.419403434769507,30.799122532121594,1.7527238275698722,9.99698704429045,14.275384151852968,16.101235311840917,88.41117415975557,13.178588346755093,189600,33877,30.1,88.90387320698295,90.63347015380856,78.18559303283689,102.78414993286131,76422,16595,180,0.00235534270236319,42,44,57,37,0.00227112961661169,0.00230644231273261,0.00283089148249317,0.00197681252337447,17,2.22449033000968e-4,0,5,11,1,0,2.62095717355978e-4,5.46312391358331e-4,5.34273654966074e-5,2,2.61704744707022e-5,0,1,1,0,0,5.24191434711957e-5,4.96647628507574e-5,0,3,3.92557117060532e-5,0,1,1,1,0,5.24191434711957e-5,4.96647628507574e-5,5.34273654966074e-5,15,1.96278558530266e-4,4,3,1,7,2.16298058724923e-4,1.57257430413587e-4,4.96647628507574e-5,3.73991558476252e-4,0,0,0,0,0,0,0,0,0,0,32,4.18727591531234e-4,0,10,20,2,0,5.24191434711957e-4,9.93295257015148e-4,1.06854730993215e-4,27,3.53301405354479e-4,13,4,2,8,7.02968690856e-4,2.09676573884783e-4,9.93295257015148e-5,4.27418923972859e-4,1433,0.0187511449582581,371,397,331,334,0.0200616449467366,0.0208103999580647,0.0164390365036007,0.0178447400758669,1197,0.0156630289707152,306,307,315,269,0.0165468014924566,0.0160926770456571,0.0156444002979886,0.0143719613185874,24163,0.316178587317788,6002,6093,6179,5889,0.324555237116747,0.319389841169995,0.30687856965483,0.314633755409521,264,0.00345450263013268,185,26,5,48,0.0100037852160277,0.00136289773025109,2.48323814253787e-4,0.00256451354383715,419,0.0054827144016121,133,84,63,139,0.00719191045260369,0.00440320805158044,0.00312888005959772,0.00742640380402842,1182,0.015466750412185,347,243,229,363,0.0187638565943871,0.0127378518635006,0.0113732306928234,0.019394133675268498,11402,0.149197874957473,2799,2865,2864,2874,0.151354566592765,0.150180846044976,0.142239880804569,0.15355024843725,8727,0.114194865352909,2140,2191,2200,2196,0.115719461417834,0.11485034334539,0.109262478271666,0.11732649463055,16518,0.216141948653529,4364,4073,3829,4252,0.235981182068891,0.21350317135818,0.19016637695555,0.227173158091575,14792,0.193556829185313,3634,3744,3787,3627,0.196506786351592,0.19625727315615701,0.188080456915818,0.193781054656195,41,5.36494726649394e-4,11,9,11,10,5.94819661493538e-4,4.71772291240761e-4,5.46312391358331e-4,5.34273654966074e-4,319,0.00417419067807699,82,77,88,72,0.00443411020386092,0.00403627404728207,0.00437049913086665,0.00384677031575573,747,0.00977467221480726,179,196,186,186,0.0096793381279403,0.0102741521203544,0.00923764589024087,0.00993748998236897,34,4.44898066001937e-4,6,5,12,11,3.24447088087384e-4,2.62095717355978e-4,5.95977154209089e-4,5.87701020462681e-4,15605,0.204195127057654,3825,3949,4010,3821,0.206835018655708,0.207003197567752,0.199155699031537,0.204145963562537,16044,0.209939546203973,3934,4039,4151,3920,0.212729140755962,0.211720920480159,0.206158430593494,0.209435272746701,822,0.0107560650074586,205,221,205,191,0.0110852755096523,0.0115846307071342,0.0101812763844053,0.010204626809852,6208,0.0812331527570595,1564,1566,1640,1438,0.0845725409614449,0.0820883786758924,0.0814502110752421,0.0768285515841214
21202,31.20525059665871,59.75766476959794,9.037084633743348,29.288528112689505,2.8362044351384794,8.24765926197907,11.460436937763907,10.81788140260694,78.77748876803027,19.501284857713905,230200,44656,32.5,89.44793348587736,91.06913642883296,78.98687744140616,101.57000274658202,82496,21788,178,0.00215768037238169,38,50,57,33,0.00189781750986366,0.0024588148512417,0.00263425455217673,0.00160975609756098,24,2.90923196276183e-4,0,3,20,1,0,1.47528891074502e-4,9.24299842869027e-4,4.87804878048781e-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8.48525989138867e-5,3,0,3,1,1.49827698147131e-4,0,1.38644976430354e-4,4.87804878048781e-5,0,0,0,0,0,0,0,0,0,0,33,4.00019394879752e-4,0,6,25,2,0,2.95057782149004e-4,0.00115537480358628,9.75609756097561e-5,38,4.60628394103957e-4,21,1,1,15,0.00104879388702992,4.9176297024834e-5,4.62149921434513e-5,7.31707317073171e-4,1374,0.0166553529868115,347,338,312,377,0.0173300704190181,0.0166215883943939,0.0144190775487568,0.018390243902439,1052,0.0127521334367727,281,263,265,243,0.0140338610597813,0.0129333661175313,0.0122469729180146,0.0118536585365854,22037,0.26712810318076,5440,5775,5479,5343,0.271687559306797,0.283993115318417,0.25321194195397,0.260634146341463,345,0.00418202094647013,246,38,1,60,0.0122858712480647,0.00186869928694369,4.62149921434513e-5,0.00292682926829268,392,0.00475174553917766,119,79,66,128,0.00594316535983619,0.00388492746496189,0.00305018948146779,0.00624390243902439,1264,0.015321955003879,337,264,278,385,0.0168306447585277,0.0129825424145562,0.0128477678158795,0.018780487804878,10580,0.128248642358417,2662,2595,2588,2735,0.132947110822554,0.127612490779444,0.119604399667252,0.133414634146341,8244,0.0999321179208689,2140,2013,1971,2120,0.106877091344953,0.0989918859109909,0.0910897495147426,0.103414634146341,16400,0.198797517455392,4395,3899,3716,4390,0.219497577785547,0.191738382099828,0.171734910805065,0.214146341463415,13544,0.164177657098526,3298,3431,3405,3410,0.164710582829746,0.168723875092206,0.157362048248452,0.166341463414634,57,6.90942591155935e-4,21,14,11,11,0.00104879388702992,6.88468158347676e-4,5.08364913577965e-4,5.36585365853659e-4,270,0.00327288595810706,74,65,69,62,0.00369574988762923,0.00319645930661421,0.00318883445789814,0.00302439024390244,876,0.0106186966640807,246,226,211,193,0.0122858712480647,0.0111138431276125,0.00975136334226823,0.00941463414634146,26,3.15166795965865e-4,7,7,8,4,3.49597962343305e-4,3.44234079173838e-4,3.69719937147611e-4,1.95121951219512e-4,14482,0.175547905352987,3546,3651,3650,3635,0.177096339209909,0.179542660437669,0.168684721323597,0.177317073170732,14858,0.180105702094647,3651,3757,3720,3730,0.182340308645058,0.184755347922301,0.171919770773639,0.181951219512195,637,0.00772158650116369,171,169,154,143,0.00854017879438645,0.00831079419719695,0.00711710879009151,0.00697560975609756,5656,0.0685608999224205,1381,1408,1440,1427,0.0689706837137292,0.0692402262109663,0.0665495886865699,0.069609756097561
21205,22.998780983340104,68.82026276581335,8.180956250846535,37.13189973976168,3.0760547481303795,10.618989570635243,29.506975484220504,20.62169849654612,66.4236305851561,24.523775927755047,52500,28675,31,88.23259914734768,90.15022277832037,75.55296325683597,100.58579254150393,74049,14766,231,0.00311955596969574,53,51,71,56,0.00302287115724634,0.00278597181252049,0.00357520519663629,0.00305160481717618,10,1.35045712973842e-4,0,1,8,1,0,5.46268982847154e-5,4.02840022156201e-4,5.44929431638603e-5,6,8.1027427784305e-5,0,0,4,2,0,0,2.01420011078101e-4,1.08985886327721e-4,3,4.05137138921525e-5,0,1,2,0,0,5.46268982847154e-5,1.0071000553905e-4,0,6,8.1027427784305e-5,0,3,1,2,0,1.63880694854146e-4,5.03550027695252e-5,1.08985886327721e-4,0,0,0,0,0,0,0,0,0,0,18,2.43082283352915e-4,0,2,13,3,0,1.09253796569431e-4,6.54615036003827e-4,1.63478829491581e-4,6,8.1027427784305e-5,2,1,1,2,1.14070609707409e-4,5.46268982847154e-5,5.03550027695252e-5,1.08985886327721e-4,930,0.0125592513065673,240,263,227,200,0.0136884731648891,0.0143668742488801,0.0114305856286822,0.0108985886327721,1091,0.0147334872854461,245,295,303,248,0.0139736496891576,0.016114934993991,0.0152575658391661,0.0135142499046374,16859,0.2276735675026,4130,4336,4367,4026,0.235555809045799,0.236862230962526,0.219900297094516,0.219388589177701,475,0.00641467136625748,345,63,4,63,0.019677180174528,0.00344149459193707,2.01420011078101e-4,0.0034330554193232,377,0.00509122337911383,107,73,63,134,0.00610277761934638,0.00398776357478422,0.00317236517448008,0.00730205438395728,1130,0.0152601655660441,324,233,216,357,0.0184794387726002,0.0127280673003387,0.0108766805982174,0.0194539807094981,11456,0.154708368782833,2824,2745,2962,2925,0.161067700906861,0.149950835791544,0.149151518203333,0.159391858754291,9367,0.126497319342597,2325,2213,2434,2395,0.132607083784863,0.120889325904075,0.122564076741024,0.130510598877445,17120,0.231198260611217,4536,4040,4011,4533,0.258712142816403,0.22069266907025,0.201973916108565,0.247016511361779,11811,0.159502491593404,2848,3004,3097,2862,0.16243654822335,0.164099202447285,0.155949443577219,0.155958803334968,50,6.75228564869208e-4,10,15,19,6,5.70353048537044e-4,8.19403474270731e-4,9.56745052620978e-4,3.26957658983162e-4,199,0.00268740968817945,34,70,45,50,0.00193920036502595,0.00382388287993008,0.00226597512462863,0.00272464715819301,1025,0.0138421855798188,226,264,273,262,0.0128899788969372,0.0144215011471649,0.0137469157560804,0.0142771511089314,34,4.59155424111062e-4,6,9,14,5,3.42211829122227e-4,4.91642084562439e-4,7.04970038773352e-4,2.72464715819301e-4,12761,0.172331834325919,3075,3230,3369,3087,0.175383562425141,0.176444881459631,0.16964600433053,0.168219715546837,13066,0.176450728571622,3147,3319,3444,3156,0.179490104374608,0.18130667540697,0.173422629538245,0.171979728625143,855,0.0115464084592635,201,225,233,196,0.0114640962755946,0.012291052114061,0.0117327156452994,0.0106806168601166,5058,0.0683061216221691,1177,1307,1378,1196,0.0671305538128101,0.071397356058123,0.0693891938164057,0.0651735600239769
21206,22.886891414978454,71.35336440033538,5.75974418468617,14.026050917702781,36.376513593785695,10.548482071480102,23.641468598280266,11.23676565211457,40.87530966143683,11.46447338359607,150600,50975,37.2,86.29294483091533,88.07957286834721,73.60731201171885,97.50596771240241,147033,51287,524,0.00356382580781185,120,123,158,123,0.00338352224665877,0.00336857095908419,0.00406723813936726,0.00339722697895376,29,1.97234634401801e-4,0,11,18,0,0,3.01254313414033e-4,4.63356243725384e-4,0,5,3.40059714485864e-5,0,4,1,0,0,1.09547023059648e-4,2.57420135402991e-5,0,2,1.36023885794345e-5,0,0,2,0,0,0,5.14840270805982e-5,0,19,1.29222691504628e-4,3,3,4,9,8.45880561664693e-5,8.21602672947363e-5,1.02968054161196e-4,2.48577583825885e-4,3,2.04035828691518e-5,0,1,2,0,0,2.73867557649121e-5,5.14840270805982e-5,0,42,2.85650160168126e-4,0,17,25,0,0,4.65574848003505e-4,6.43550338507478e-4,0,9,6.12107486074555e-5,4,2,0,3,1.12784074888626e-4,5.47735115298242e-5,0,8.28591946086284e-5,1713,0.0116504458182857,435,457,442,379,0.012265268144138,0.0125157473845648,0.0113779699848122,0.0104678782522234,2411,0.0163976794325083,570,654,586,601,0.0160717306716292,0.0179109382702525,0.0150848199346153,0.0165994586532619,30402,0.206769908795985,7320,7827,8124,7131,0.206394857046185,0.214356137371967,0.20912811800139,0.19695630558471,1124,0.00764454238164222,847,109,8,160,0.0238820278576665,0.00298515637837542,2.05936108322393e-4,0.00441915704579351,1379,0.00937884692552012,409,272,266,432,0.011532171657362,0.00744919756805609,0.00684737560171957,0.0119317240236425,2909,0.0197846741887876,843,569,577,920,0.0237692437827779,0.015583064030235,0.0148531418127526,0.0254101530133127,20088,0.136622390891841,5031,5054,4832,5171,0.141854170191169,0.138412663635866,0.124385409426725,0.142821631773739,16544,0.112518958329083,4132,4173,3943,4296,0.11650594935995,0.114284931806978,0.101500759389399,0.118654366679556,32923,0.223915719600362,8910,7923,7258,8832,0.251226526814414,0.216985265925398,0.186835534275491,0.243937468927802,27043,0.183924697176824,6637,6903,7175,6328,0.187136976258952,0.189050775045188,0.184698947151646,0.174777661161134,93,6.32511068943707e-4,20,20,28,25,5.63920374443129e-4,5.47735115298242e-4,7.20776379128375e-4,6.90493288405237e-4,657,0.00446838464834425,156,197,166,138,0.0043985789206564,0.00539519088568768,0.00427317424768965,0.00381152295199691,1635,0.0111199526636877,395,460,408,372,0.0111374273952518,0.0125979076518596,0.010502741524442,0.0102745401314699,52,3.53662103065298e-4,16,14,11,11,4.51136299554503e-4,3.83414580708769e-4,2.8316214894329e-4,3.03817046898304e-4,29088,0.197833139499296,7136,7406,7732,6814,0.201206789601308,0.202826313194939,0.199037248693593,0.18820085068773099,29773,0.202491957587752,7288,7579,7942,6964,0.205492584447076,0.207564221942269,0.204443071537056,0.192343810418163,2082,0.0141600865111914,527,556,537,462,0.0148593018665764,0.0152270362052911,0.0138234612711406,0.0127603159697288,12063,0.0820428067168595,2868,3128,3160,2907,0.0808661816951446,0.085665772032645,0.0813447627873452,0.0802905595757609
21207,10.107165806438239,84.6423315299629,5.250502663598851,13.014027972320363,49.861004601226995,18.70323155690981,19.665029123396142,16.576498144808575,37.840785169029445,12.09739263803681,180300,59013,41.8,85.09105568476923,87.22650680541986,73.45536079406739,96.61694030761713,122574,48243,385,0.00314095974676522,72,95,127,91,0.00242636651614208,0.00309647979139505,0.00400100812803226,0.00298576022048691,22,1.7948341410087e-4,0,7,15,0,0,2.28161668839635e-4,4.7256001512192e-4,0,5,4.07916850229249e-5,0,2,2,1,0,6.51890482398957e-5,6.30080020162561e-5,3.28105518734825e-5,1,8.15833700458498e-6,0,1,0,0,0,3.25945241199478e-5,0,0,33,2.69225121151305e-4,6,7,9,11,2.02197209678506e-4,2.28161668839635e-4,2.83536009073152e-4,3.60916070608308e-4,1,8.15833700458498e-6,0,0,1,0,0,0,3.1504001008128e-5,0,33,2.69225121151305e-4,1,10,20,2,3.36995349464177e-5,3.25945241199478e-4,6.30080020162561e-4,6.5621103746965e-5,4,3.26333480183399e-5,4,0,0,0,1.34798139785671e-4,0,0,0,1455,0.0118703803416712,336,395,367,357,0.0113230437419964,0.0128748370273794,0.011561968369983,0.0117133670188333,2141,0.0174669995268165,493,642,519,487,0.0166138707285839,0.0209256844850065,0.0163505765232184,0.015978738762386,18868,0.15393150260251,4492,4873,4886,4617,0.151378310979308,0.158833116036506,0.153928548925714,0.151486317999869,903,0.00736697831514024,704,75,6,118,0.0237244726022781,0.00244458930899609,1.89024006048768e-4,0.00387164512107094,1068,0.00871310392089676,348,214,166,340,0.0117274381613534,0.00697522816166884,0.00522966416734925,0.0111555876369841,2598,0.0211953595379118,795,552,451,800,0.0267911302824021,0.0179921773142112,0.0142083044546657,0.026248441498786,12371,0.100926787083721,3016,3078,2960,3317,0.101637797398396,0.100325945241199,0.093251842984059,0.108832600564341,9715,0.0792582439995431,2350,2430,2329,2606,0.0791939071240817,0.0792046936114733,0.0733728183479302,0.0855042981822954,22223,0.181302723252892,6171,5336,4684,6032,0.207959830154344,0.173924380704042,0.147564740722072,0.197913248900847,21247,0.173340186336417,4936,5524,5555,5232,0.166340904495518,0.180052151238592,0.175004725600151,0.17166480740206,55,4.48708535252174e-4,17,17,8,13,5.72892094089102e-4,5.54106910039113e-4,2.52032008065024e-4,4.26537174355273e-4,476,0.00388336841418245,107,133,129,107,0.0036058502392667,0.00433507170795306,0.00406401613004852,0.00351072905046263,1416,0.0115522051984923,338,367,366,345,0.0113904428118892,0.0119621903520209,0.0115304643689749,0.0113196403963515,48,3.91600176220079e-4,11,7,14,16,3.70694884410595e-4,2.28161668839635e-4,4.41056014113792e-4,5.2496882997572e-4,22595,0.184337624618598,5268,5844,5919,5564,0.177529150097729,0.190482398956975,0.18647218196711,0.182557910624057,23335,0.190374794001991,5437,6016,6134,5748,0.183224371503673,0.196088657105606,0.193245542183857,0.188595052168777,1525,0.0124414639319921,351,373,429,372,0.0118285367661926,0.0121577574967405,0.0135152164324869,0.0122055252969355,9252,0.0754809339664203,2148,2460,2376,2268,0.0723866010649053,0.0801825293350717,0.0748535063953122,0.0744143316490583
21208,53.202706742397474,42.3404081854499,4.456885072152623,9.496107925427296,43.87742416708105,24.89333369568171,21.096828545805366,13.821778949370872,35.48837209302326,6.452013923421183,251400,72612,45.3,84.95211494681763,86.70249328613289,73.7292671203613,95.48828048706062,52708,36797,161,0.00305456477195113,32,41,48,40,0.00254230555334869,0.00308734939759036,0.00349217897417243,0.0030543677458766,13,2.46641875996054e-4,0,4,9,0,0,3.01204819277108e-4,6.5478355765733e-4,0,2,3.79449039993929e-5,0,2,0,0,0,1.50602409638554e-4,0,0,0,0,0,0,0,0,0,0,0,0,3,5.69173559990893e-5,2,1,0,0,1.58894097084293e-4,7.53012048192771e-5,0,0,0,0,0,0,0,0,0,0,0,0,20,3.79449039993929e-4,0,7,12,1,0,5.2710843373494e-4,8.73044743543107e-4,7.63591936469151e-5,5,9.48622599984822e-5,4,0,0,1,3.17788194168587e-4,0,0,7.63591936469151e-5,562,0.0106625180238294,109,138,160,155,0.00865972829109399,0.0103915662650602,0.0116405965805748,0.0118356750152718,821,0.0155763830917508,199,203,208,211,0.0158099626598872,0.0152861445783133,0.0151327755547472,0.0161117898594991,7221,0.137000075889808,1723,1773,1967,1758,0.136887264638119,0.13350903614457801,0.143106584212441,0.134239462431277,327,0.00620399180390074,238,40,0,49,0.0189083975530309,0.00301204819277108,0,0.00374160048869884,362,0.00686802762389011,119,71,56,116,0.00945419877651545,0.00534638554216867,0.00407420880320116,0.00885766646304215,959,0.0181945814677089,303,197,164,295,0.0240724557082704,0.0148343373493976,0.0119316114950891,0.0225259621258399,3818,0.072436821734841,918,973,969,958,0.0729323905616906,0.0732680722891566,0.0704983630411059,0.0731521075137447,2794,0.0530090308871519,640,712,733,709,0.0508461110669739,0.0536144578313253,0.0533284830847581,0.0541386682956628,7288,0.138271230173788,1991,1735,1604,1958,0.158179073647414,0.130647590361446,0.116696980720262,0.14951130116066,9618,0.18247704333308,2178,2389,2579,2472,0.173035671724795,0.179894578313253,0.187631866133139,0.188759926695174,73,0.00138498899597784,16,25,11,21,0.00127115277667435,0.00188253012048193,8.00291014914514e-4,0.00160354306658522,264,0.00500872732791986,61,70,67,66,0.00484626996107095,0.0052710843373494,0.00487449981811568,0.0050397067806964,529,0.0100364271078394,117,136,142,134,0.00929530467943116,0.0102409638554217,0.0103310294652601,0.0102321319486866,34,6.45063367989679e-4,10,6,5,13,7.94470485421467e-4,4.51807228915663e-4,3.63768643142961e-4,9.92669517409896e-4,10573,0.20059573499279,2402,2643,2820,2708,0.190831810598236,0.199021084337349,0.20516551473263,0.206780696395846,10964,0.208013963724672,2498,2764,2904,2798,0.198458727258282,0.208132530120482,0.211276827937432,0.213653023824068,986,0.0187068376717007,217,249,272,248,0.0172400095336458,0.01875,0.0197890141869771,0.0189370800244349,3701,0.0702170448508765,876,942,978,905,0.0695956145229205,0.070933734939759,0.0711531465987632,0.0691050702504582
21209,73.12650207559537,16.08404340543296,10.78945451897167,7.645471780662097,31.701497449399373,17.810064816837812,24.076906270482848,9.40572427354162,39.35673525851634,4.837913444133619,296700,78900,37.2,84.62888395266849,86.47423686981193,72.55812797546378,97.06442031860361,27921,27462,85,0.00304430357078901,20,23,25,17,0.00298552022689954,0.00324767014967523,0.00338157716759096,0.00251963835778865,7,2.50707352888507e-4,0,4,3,0,0,5.64812199943519e-4,4.05789260110916e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1.79076680634648e-4,1,0,1,3,1.49276011344977e-4,0,1.35263086703639e-4,4.44642063139173e-4,0,0,0,0,0,0,0,0,0,0,11,3.93968697396225e-4,0,7,4,0,0,9.88421349901158e-4,5.41052346814554e-4,0,0,0,0,0,0,0,0,0,0,0,261,0.00934780272912861,48,73,70,70,0.00716524854455889,0.0103078226489692,0.0094684160692547,0.0103749814732474,353,0.0126428136528061,73,109,91,80,0.0108971488281833,0.0153911324484609,0.0123089408900311,0.0118571216837113,3822,0.136886214677125,886,1068,999,869,0.132258546051649,0.15080485738492,0.135127823616935,0.128797984289314,186,0.0066616525196089,137,15,1,33,0.0204508135542618,0.0021180457497882,1.35263086703639e-4,0.0048910626945309,176,0.0063034991583396,54,37,33,52,0.00806090461262875,0.00522451284947755,0.00446368186122007,0.00770712909441233,445,0.0159378245764836,140,93,86,126,0.0208986415882968,0.0131318836486868,0.0116326254565129,0.0186749666518453,1795,0.0642885283478385,448,464,450,433,0.0668756530825496,0.0655182151934482,0.0608683890166374,0.0641766711130873,1330,0.0476343970488163,319,347,336,328,0.0476190476190476,0.0489974583451003,0.0454483971324226,0.0486141989032162,3751,0.134343325812113,1074,888,805,984,0.160322436184505,0.125388308387461,0.108886784796429,0.145842596709649,4569,0.163640270763941,1073,1202,1168,1126,0.16017316017316,0.169726066083027,0.15798728526985,0.166888987698236,12,4.29784033523155e-4,1,4,3,4,1.49276011344977e-4,5.64812199943519e-4,4.05789260110916e-4,5.92856084185564e-4,113,0.00404713298234304,28,25,39,21,0.00417972831765935,0.00353007624964699,0.0052752603814419,0.00311249444197421,287,0.0102790014684288,60,76,78,73,0.00895656068069861,0.0107314317989269,0.0105505207628838,0.0108196235363865,16,5.73045378030873e-4,1,7,5,3,1.49276011344977e-4,9.88421349901158e-4,6.76315433518193e-4,4.44642063139173e-4,5120,0.183374520969879,1182,1351,1330,1257,0.176444245409763,0.190765320530923,0.179899905315839,0.186305024455313,5319,0.190501772859138,1238,1381,1391,1309,0.184803702045081,0.1950014120305,0.188150953604761,0.194012153549726,463,0.0165825006267684,103,149,130,81,0.0153754291685326,0.0210392544478961,0.017584201271473,0.0120053357047577,1554,0.0556570323412485,384,403,411,356,0.0573219883564711,0.0569048291443095,0.0555931286351955,0.0527641914925152
