zcta,white_%,black_%,otherrace_or_multirace_%,poverty_%,single_family_detached_houses_%,65+_%,0-17_%,disabled_%,renter_%,vacancy_%,home_median_price_d,median_household_income_d,median_age_a,heat_mean_f,heat_median_f,heat_min_f,heat_max_f,total_count,population,urticaria_count,urticaria_prev,thirteen_urticaria_count,fourteen_urticaria_count,fifthteen_urticaria_count,sixteen_urticaria_count,seventeen_urticaria_count,eighteen_urticaria_count,thirteen_urticaria_prev,fourteen_urticaria_prev,fifthteen_urticaria_prev,sixteen_urticaria_prev,seventeen_urticaria_prev,eighteen_urticaria_prev,heat_exhaustion_count,heat_exhaustion_prev,thirteen_heat_exhaustion_count,fourteen_heat_exhaustion_count,fifthteen_heat_exhaustion_count,sixteen_heat_exhaustion_count,seventeen_heat_exhaustion_count,eighteen_heat_exhaustion_count,thirteen_heat_exhaustion_prev,fourteen_heat_exhaustion_prev,fifthteen_heat_exhaustion_prev,sixteen_heat_exhaustion_prev,seventeen_heat_exhaustion_prev,eighteen_heat_exhaustion_prev,heat_syncope_count,heat_syncope_prev,thirteen_heat_syncope_count,fourteen_heat_syncope_count,fifthteen_heat_syncope_count,sixteen_heat_syncope_count,seventeen_heat_syncope_count,eighteen_heat_syncope_count,thirteen_heat_syncope_prev,fourteen_heat_syncope_prev,fifthteen_heat_syncope_prev,sixteen_heat_syncope_prev,seventeen_heat_syncope_prev,eighteen_heat_syncope_prev,heat_cramps_count,heat_cramps_prev,thirteen_heat_cramps_count,fourteen_heat_cramps_count,fifthteen_heat_cramps_count,sixteen_heat_cramps_count,seventeen_heat_cramps_count,eighteen_heat_cramps_count,thirteen_heat_cramps_prev,fourteen_heat_cramps_prev,fifthteen_heat_cramps_prev,sixteen_heat_cramps_prev,seventeen_heat_cramps_prev,eighteen_heat_cramps_prev,carbon_monoxide_count,carbon_monoxide_prev,thirteen_carbon_monoxide_count,fourteen_carbon_monoxide_count,fifthteen_carbon_monoxide_count,sixteen_carbon_monoxide_count,seventeen_carbon_monoxide_count,eighteen_carbon_monoxide_count,thirteen_carbon_monoxide_prev,fourteen_carbon_monoxide_prev,fifthteen_carbon_monoxide_prev,sixteen_carbon_monoxide_prev,seventeen_carbon_monoxide_prev,eighteen_carbon_monoxide_prev,heatstroke_count,heatstroke_prev,thirteen_heatstroke_count,fourteen_heatstroke_count,fifthteen_heatstroke_count,sixteen_heatstroke_count,seventeen_heatstroke_count,eighteen_heatstroke_count,thirteen_heatstroke_prev,fourteen_heatstroke_prev,fifthteen_heatstroke_prev,sixteen_heatstroke_prev,seventeen_heatstroke_prev,eighteen_heatstroke_prev,all_effects_heat_count,all_effects_heat_prev,thirteen_all_effects_heat_count,fourteen_all_effects_heat_count,fifthteen_all_effects_heat_count,sixteen_all_effects_heat_count,seventeen_all_effects_heat_count,eighteen_all_effects_heat_count,thirteen_all_effects_heat_prev,fourteen_all_effects_heat_prev,fifthteen_all_effects_heat_prev,sixteen_all_effects_heat_prev,seventeen_all_effects_heat_prev,eighteen_all_effects_heat_prev,hypothermia_count,hypothermia_prev,thirteen_hypothermia_count,fourteen_hypothermia_count,fifthteen_hypothermia_count,sixteen_hypothermia_count,seventeen_hypothermia_count,eighteen_hypothermia_count,thirteen_hypothermia_prev,fourteen_hypothermia_prev,fifthteen_hypothermia_prev,sixteen_hypothermia_prev,seventeen_hypothermia_prev,eighteen_hypothermia_prev,osteoarthritis_count,osteoarthritis_prev,thirteen_osteoarthritis_count,fourteen_osteoarthritis_count,fifthteen_osteoarthritis_count,sixteen_osteoarthritis_count,seventeen_osteoarthritis_count,eighteen_osteoarthritis_count,thirteen_osteoarthritis_prev,fourteen_osteoarthritis_prev,fifthteen_osteoarthritis_prev,sixteen_osteoarthritis_prev,seventeen_osteoarthritis_prev,eighteen_osteoarthritis_prev,kidney_disease_count,kidney_disease_prev,thirteen_kidney_disease_count,fourteen_kidney_disease_count,fifthteen_kidney_disease_count,sixteen_kidney_disease_count,seventeen_kidney_disease_count,eighteen_kidney_disease_count,thirteen_kidney_disease_prev,fourteen_kidney_disease_prev,fifthteen_kidney_disease_prev,sixteen_kidney_disease_prev,seventeen_kidney_disease_prev,eighteen_kidney_disease_prev,mental_illness_count,mental_illness_prev,thirteen_mental_illness_count,fourteen_mental_illness_count,fifthteen_mental_illness_count,sixteen_mental_illness_count,seventeen_mental_illness_count,eighteen_mental_illness_count,thirteen_mental_illness_prev,fourteen_mental_illness_prev,fifthteen_mental_illness_prev,sixteen_mental_illness_prev,seventeen_mental_illness_prev,eighteen_mental_illness_prev,influenza_count,influenza_prev,thirteen_influenza_count,fourteen_influenza_count,fifthteen_influenza_count,sixteen_influenza_count,seventeen_influenza_count,eighteen_influenza_count,thirteen_influenza_prev,fourteen_influenza_prev,fifthteen_influenza_prev,sixteen_influenza_prev,seventeen_influenza_prev,eighteen_influenza_prev,acute_bronchitis_count,acute_bronchitis_prev,thirteen_acute_bronchitis_count,fourteen_acute_bronchitis_count,fifthteen_acute_bronchitis_count,sixteen_acute_bronchitis_count,seventeen_acute_bronchitis_count,eighteen_acute_bronchitis_count,thirteen_acute_bronchitis_prev,fourteen_acute_bronchitis_prev,fifthteen_acute_bronchitis_prev,sixteen_acute_bronchitis_prev,seventeen_acute_bronchitis_prev,eighteen_acute_bronchitis_prev,bronchitis_count,bronchitis_prev,thirteen_bronchitis_count,fourteen_bronchitis_count,fifthteen_bronchitis_count,sixteen_bronchitis_count,seventeen_bronchitis_count,eighteen_bronchitis_count,thirteen_bronchitis_prev,fourteen_bronchitis_prev,fifthteen_bronchitis_prev,sixteen_bronchitis_prev,seventeen_bronchitis_prev,eighteen_bronchitis_prev,copd_count,copd_prev,thirteen_copd_count,fourteen_copd_count,fifthteen_copd_count,sixteen_copd_count,seventeen_copd_count,eighteen_copd_count,thirteen_copd_prev,fourteen_copd_prev,fifthteen_copd_prev,sixteen_copd_prev,seventeen_copd_prev,eighteen_copd_prev,asthma_count,asthma_prev,thirteen_asthma_count,fourteen_asthma_count,fifthteen_asthma_count,sixteen_asthma_count,seventeen_asthma_count,eighteen_asthma_count,thirteen_asthma_prev,fourteen_asthma_prev,fifthteen_asthma_prev,sixteen_asthma_prev,seventeen_asthma_prev,eighteen_asthma_prev,respiratory_count,respiratory_prev,thirteen_respiratory_count,fourteen_respiratory_count,fifthteen_respiratory_count,sixteen_respiratory_count,seventeen_respiratory_count,eighteen_respiratory_count,thirteen_respiratory_prev,fourteen_respiratory_prev,fifthteen_respiratory_prev,sixteen_respiratory_prev,seventeen_respiratory_prev,eighteen_respiratory_prev,hypertension_count,hypertension_prev,thirteen_hypertension_count,fourteen_hypertension_count,fifthteen_hypertension_count,sixteen_hypertension_count,seventeen_hypertension_count,eighteen_hypertension_count,thirteen_hypertension_prev,fourteen_hypertension_prev,fifthteen_hypertension_prev,sixteen_hypertension_prev,seventeen_hypertension_prev,eighteen_hypertension_prev,heart_attack_count,heart_attack_prev,thirteen_heart_attack_count,fourteen_heart_attack_count,fifthteen_heart_attack_count,sixteen_heart_attack_count,seventeen_heart_attack_count,eighteen_heart_attack_count,thirteen_heart_attack_prev,fourteen_heart_attack_prev,fifthteen_heart_attack_prev,sixteen_heart_attack_prev,seventeen_heart_attack_prev,eighteen_heart_attack_prev,cerebrovascular_disease_count,cerebrovascular_disease_prev,thirteen_cerebrovascular_disease_count,fourteen_cerebrovascular_disease_count,fifthteen_cerebrovascular_disease_count,sixteen_cerebrovascular_disease_count,seventeen_cerebrovascular_disease_count,eighteen_cerebrovascular_disease_count,thirteen_cerebrovascular_disease_prev,fourteen_cerebrovascular_disease_prev,fifthteen_cerebrovascular_disease_prev,sixteen_cerebrovascular_disease_prev,seventeen_cerebrovascular_disease_prev,eighteen_cerebrovascular_disease_prev,congestive_artery_disease_count,congestive_artery_disease_prev,thirteen_congestive_artery_disease_count,fourteen_congestive_artery_disease_count,fifthteen_congestive_artery_disease_count,sixteen_congestive_artery_disease_count,seventeen_congestive_artery_disease_count,eighteen_congestive_artery_disease_count,thirteen_congestive_artery_disease_prev,fourteen_congestive_artery_disease_prev,fifthteen_congestive_artery_disease_prev,sixteen_congestive_artery_disease_prev,seventeen_congestive_artery_disease_prev,eighteen_congestive_artery_disease_prev,angina_pectoris_count,angina_pectoris_prev,thirteen_angina_pectoris_count,fourteen_angina_pectoris_count,fifthteen_angina_pectoris_count,sixteen_angina_pectoris_count,seventeen_angina_pectoris_count,eighteen_angina_pectoris_count,thirteen_angina_pectoris_prev,fourteen_angina_pectoris_prev,fifthteen_angina_pectoris_prev,sixteen_angina_pectoris_prev,seventeen_angina_pectoris_prev,eighteen_angina_pectoris_prev,heart_disease_count,heart_disease_prev,thirteen_heart_disease_count,fourteen_heart_disease_count,fifthteen_heart_disease_count,sixteen_heart_disease_count,seventeen_heart_disease_count,eighteen_heart_disease_count,thirteen_heart_disease_prev,fourteen_heart_disease_prev,fifthteen_heart_disease_prev,sixteen_heart_disease_prev,seventeen_heart_disease_prev,eighteen_heart_disease_prev,circulatory_count,circulatory_prev,thirteen_circulatory_count,fourteen_circulatory_count,fifthteen_circulatory_count,sixteen_circulatory_count,seventeen_circulatory_count,eighteen_circulatory_count,thirteen_circulatory_prev,fourteen_circulatory_prev,fifthteen_circulatory_prev,sixteen_circulatory_prev,seventeen_circulatory_prev,eighteen_circulatory_prev,thyroid_count,thyroid_prev,thirteen_thyroid_count,fourteen_thyroid_count,fifthteen_thyroid_count,sixteen_thyroid_count,seventeen_thyroid_count,eighteen_thyroid_count,thirteen_thyroid_prev,fourteen_thyroid_prev,fifthteen_thyroid_prev,sixteen_thyroid_prev,seventeen_thyroid_prev,eighteen_thyroid_prev,diabetes_count,diabetes_prev,thirteen_diabetes_count,fourteen_diabetes_count,fifthteen_diabetes_count,sixteen_diabetes_count,seventeen_diabetes_count,eighteen_diabetes_count,thirteen_diabetes_prev,fourteen_diabetes_prev,fifthteen_diabetes_prev,sixteen_diabetes_prev,seventeen_diabetes_prev,eighteen_diabetes_prev
21201,36.294064477252185,51.28653208797831,12.419403434769507,30.799122532121594,1.7527238275698722,9.99698704429045,14.275384151852968,16.101235311840917,88.41117415975557,13.178588346755093,189600,33877,30.1,88.90387320698295,90.63347015380856,78.18559303283689,102.78414993286131,76422,16595,180,0.00235534270236319,16,41,38,32,32,21,0.00220324979344533,0.00256490459806068,0.00258222343027997,0.00220628792057364,0.00218310820030018,0.00225879315908358,17,2.22449033000968e-4,2,2,2,1,8,2,2.75406224180667e-4,1.25117297466375e-4,1.35906496330525e-4,6.89464975179261e-5,5.45777050075044e-4,2.1512315800796e-4,2,2.61704744707022e-5,0,0,0,0,0,2,0,0,0,0,0,2.1512315800796e-4,3,3.92557117060532e-5,0,2,0,0,0,1,0,1.25117297466375e-4,0,0,0,1.0756157900398e-4,15,1.96278558530266e-4,0,2,5,4,4,0,0,1.25117297466375e-4,3.39766240826312e-4,2.75785990071704e-4,2.72888525037522e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,4.18727591531234e-4,3,8,3,1,11,6,4.13109336271e-4,5.00469189865499e-4,2.03859744495787e-4,6.89464975179261e-5,7.50443443853186e-4,6.45369474023879e-4,27,3.53301405354479e-4,1,6,3,5,4,8,1.37703112090333e-4,3.75351892399124e-4,2.03859744495787e-4,3.4473248758963e-4,2.72888525037522e-4,8.60492632031838e-4,1433,0.0187511449582581,42,110,152,303,550,276,0.005783530707794,0.00688145136065061,0.0103288937211199,0.0208907887479316,0.0375221721926593,0.0296869958050984,1197,0.0156630289707152,87,166,189,251,301,203,0.011980170751859,0.0103847356897091,0.0128431639032346,0.0173055708769994,0.0205348615090735,0.0218350005378079,24163,0.316178587317788,1871,4319,4157,4426,5559,3831,0.257642522721014,0.270190803878636,0.282481652622995,0.305157198014341,0.379246827670896,0.412068409164247,264,0.00345450263013268,4,58,27,31,51,93,5.50812448361333e-4,0.00362840162652487,0.00183473770046208,0.00213734142305571,0.00347932869422841,0.0100032268473701,419,0.0054827144016121,48,101,84,68,65,53,0.006609749380336,0.00631842352205192,0.00570807284588203,0.00468836183121897,0.00443443853185974,0.00570076368721093,1182,0.015466750412185,129,329,281,184,150,109,0.017763701459653,0.0205817954332186,0.0190948627344387,0.0126861555432984,0.0102333196889071,0.0117242121114338,11402,0.149197874957473,951,2244,1958,2101,2579,1569,0.130955659597907,0.140381607757272,0.133052459907584,0.144856591285163,0.175944876517942,0.168764117457244,8727,0.114194865352909,764,1766,1472,1605,2018,1102,0.105205177637015,0.110478573662809,0.100027181299266,0.110659128516271,0.13767226088143,0.118532860062386,16518,0.216141948653529,1401,3314,2928,3051,3601,2223,0.192922060038557,0.207319361901783,0.198967110627888,0.210355763927192,0.245667894665029,0.239109390125847,14792,0.193556829185313,1154,2696,2601,2998,3259,2084,0.158909391352245,0.168658116984673,0.176746398477847,0.206701599558742,0.222335925774321,0.224158330644294,41,5.36494726649394e-4,3,2,8,15,9,4,4.13109336271e-4,1.25117297466375e-4,5.43625985322098e-4,0.00103419746276889,6.13999181334425e-4,4.30246316015919e-4,319,0.00417419067807699,27,51,56,71,78,36,0.003717984026439,0.00319049108539256,0.00380538189725469,0.00489520132377275,0.00532132623823168,0.00387221684414327,747,0.00977467221480726,43,140,108,153,201,102,0.00592123381988433,0.00875821082264623,0.00733895080184833,0.0105488141202427,0.0137126483831355,0.0109712810584059,34,4.44898066001937e-4,5,5,7,8,6,3,6.88515560451666e-4,3.12793243665937e-4,4.75672737156836e-4,5.51571980143409e-4,4.09332787556283e-4,3.22684737011939e-4,15605,0.204195127057654,1219,2829,2788,3155,3408,2206,0.167860093638116,0.176978417266187,0.189453655884751,0.217526199669057,0.232501023331969,0.237280843282779,16044,0.209939546203973,1262,2915,2869,3231,3520,2247,0.173781327458001,0.182358461057241,0.194957868986138,0.222766133480419,0.24014190203302,0.241690868021943,822,0.0107560650074586,54,112,123,190,214,129,0.00743596805287799,0.00700656865811698,0.00835824952432726,0.013099834528406,0.0145995360895074,0.0138754436915134,6208,0.0812331527570595,494,1078,1039,1385,1337,875,0.0680253373726246,0.067438223334376,0.0706034248437075,0.0954908990623276,0.0912129894937918,0.0941163816284823
21202,31.20525059665871,59.75766476959794,9.037084633743348,29.288528112689505,2.8362044351384794,8.24765926197907,11.460436937763907,10.81788140260694,78.77748876803027,19.501284857713905,230200,44656,32.5,89.44793348587736,91.06913642883296,78.98687744140616,101.57000274658202,82496,21788,178,0.00215768037238169,25,37,36,32,34,14,0.00275360722546536,0.00211404410924466,0.00224103585657371,0.00205721632915461,0.00220492866407263,0.00157728706624606,24,2.90923196276183e-4,6,2,4,3,5,4,6.60865734111686e-4,1.14272654553765e-4,2.49003984063745e-4,1.92864030858245e-4,3.24254215304799e-4,4.50653447498873e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8.48525989138867e-5,0,1,1,3,1,1,0,5.71363272768826e-5,6.22509960159363e-5,1.92864030858245e-4,6.48508430609598e-5,1.12663361874718e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,4.00019394879752e-4,9,4,4,4,7,5,9.91298601167529e-4,2.28545309107531e-4,2.49003984063745e-4,2.57152041144327e-4,4.53955901426719e-4,5.63316809373592e-4,38,4.60628394103957e-4,2,13,7,11,5,0,2.20288578037229e-4,7.42772254599474e-4,4.35756972111554e-4,7.07168113146898e-4,3.24254215304799e-4,0,1374,0.0166553529868115,57,96,154,301,489,277,0.00627822447406102,0.00548508741858073,0.00958665338645418,0.0193506910961106,0.0317120622568093,0.031207751239297,1052,0.0127521334367727,78,171,172,220,244,167,0.00859125454345192,0.00977031196434693,0.010707171314741,0.014143362262938,0.0158236057068742,0.018814781433078,22037,0.26712810318076,2058,3757,3788,4425,4951,3058,0.226676946800308,0.214661181579248,0.235806772908367,0.284474445515911,0.321076523994812,0.344524560612889,345,0.00418202094647013,4,69,25,47,74,126,4.40577156074458e-4,0.0039424065821049,0.00155627490039841,0.00302153648344584,0.00479896238651102,0.0141955835962145,392,0.00475174553917766,49,105,69,65,61,43,0.0053970701619121,0.00599931436407268,0.0042953187250996,0.00417872066859531,0.00395590142671855,0.00484452456061289,1264,0.015321955003879,170,373,261,187,181,92,0.0187245291331644,0.0213118500742772,0.0162475099601594,0.0120218579234973,0.0117380025940337,0.0103650292924741,10580,0.128248642358417,997,1974,1830,2156,2299,1324,0.109813856151559,0.112787110044566,0.113919322709163,0.138604950176792,0.149092088197147,0.149166291122127,8244,0.0999321179208689,805,1538,1472,1697,1746,986,0.0886661526599846,0.0878756713518455,0.0916334661354582,0.109096753455481,0.113229571984436,0.111086074808472,16400,0.198797517455392,1557,3235,2888,3285,3411,2024,0.171494658001983,0.184836018740715,0.179780876494024,0.211186113789778,0.221206225680934,0.22803064443443,13544,0.164177657098526,1269,2287,2526,2700,2931,1831,0.139773102764622,0.130670780482231,0.157246015936255,0.17357762777242,0.190077821011673,0.206286615592609,57,6.90942591155935e-4,1,14,10,13,10,9,1.10144289018614e-4,7.99908581876357e-4,6.22509960159363e-4,8.35744133719061e-4,6.48508430609598e-4,0.00101397025687247,270,0.00327288595810706,20,36,68,64,37,45,0.00220288578037229,0.00205690778196778,0.00423306772908367,0.00411443265830923,0.00239948119325551,0.00506985128436233,876,0.0106186966640807,47,159,156,186,178,150,0.00517678158387488,0.00908467603702434,0.00971115537848606,0.0119575699132112,0.0115434500648508,0.0168995042812078,26,3.15166795965865e-4,0,6,3,7,2,8,0,3.42817963661296e-4,1.86752988047809e-4,4.50016072002572e-4,1.2970168612192e-4,9.01306894997747e-4,14482,0.175547905352987,1362,2474,2716,2907,3099,1924,0.150016521643353,0.141355273683008,0.169073705179283,0.186885245901639,0.200972762645914,0.216764308246958,14858,0.180105702094647,1388,2533,2777,3001,3187,1972,0.152880273157837,0.144726316992344,0.172871015936255,0.192928318868531,0.206679636835279,0.222172149616945,637,0.00772158650116369,47,101,114,136,150,89,0.00517678158387488,0.00577076905496515,0.00709661354581673,0.0087431693989071,0.00972762645914397,0.0100270392068499,5656,0.0685608999224205,580,1032,1003,1132,1189,720,0.0638836876307963,0.0589646897497429,0.0624377490039841,0.0727740276438444,0.0771076523994812,0.0811176205497972
21205,22.998780983340104,68.82026276581335,8.180956250846535,37.13189973976168,3.0760547481303795,10.618989570635243,29.506975484220504,20.62169849654612,66.4236305851561,24.523775927755047,52500,28675,31,88.23259914734768,90.15022277832037,75.55296325683597,100.58579254150393,74049,14766,231,0.00311955596969574,43,54,48,35,33,18,0.00550083152104388,0.00344146325919317,0.00321048759280316,0.0024234870516549,0.00240928670511791,0.00241578311636022,10,1.35045712973842e-4,4,2,1,2,1,0,5.11705257771524e-4,1.2746160219234e-4,6.68851581833991e-5,1.3848497438028e-4,7.3008688033876e-5,0,6,8.1027427784305e-5,1,0,1,1,2,1,1.27926314442881e-4,0,6.68851581833991e-5,6.92424871901399e-5,1.46017376067752e-4,1.34210173131123e-4,3,4.05137138921525e-5,2,0,0,1,0,0,2.55852628885762e-4,0,0,6.92424871901399e-5,0,0,6,8.1027427784305e-5,1,1,2,2,0,0,1.27926314442881e-4,6.37308010961698e-5,1.33770316366798e-4,1.3848497438028e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2.43082283352915e-4,5,2,2,5,3,1,6.39631572214405e-4,1.2746160219234e-4,1.33770316366798e-4,3.46212435950699e-4,2.19026064101628e-4,1.34210173131123e-4,6,8.1027427784305e-5,0,1,1,3,0,1,0,6.37308010961698e-5,6.68851581833991e-5,2.0772746157042e-4,0,1.34210173131123e-4,930,0.0125592513065673,28,56,108,214,299,225,0.00358193680440067,0.00356892486138551,0.0072235970838071,0.0148178922586899,0.0218295977221289,0.0301972889545028,1091,0.0147334872854461,84,166,163,201,304,173,0.010745810413202,0.0105793129819642,0.0109022807838941,0.0139177399252181,0.0221946411622983,0.0232183599516843,16859,0.2276735675026,1473,2833,2778,3353,3979,2443,0.188435461174364,0.180549359505449,0.185806969433483,0.232170059548539,0.290501569686793,0.327875452959334,475,0.00641467136625748,10,76,44,72,102,171,0.00127926314442881,0.0048435408833089,0.00294294696006956,0.00498545907769007,0.00744688617945535,0.0229499396054221,377,0.00509122337911383,54,105,78,48,56,36,0.00690802097991557,0.00669173411509783,0.00521704233830513,0.00332363938512671,0.00408848652989706,0.00483156623272044,1130,0.0152601655660441,146,314,224,193,169,84,0.0186772419086606,0.0200114715441973,0.0149822754330814,0.013363800027697,0.012338468277725,0.0112736545430144,11456,0.154708368782833,1203,2180,1947,2392,2391,1343,0.153895356274786,0.13893314638965,0.130225402983078,0.165628029358815,0.174563773088998,0.180244262515099,9367,0.126497319342597,993,1798,1617,1980,1916,1063,0.127030830241781,0.114587980370913,0.108153300782556,0.137100124636477,0.139884646272906,0.142665414038384,17120,0.231198260611217,1712,3314,3104,3474,3465,2051,0.219009850326212,0.211203874832707,0.207611531001271,0.240548400498546,0.25297510403738,0.275265065091934,11811,0.159502491593404,1203,2153,2077,2401,2516,1461,0.153895356274786,0.137212414760054,0.13892047354692,0.166251211743526,0.183689859093232,0.196081062944571,50,6.75228564869208e-4,0,9,9,18,11,3,0,5.73577209865528e-4,6.01966423650592e-4,0.00124636476942252,8.03095568372636e-4,4.0263051939337e-4,199,0.00268740968817945,17,31,45,57,32,17,0.00217474734552898,0.00197565483398126,0.00300983211825296,0.00394682176983797,0.00233627801708403,0.0022815729432291,1025,0.0138421855798188,94,193,198,185,215,140,0.0120250735576308,0.0123000446115608,0.013243261320313,0.0128098601301759,0.0156968679272833,0.0187894242383573,34,4.59155424111062e-4,3,5,10,10,6,0,3.83778943328643e-4,3.18654005480849e-4,6.68851581833991e-4,6.92424871901399e-4,4.38052128203256e-4,0,12761,0.172331834325919,1319,2343,2268,2565,2694,1572,0.16873480875016,0.149321266968326,0.151695538759949,0.177606979642709,0.196685405563262,0.210978392162126,13066,0.176450728571622,1324,2371,2354,2651,2748,1618,0.169374440322374,0.151105729399019,0.157447662363721,0.183561833541061,0.200627874717091,0.217152060126158,855,0.0115464084592635,69,116,143,215,190,122,0.00882691569655878,0.00739277292715569,0.00956457762022607,0.0148871347458801,0.0138716507264364,0.016373641121997,5058,0.0683061216221691,513,916,879,1021,1077,652,0.0656261993091979,0.0583774138040915,0.0587920540432078,0.0706965794211328,0.0786303570124845,0.0875050328814924
21206,22.886891414978454,71.35336440033538,5.75974418468617,14.026050917702781,36.376513593785695,10.548482071480102,23.641468598280266,11.23676565211457,40.87530966143683,11.46447338359607,150600,50975,37.2,86.29294483091533,88.07957286834721,73.60731201171885,97.50596771240241,147033,51287,524,0.00356382580781185,72,108,112,92,92,48,0.004778972520908,0.00359508671482308,0.0038104310550131,0.00311294579413954,0.00334011036886436,0.00310981535471331,29,1.97234634401801e-4,5,2,3,9,6,4,3.31873091729723e-4,6.6575679904131e-5,1.02065117544994e-4,3.04527305948433e-4,2.17833284925937e-4,2.59151279559443e-4,5,3.40059714485864e-5,0,1,1,1,1,1,0,3.32878399520655e-5,3.40217058483312e-5,3.38363673276037e-5,3.63055474876561e-5,6.47878198898607e-5,2,1.36023885794345e-5,1,0,0,0,1,0,6.63746183459445e-5,0,0,0,3.63055474876561e-5,0,19,1.29222691504628e-4,4,5,5,5,0,0,2.65498473383778e-4,1.66439199760328e-4,1.70108529241656e-4,1.69181836638019e-4,0,0,3,2.04035828691518e-5,0,0,0,1,0,2,0,0,0,3.38363673276037e-5,0,1.29575639779721e-4,42,2.85650160168126e-4,7,3,6,12,7,7,4.64622328421612e-4,9.98635198561965e-5,2.04130235089987e-4,4.06036407931244e-4,2.54138832413593e-4,4.53514739229025e-4,9,6.12107486074555e-5,0,2,2,2,2,1,0,6.6575679904131e-5,6.80434116966625e-5,6.76727346552074e-5,7.26110949753122e-5,6.47878198898607e-5,1713,0.0116504458182857,84,155,220,304,536,414,0.00557546794105934,0.00515961519257015,0.00748477528663287,0.0102862556675915,0.0194597734533837,0.0268221574344023,2411,0.0163976794325083,162,397,459,488,523,382,0.010752688172043,0.01321527246097,0.015615962984384,0.0165121472558706,0.0189878013360441,0.0247489471979268,30402,0.206769908795985,2503,5290,5789,5537,6901,4382,0.166135669719899,0.176092673346427,0.19695165515599,0.187351965892942,0.250544583212315,0.28390022675737,1124,0.00764454238164222,10,195,88,157,317,357,6.63746183459445e-4,0.00649112879065277,0.00299391011465315,0.00531230967043378,0.011508858553587,0.0231292517006803,1379,0.00937884692552012,160,380,258,267,197,117,0.0106199389353511,0.0126493791817849,0.00877760010886946,0.00903431007647019,0.00715219285506825,0.0075801749271137,2909,0.0197846741887876,312,755,590,596,432,224,0.0207088809239347,0.0251323191638095,0.0200728064505154,0.0201664749272518,0.0156839965146674,0.0145124716553288,20088,0.136622390891841,1658,3503,3911,4187,4303,2526,0.110049117217576,0.116607303352085,0.133058891572823,0.141672870000677,0.156222770839384,0.163654033041788,16544,0.112518958329083,1367,2821,3195,3447,3629,2085,0.0907341032789061,0.0939049965047768,0.108699350185418,0.11663395817825,0.131752831832704,0.13508260447036,32923,0.223915719600362,2738,6151,6392,6789,6829,4024,0.181733705031196,0.204753503545155,0.217466743782533,0.229715097787102,0.247930583793204,0.2607061872368,27043,0.183924697176824,2390,5017,5273,5446,5423,3494,0.158635337846807,0.167005093039513,0.179396454938251,0.18427285646613,0.196884984025559,0.226368642695173,93,6.32511068943707e-4,9,18,16,13,26,11,5.97371565113501e-4,5.99181119137179e-4,5.443472935733e-4,4.39872775258848e-4,9.43944234679059e-4,7.12666018788468e-4,657,0.00446838464834425,67,132,144,109,127,78,0.00444709942917828,0.00439399487367265,0.0048991256421597,0.0036881640387088,0.00461080453093233,0.00505344995140914,1635,0.0111199526636877,112,302,340,319,346,216,0.00743395725474578,0.0100529276655238,0.0115673799884326,0.0107938011775056,0.012561719430729,0.0139941690962099,52,3.53662103065298e-4,7,6,13,5,8,13,4.64622328421612e-4,1.99727039712393e-4,4.42282176028306e-4,1.69181836638019e-4,2.90444379901249e-4,8.42241658568189e-4,29088,0.197833139499296,2587,5402,5721,5805,5848,3725,0.171711137660958,0.179820911421058,0.194638179158303,0.19642011233674,0.212314841707813,0.241334629089731,29773,0.202491957587752,2639,5545,5845,5954,5990,3800,0.175162617814948,0.184581072534203,0.198856870683496,0.201461731068552,0.21747022945106,0.246193715581471,2082,0.0141600865111914,139,271,401,418,527,326,0.00922607195008629,0.00902100462700975,0.0136427040451808,0.0141436015429384,0.0191330235259948,0.0211208292840946,12063,0.0820428067168595,1088,2229,2385,2388,2464,1509,0.0722155847603876,0.074198595253154,0.08114176844827,0.0808012451783177,0.0894568690095847,0.0977648202137998
