"ZIPCODE","total_count","population","urticaria_count","urticaria_prev","urticaria_percap","heat_exhaustion_count","heat_exhaustion_prev","heat_exhaustion_percap","heat_syncope_count","heat_syncope_prev","heat_syncope_percap","heat_cramps_count","heat_cramps_prev","heat_cramps_percap","carbon_monoxide_count","carbon_monoxide_prev","carbon_monoxide_percap","heatstroke_count","heatstroke_prev","heatstroke_percap","all_effects_heat_count","all_effects_heat_prev","all_effects_heat_percap","hypothermia_count","hypothermia_prev","hypothermia_percap","osteoarthritis_count","osteoarthritis_prev","osteoarthritis_percap","kidney_disease_count","kidney_disease_prev","kidney_disease_percap","mental_illness_count","mental_illness_prev","mental_illness_percap","influenza_count","influenza_prev","influenza_percap","acute_bronchitis_count","acute_bronchitis_prev","acute_bronchitis_percap","bronchitis_count","bronchitis_prev","bronchitis_percap","copd_count","copd_prev","copd_percap","asthma_count","asthma_prev","asthma_percap","respiratory_count","respiratory_prev","respiratory_percap","hypertension_count","hypertension_prev","hypertension_percap","heart_attack_count","heart_attack_prev","heart_attack_percap","cerebrovascular_disease_count","cerebrovascular_disease_prev","cerebrovascular_disease_percap","congestive_artery_disease_count","congestive_artery_disease_prev","congestive_artery_disease_percap","angina_pectoris_count","angina_pectoris_prev","angina_pectoris_percap","heart_disease_count","heart_disease_prev","heart_disease_percap","circulatory_count","circulatory_prev","circulatory_percap","thyroid_count","thyroid_prev","thyroid_percap","diabetes_count","diabetes_prev","diabetes_percap"
"21212",21081,34010,22,0.00104359375741189,2.15127365178702e-05,4,0.000189744319529434,3.91140663961277e-06,1,4.74360798823585e-05,9.77851659903193e-07,0,0,0,2,9.4872159764717e-05,1.95570331980639e-06,3,0.000142308239647076,2.93355497970958e-06,9,0.000426924718941227,8.80066493912873e-06,26,0.00123333807694132,2.5424143157483e-05,2105,0.0998529481523647,0.00205837774409622,4646,0.220388027133438,0.00454309881191023,9480,0.449694037284759,0.00927003373588227,139,0.00659361510364783,0.000135921380726544,193,0.00915516341729519,0.000188725370361316,611,0.0289834448081211,0.000597467364200851,4691,0.222522650728144,0.00458710213660588,2583,0.122527394336132,0.00252579083752995,7266,0.344670556425217,0.0071050701608566,10887,0.516436601679237,0.0106458710213661,513,0.0243347089796499,0.000501637901530338,1665,0.0789810730041269,0.00162812301373882,2026,0.0961054978416584,0.00198112746296387,49,0.00232436791423557,4.79147313352564e-05,12340,0.585361225748304,0.0120666894832054,12880,0.610976708884778,0.0125947293795531,2031,0.0963426782410702,0.00198601672126338,5304,0.25160096769603,0.00518652520412653
"21213",31358,31733,19,0.000605905988902353,1.85791815381607e-05,3,9.56693666687927e-05,2.93355497970958e-06,0,0,0,0,0,0,1,3.18897888895976e-05,9.77851659903193e-07,3,9.56693666687927e-05,2.93355497970958e-06,6,0.000191338733337585,5.86710995941916e-06,43,0.00137126092225269,4.20476213758373e-05,2776,0.0885260539575228,0.00271451620789126,8076,0.25754193507239,0.00789713000537818,16172,0.515721665922572,0.0158138170439544,216,0.00688819440015307,0.00021121595853909,214,0.00682441482237388,0.000209260255219283,938,0.0299126219784425,0.000917224856989195,9373,0.298902991262198,0.00916540360827263,5605,0.178742266726194,0.00548085855375739,12782,0.407615281586836,0.0124988999168826,17568,0.56023981121245,0.0171788979611793,987,0.0314752216340328,0.000965139588324451,2389,0.0761847056572486,0.00233608761550873,3258,0.103896932202309,0.0031858407079646,99,0.00315708910007016,9.68073143304161e-05,19189,0.611933159002487,0.0187639955018824,19919,0.635212704891894,0.0194778272136117,2245,0.0715925760571465,0.00219527697648267,8556,0.272849033739397,0.00836649880213172
"21214",14398,20790,13,0.000902903180997361,1.27120715787415e-05,2,0.000138908181691902,1.95570331980639e-06,0,0,0,0,0,0,1,6.94540908459508e-05,9.77851659903193e-07,2,0.000138908181691902,1.95570331980639e-06,5,0.000347270454229754,4.88925829951596e-06,15,0.00104181136268926,1.46677748985479e-05,1494,0.103764411723851,0.00146091037989537,3393,0.235657730240311,0.00331785068205153,6890,0.478538685928601,0.006737397936733,75,0.00520905681344631,7.33388744927394e-05,129,0.00895957771912766,0.000126142864127512,434,0.0301430754271427,0.000424387620397986,3358,0.233226837060703,0.00328362587395492,1498,0.104042228087234,0.00146482178653498,5060,0.351437699680511,0.00494792939911015,7770,0.539658285873038,0.00759790739744781,426,0.0295874427003751,0.00041656480711876,1287,0.0893874149187387,0.00125849508629541,1538,0.106820391721072,0.00150393585293111,42,0.00291707181552993,4.10697697159341e-05,8741,0.607098208084456,0.00854740135921381,9107,0.632518405334074,0.00890529506673838,1350,0.0937630226420336,0.00132009974086931,3992,0.277260730657036,0.00390358382633355
"21215",56478,59404,47,0.00083218244272106,4.59590280154501e-05,5,8.85300470979851e-05,4.88925829951596e-06,0,0,0,0,0,0,4,7.0824037678388e-05,3.91140663961277e-06,3,5.3118028258791e-05,2.93355497970958e-06,9,0.000159354084776373,8.80066493912873e-06,64,0.00113318460285421,6.25825062338043e-05,5597,0.0991005347214845,0.00547303574047817,14358,0.254222883246574,0.01403999413289,28814,0.510180955416268,0.0281758177284506,410,0.00725946386203478,0.000400919180560309,576,0.0101986614256879,0.000563242556104239,1826,0.0323311732001841,0.00178555713098323,14120,0.25000885300471,0.0138072654378331,8082,0.143099968129183,0.0079029971153376,21032,0.372392790112964,0.0205661761110839,33182,0.587520804561068,0.0324470737789077,1360,0.0240801728106519,0.00132987825746834,4900,0.0867594461560253,0.00479147313352564,6142,0.108750309855165,0.00600596489512541,121,0.00214242713977124,0.000118320050848286,35961,0.636725804738128,0.0351645235417787,37466,0.663373348914622,0.036636190289933,4786,0.0847409610821913,0.00467999804429668,16442,0.291122206877014,0.0160778369921283
"21216",28287,30037,16,0.000565630855163149,1.56456265584511e-05,7,0.000247463499133878,6.84496161932235e-06,0,0,0,1,3.53519284476968e-05,9.77851659903193e-07,1,3.53519284476968e-05,9.77851659903193e-07,0,0,0,7,0.000247463499133878,6.84496161932235e-06,64,0.0022625234206526,6.25825062338043e-05,2476,0.0875313748364973,0.00242116070992031,7303,0.25817513345353,0.00714125067227302,15008,0.530561742143034,0.0146755977118271,167,0.00590377205076537,0.000163301227203833,295,0.0104288188920706,0.000288466239671442,918,0.0324530703149857,0.000897667823791131,7729,0.273235054972249,0.00755781547939178,4495,0.158906918372397,0.00439544321126485,11038,0.390214586205678,0.0107935266220114,16070,0.568105490154488,0.0157140761746443,573,0.0202566550005303,0.000560309001124529,2326,0.0822285855693428,0.00227448296093483,2686,0.0949552798105137,0.00262650955849998,73,0.00258069077668187,7.13831711729331e-05,17489,0.61826987662177,0.0171016476800469,18162,0.64206172446707,0.0177597418471618,1905,0.0673454236928624,0.00186280741211558,7973,0.281860925513487,0.00779641128440816
"21217",32299,36563,17,0.000526332084584662,1.66234782183543e-05,2,6.19214217158426e-05,1.95570331980639e-06,0,0,0,0,0,0,9,0.000278646397721292,8.80066493912873e-06,3,9.28821325737639e-05,2.93355497970958e-06,5,0.000154803554289606,4.88925829951596e-06,87,0.00269358184463915,8.50730944115778e-05,2587,0.0800953589894424,0.00252970224416956,7698,0.238335552184278,0.00752750207793478,17769,0.550140871234404,0.0173754461448198,180,0.00557292795442583,0.000176013298782575,249,0.0077092170036224,0.000243485063315895,918,0.0284219325675718,0.000897667823791131,9190,0.284528932784297,0.00898645675451034,5247,0.162450849871513,0.00513078765951205,12893,0.399176445091179,0.0126074414511319,17392,0.538468683240967,0.0170067960690363,668,0.0206817548530914,0.000653204908815333,2352,0.0728195919378309,0.00229990710409231,3003,0.0929750147063377,0.00293648853468929,86,0.00266262113378123,8.40952427516746e-05,19067,0.590327873927985,0.0186446975993742,19822,0.613703210625716,0.0193829756026011,2109,0.065296139199356,0.00206228915073583,7818,0.242050837487229,0.00764484427712316
"21218",37157,48815,31,0.000834297709718223,3.0313401456999e-05,6,0.000161476976074495,5.86710995941916e-06,0,0,0,0,0,0,7,0.000188389805420244,6.84496161932235e-06,3,8.07384880372474e-05,2.93355497970958e-06,8,0.000215302634765993,7.82281327922554e-06,91,0.00244906747046317,8.89845010511905e-05,3423,0.0921226148504992,0.00334718623184863,9415,0.253384288290228,0.00920647337798856,19636,0.52846031703313,0.0192010951938591,208,0.00559786850391582,0.000203393145259864,338,0.0090965363188632,0.000330513861047279,1258,0.0338563393169524,0.00123013738815822,10219,0.27502220308421,0.00999266611255073,5396,0.145221627149662,0.00527648755683763,14639,0.393976908792421,0.0143147704493228,21307,0.573431654869876,0.0208350853175573,922,0.0248136286567807,0.000901579230430744,3209,0.0863632693705089,0.00313792597662935,3881,0.104448690690852,0.00379504229208429,115,0.00309497537476115,0.000112452940888867,23542,0.633581828457626,0.023020583777441,24491,0.659122103506742,0.0239485650026891,3313,0.0891622036224668,0.00323962254925928,10351,0.278574696557849,0.0101217425316579
"21222",50680,54771,62,0.00122336227308603,6.06268029139979e-05,3,5.91949486977111e-05,2.93355497970958e-06,1,1.97316495659037e-05,9.77851659903193e-07,0,0,0,8,0.00015785319652723,7.82281327922554e-06,3,5.91949486977111e-05,2.93355497970958e-06,8,0.00015785319652723,7.82281327922554e-06,51,0.00100631412786109,4.98704346550628e-05,5801,0.114463299131807,0.00567251747909842,10859,0.214265982636148,0.0106184911748888,27917,0.550848460931334,0.0272986847895174,311,0.00613654301499605,0.000304111866229893,397,0.00783346487766377,0.000388207108981567,1927,0.0380228887134964,0.00188432014863345,15038,0.29672454617206,0.0147049332616242,5080,0.100236779794791,0.00496748643230822,20194,0.39846093133386,0.0197467364200851,26664,0.526124704025256,0.0260734366596587,2373,0.0468232044198895,0.00232044198895028,3147,0.062095501183899,0.00307729917371535,5076,0.100157853196527,0.00496357502566861,152,0.00299921073401736,0.000148633452305285,30660,0.604972375690608,0.0299809318926319,31848,0.628413575374901,0.0311426196645969,6090,0.120165745856354,0.00595511660881044,13204,0.260536700868193,0.0129115533173618
"21223",26414,23811,19,0.000719315514499886,1.85791815381607e-05,7,0.000265010979026274,6.84496161932235e-06,1,3.78587112894677e-05,9.77851659903193e-07,0,0,0,6,0.000227152267736806,5.86710995941916e-06,2,7.57174225789354e-05,1.95570331980639e-06,9,0.000340728401605209,8.80066493912873e-06,69,0.00261225107897327,6.74717645333203e-05,1903,0.072045127583857,0.00186085170879578,5969,0.225978647686833,0.00583679655796216,15678,0.593548875596275,0.0153307583239623,135,0.00511092602407814,0.000132009974086931,259,0.00980540622397214,0.000253263579914927,1002,0.0379344287120466,0.000979807363222999,8015,0.303437570985084,0.00783748105412409,4394,0.166351177405921,0.00429668019361463,10792,0.408571212235936,0.0105529751136753,13194,0.499507836753237,0.0129017748007627,471,0.0178314530173393,0.000460568131814404,1823,0.0690164306806996,0.00178262357600352,2160,0.0817748163852502,0.0021121595853909,76,0.00287726205799955,7.43167261526426e-05,14867,0.562845460740516,0.0145377206277808,15683,0.593738169152722,0.0153356475822618,1556,0.0589081547664118,0.00152153718280937,6480,0.245324449155751,0.00633647875617269
"21224",38464,50957,42,0.00109193011647255,4.10697697159341e-05,4,0.000103993344425957,3.91140663961277e-06,1,2.59983361064892e-05,9.77851659903193e-07,0,0,0,2,5.19966722129784e-05,1.95570331980639e-06,4,0.000103993344425957,3.91140663961277e-06,9,0.000233985024958403,8.80066493912873e-06,41,0.00106593178036606,4.00919180560309e-05,3131,0.0814007903494176,0.0030616535471569,6968,0.181156405990017,0.00681367036620545,18067,0.46971193843594,0.017666845939471,206,0.00535565723793677,0.000201437441940058,255,0.00662957570715474,0.000249352173275314,1233,0.0320559484193012,0.00120569109666064,9503,0.247062188019967,0.00929252432406004,4113,0.10693115640599,0.00402190387718183,13060,0.339538269550749,0.0127707426783357,16224,0.421797004991681,0.0158646653302694,1333,0.0346557820299501,0.00130347626265096,1973,0.0512947171381032,0.001929301324989,3316,0.0862104825291181,0.00324255610423899,106,0.00275582362728785,0.000103652275949738,18776,0.488144758735441,0.0183601427663423,19819,0.515261023294509,0.0193800420476214,3641,0.0946599417637271,0.00356035789370752,7880,0.204866888519135,0.00770547108003716
"21225",28867,33001,27,0.000935324072470295,2.64019948173862e-05,4,0.000138566529254858,3.91140663961277e-06,0,0,0,0,0,0,6,0.000207849793882288,5.86710995941916e-06,5,0.000173208161568573,4.88925829951596e-06,9,0.000311774690823432,8.80066493912873e-06,57,0.00197457304188173,5.5737544614482e-05,2436,0.0843870163162088,0.00238204664352418,5619,0.194651331970762,0.00549454847699604,14976,0.51879308553019,0.0146443064587102,156,0.00540409464093948,0.000152544858944898,331,0.0114663802958395,0.000323668899427957,1310,0.0453805383309662,0.00128098567447318,8308,0.287802681262341,0.00812399159047572,3639,0.126060899989608,0.00355840219038772,11436,0.39616170713964,0.0111827115826529,13693,0.474347871271694,0.0133897227790544,917,0.0317663768316763,0.000896689972131228,1795,0.0621817300031177,0.00175524372952623,2452,0.0849412824332283,0.00239769227008263,74,0.00256348079121488,7.23610228328363e-05,15838,0.548654172584612,0.0154872145895468,16602,0.57512037967229,0.0162342932577128,2564,0.0888211452523643,0.00250721165599179,6862,0.23771088093671,0.00671001809025571
"21226",5286,7770,6,0.00113507377979569,5.86710995941916e-06,0,0,0,0,0,0,0,0,0,1,0.000189178963299281,9.77851659903193e-07,1,0.000189178963299281,9.77851659903193e-07,1,0.000189178963299281,9.77851659903193e-07,6,0.00113507377979569,5.86710995941916e-06,449,0.0849413545213772,0.000439055395296534,917,0.173477109345441,0.000896689972131228,2846,0.538403329549754,0.00278296582408449,18,0.00340522133938706,1.76013298782575e-05,62,0.0117290957245554,6.06268029139979e-05,228,0.0431328036322361,0.000222950178457928,1471,0.278282255013243,0.0014384197917176,563,0.106507756337495,0.000550530484525497,2024,0.382898221717745,0.00197917175964406,2285,0.432273931138857,0.0022343910428788,167,0.0315928868709799,0.000163301227203833,315,0.0595913734392736,0.000308023272869506,432,0.0817253121452894,0.000422431917078179,18,0.00340522133938706,1.76013298782575e-05,2731,0.516647748770337,0.00267051288319562,2901,0.548808172531214,0.00283674766537916,488,0.0923193340900492,0.000477191610032758,1218,0.230419977298524,0.00119102332176209
"21227",22846,33926,22,0.000962969447605708,2.15127365178702e-05,3,0.000131314015582597,2.93355497970958e-06,0,0,0,0,0,0,2,8.75426770550643e-05,1.95570331980639e-06,0,0,0,3,0.000131314015582597,2.93355497970958e-06,25,0.0010942834631883,2.44462914975798e-05,2128,0.0931454083865885,0.00208086833227399,4396,0.192418804167031,0.00429863589693444,10218,0.447255537074324,0.00999168826089082,129,0.00564650267005165,0.000126142864127512,293,0.0128250021885669,0.000286510536351635,981,0.0429396830955091,0.000959272478365032,5383,0.235621115293706,0.00526377548525889,2055,0.0899501006740786,0.00200948516110106,8070,0.353234701917185,0.00789126289541876,10559,0.462181563512212,0.0103251356769178,582,0.0254749190230237,0.000569109666063658,1628,0.0712597391228224,0.0015919425023224,1927,0.0843473693425545,0.00188432014863345,60,0.00262628031165193,5.86710995941916e-05,12092,0.529283025474919,0.0118241822715494,12754,0.558259651580145,0.0124715200704053,2364,0.103475444279086,0.00231164132401115,5186,0.226998161603782,0.00507113870825796
